0,1,2,3
,CalPERS 2023-2024 Annual Investment Report,,
,Derivatives,,
Security Name,Par Value,Book Value,Market Value
ADJ IR S+P 500 TR SEP24,"6,250",0,0
B12276127 CDS USD P F  1.00000,"(3,000,000)","(3,000,000)","(2,821,191)"
B12276127 CDS USD R V 03MEVENT,"3,000,000","3,374,645","3,000,000"
B12276131 CDS USD P F  1.00000,"(4,400,000)","(4,400,000)","(4,137,747)"
B12276131 CDS USD R V 03MEVENT,"4,400,000","4,962,287","4,400,000"
B12276657 CDS USD P F  1.00000,"(7,600,000)","(7,600,000)","(7,147,017)"
B12276657 CDS USD R V 03MEVENT,"7,600,000","8,567,544","7,600,000"
B12541905 CDS USD P F  1.00000,"(14,500,000)","(14,500,000)","(13,938,415)"
B12541905 CDS USD R V 03MEVENT,"14,500,000","18,538,250","14,500,000"
B15774570 CDS USD P F  1.00000,"(9,330,000)","(9,330,000)","(8,645,803)"
B15774570 CDS USD R V 03MEVENT,"9,330,000","10,188,620","9,330,000"
B96HYC3S3 CDS USD P F  1.00000,"(1,000,000)","(1,000,000)","(1,020,592)"
B96HYC3S3 CDS USD R V 03MEVENT,"1,000,000","977,851","1,000,000"
B96HYC4Z6 CDS USD P F  1.00000,"(200,000,000)","(200,000,000)","(193,629,200)"
B96HYC4Z6 CDS USD R V 03MEVENT,"200,000,000","206,862,250","200,000,000"
BCP6PRU78 TRS USD P V 12MFEDL,"(13,541,318)","(13,541,318)","(13,541,318)"
BCP6PRU78 TRS USD R E,"642,300","13,541,318","13,134,190"
BCP6QMX67 TRS USD P V 12MFEDL,"(36,220,015)","(36,220,015)","(36,220,015)"
BCP6QMX67 TRS USD R E,"1,661,865","36,220,015","33,982,954"
BCP6TB5V4 TRS USD P V 12MFEDL,"(1,869,302)","(1,869,302)","(1,869,302)"
BCP6TB5V4 TRS USD R E,"954,066","1,869,302","1,776,061"
BCP6V4AQ2 TRS USD P V 12MFEDL,"(41,785,845)","(41,785,845)","(41,785,845)"
BCP6V4AQ2 TRS USD R E,"1,935,937","41,785,845","39,587,366"
BCP6VZZJ2 TRS USD P V 12MFEDL,"(1,820,447)","(1,820,447)","(1,820,447)"
BCP6VZZJ2 TRS USD R E,"83,400","1,820,447","1,705,420"
BCP6VZZP8 TRS USD P V 12MFEDL,"(91,360,763)","(91,360,763)","(91,360,763)"
BCP6VZZP8 TRS USD R E,"4,185,504","91,360,763","85,588,053"
BCP701NX1 TRS USD P V 12MFEDL,"(885,007)","(885,007)","(885,007)"
BCP701NX1 TRS USD R E,"185,719","885,007","878,031"
BCP71RDL0 TRS USD P V 12MFEDL,"(624,370)","(624,370)","(624,370)"
BCP71RDL0 TRS USD R E,"303,800","624,370","621,334"
BCP71RDQ9 TRS USD P V 12MFEDL,"(790,637)","(790,637)","(790,637)"
BCP71RDQ9 TRS USD R E,"357,920","790,637","776,483"
BCP733DF4 TRS USD P V 12MFEDL,"(59,114,977)","(59,114,977)","(59,114,977)"
BCP733DF4 TRS USD R E,"2,846,670","59,114,977","58,210,658"
BCP74Q7Z5 TRS USD P E,"(692,000)","(127,065,040)","(133,729,000)"
BCP74Q7Z5 TRS USD R V 12MFEDL,"127,065,040","127,065,040","127,065,040"
BCP74Q827 TRS USD P E,"(122,000)","(19,723,740)","(20,925,440)"
BCP74Q827 TRS USD R V 12MFEDL,"19,723,740","19,723,740","19,723,740"
BCP74Q850 TRS USD P E,"(65,000)","(29,886,350)","(28,675,400)"
BCP74Q850 TRS USD R V 12MFEDL,"29,886,350","29,886,350","29,886,350"
BCP74Q884 TRS USD P E,"(188,000)","(49,915,880)","(58,740,600)"
