0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
CHINA CITIC BANK CORP LTD H,"54,329,557","28,391,448","34,863,217"
CHINA CITIC FINANCIAL ASSE H,"27,898,000","1,487,906","1,250,654"
CHINA COM RICH RENE ENE INVEST,"40,094,000",0,5
CHINA COMMUNICATIONS SERVI H,"4,565,085","2,421,543","2,461,739"
CHINA CONCH ENVIRONMENT PROT,"2,067,500","582,289","230,389"
CHINA CONCH VENTURE HOLDINGS,"2,145,500","4,667,209","2,000,767"
CHINA CONSTRUCTION BANK A,"5,666,883","5,562,758","5,743,856"
CHINA CONSTRUCTION BANK H,"642,820,544","454,813,936","475,071,668"
CHINA CSSC HOLDINGS LTD A,"7,332,806","37,474,174","40,888,208"
CHINA DATANG CORP RENEWABL H,"3,737,000","1,154,705","966,879"
CHINA DEVELOPMENT FINANCIAL,"79,945,568","30,438,942","37,210,920"
CHINA DILI GROUP,"6,566,000","1,648,885",1
CHINA EAST EDUCATION HOLDING,"595,500","242,875","172,380"
CHINA EASTERN AIRLINES CO A,"1,744,045","895,287","957,919"
CHINA EASTERN AIRLINES CO H,"2,440,540","1,057,530","612,683"
CHINA ECOTEK CORPORATION,"144,000","346,748","313,820"
CHINA EDUCATION GROUP HOLDIN,"1,507,000","1,997,861","870,539"
CHINA ELECTRIC MANUFACTURING,"71,000","38,423","43,224"
CHINA ENERGY ENGINEERING C A,"1,080,600","336,385","313,782"
CHINA ENERGY ENGINEERING C H,"8,382,000","1,031,319","923,297"
CHINA EVERBRIGHT BANK CO A,"12,256,861","6,154,566","5,322,003"
CHINA EVERBRIGHT BANK CO L H,"5,765,000","2,203,705","1,794,527"
CHINA EVERBRIGHT ENVIRONMENT,"6,010,804","4,085,396","3,017,997"
CHINA EVERBRIGHT LTD,"1,182,525","1,283,096","598,464"
CHINA FEIHE LTD,"6,459,000","8,346,231","2,986,554"
CHINA FISHERY GROUP LTD,"3,092,906",0,2
CHINA FOODS LTD,"1,376,000","528,043","502,287"
CHINA FORESTRY HOLDINGS CO,"5,319,000","2,007,092",1
CHINA GALAXY SECURITIES CO A,"304,900","508,917","453,545"
CHINA GALAXY SECURITIES CO H,"7,181,000","4,234,554","3,761,936"
CHINA GAS HOLDINGS LTD,"4,711,600","11,456,402","4,224,756"
CHINA GENERAL PLASTICS,"631,000","659,068","325,796"
CHINA GREAT WALL SECURITIE A,"114,016","122,213","104,638"
CHINA GREATWALL TECHNOLOGY A,"131,177","195,802","157,215"
CHINA GREEN ELECTRICITY IN A,"87,200","132,440","113,825"
CHINA HONGQIAO GROUP LTD,"6,311,000","7,176,003","9,554,528"
CHINA INTERNATIONAL CAPITA H,"2,977,600","4,842,865","3,314,294"
CHINA INTERNATIONAL CAPTAL A,"34,400","162,487","139,519"
CHINA INTERNATIONAL MARINE H,"1,167,318","866,706","1,052,654"
CHINA INTL MARINE CONTAIN A,"658,450","875,161","835,146"
CHINA JINMAO HOLDINGS GROUP,"11,426,320","4,705,057","907,398"
CHINA JUSHI CO LTD  A,"185,803","323,384","281,218"
