0,1,2,3,4,5
,,Mortgage-Backed Securities,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
FED HM LN PC POOL Q00284,4.50,4/1/2041,"443,424","466,551","430,782"
FED HM LN PC POOL Q00627,5.00,5/1/2041,"4,075","4,421","4,051"
FED HM LN PC POOL Q00704,4.50,5/1/2041,"111,581","122,381","108,398"
FED HM LN PC POOL Q01073,4.50,5/1/2041,"1,572,871","1,540,819","1,527,973"
FED HM LN PC POOL Q01226,5.00,6/1/2041,"2,629","2,902","2,614"
FED HM LN PC POOL Q01300,4.50,6/1/2036,"686,154","747,867","666,568"
FED HM LN PC POOL Q01559,4.50,6/1/2041,"10,602","11,088","10,300"
FED HM LN PC POOL Q01561,4.50,6/1/2041,"363,053","382,063","352,702"
FED HM LN PC POOL Q01722,5.00,7/1/2041,"1,375,193","1,508,051","1,367,113"
FED HM LN PC POOL Q01919,4.50,7/1/2041,"563,191","615,984","547,114"
FED HM LN PC POOL Q01982,4.50,7/1/2041,"14,220","14,976","13,815"
FED HM LN PC POOL Q02376,4.50,8/1/2041,"177,957","187,429","172,878"
FED HM LN PC POOL Q02459,4.50,8/1/2041,"389,366","426,803","378,254"
FED HM LN PC POOL Q02481,4.50,7/1/2041,"223,274","240,105","216,900"
FED HM LN PC POOL Q02546,4.50,8/1/2041,"158,161","171,591","153,652"
FED HM LN PC POOL Q02570,4.50,8/1/2041,"284,437","309,105","276,318"
FED HM LN PC POOL Q02592,4.50,8/1/2041,"210,524","221,730","204,516"
FED HM LN PC POOL Q02645,5.00,8/1/2041,"388,052","434,039","385,774"
FED HM LN PC POOL Q02662,4.50,8/1/2041,"79,867","84,118","77,587"
FED HM LN PC POOL Q02663,4.50,8/1/2041,"18,408","19,376","17,884"
FED HM LN PC POOL Q02674,4.50,8/1/2041,"469,309","515,076","455,879"
FED HM LN PC POOL Q02716,4.50,8/1/2036,"734,334","800,795","713,372"
FED HM LN PC POOL Q02718,4.50,8/1/2036,"1,295,113","1,412,325","1,258,143"
FED HM LN PC POOL Q02775,4.50,8/1/2041,"25,132","26,470","24,415"
FED HM LN PC POOL Q02776,4.50,8/1/2041,"4,712","4,960","4,578"
FED HM LN PC POOL Q02791,4.50,8/1/2041,"170,916","182,135","166,037"
FED HM LN PC POOL Q02833,4.50,8/1/2041,"14,729","15,976","14,309"
FED HM LN PC POOL Q02930,4.50,8/1/2041,"444,794","488,153","432,097"
FED HM LN PC POOL Q02982,5.00,8/1/2041,"89,189","96,638","88,665"
FED HM LN PC POOL Q03009,4.50,9/1/2041,"646,515","680,995","628,065"
FED HM LN PC POOL Q03039,4.50,9/1/2041,"246,474","267,806","239,440"
FED HM LN PC POOL Q03089,4.50,9/1/2041,"572,281","628,127","555,945"
FED HM LN PC POOL Q03090,4.50,9/1/2041,"277,259","292,045","269,346"
FED HM LN PC POOL Q03232,4.50,9/1/2041,"574,727","626,166","558,321"
FED HM LN PC POOL Q03240,4.50,9/1/2041,"113,426","119,399","110,192"
FED HM LN PC POOL Q03339,4.00,9/1/2041,"408,952","443,633","385,587"
FED HM LN PC POOL Q03457,4.50,9/1/2041,"448,571","472,195","435,782"
FED HM LN PC POOL Q03516,4.50,9/1/2041,"1,381,980","1,515,453","1,342,531"
FED HM LN PC POOL Q03550,4.50,9/1/2041,"177,944","190,121","172,864"
FED HM LN PC POOL Q03580,4.50,9/1/2041,"33,876","35,438","32,910"
FED HM LN PC POOL Q03643,4.50,10/1/2041,"1,435,419","1,512,115","1,394,454"
FED HM LN PC POOL Q03645,4.50,9/1/2036,"1,489,638","1,624,700","1,447,116"
FED HM LN PC POOL Q03779,4.50,7/1/2041,"615,813","667,342","598,235"
FED HM LN PC POOL Q03805,4.50,10/1/2041,"8,744,585","9,598,610","8,494,967"
FED HM LN PC POOL Q04141,4.50,10/1/2041,"940,601","1,032,485","913,751"
FED HM LN PC POOL Q04220,4.50,10/1/2041,"11,811","12,357","11,475"
FED HM LN PC POOL Q04296,4.50,11/1/2041,"37,811","39,809","36,733"
FED HM LN PC POOL Q04368,4.00,11/1/2041,"13,053","14,168","12,307"
FED HM LN PC POOL Q04441,4.00,11/1/2041,"1,566,772","1,701,242","1,477,254"
