0,1,2,3,4,5
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
FNMA POOL AT8624,3.50,6/1/2043,"230,360","246,152","210,443"
FNMA POOL AT9528,3.00,7/1/2043,"1,970,420","2,084,752","1,745,878"
FNMA POOL AT9878,3.00,6/1/2043,"547,762","579,524","485,341"
FNMA POOL AU1632,3.00,7/1/2043,"19,400,471","20,550,527","17,189,662"
FNMA POOL AU1636,3.50,7/1/2043,"7,005,415","7,395,083","6,399,481"
FNMA POOL AU1650,3.50,7/1/2043,"19,530,923","20,352,096","17,841,594"
FNMA POOL AU1724,4.00,7/1/2043,"580,602","643,121","543,782"
FNMA POOL AU2107,3.00,8/1/2043,"4,101","4,339","3,633"
FNMA POOL AU2593,3.00,8/1/2043,"8,649","9,151","7,663"
FNMA POOL AU2594,4.00,7/1/2043,"289,266","314,393","270,952"
FNMA POOL AU3195,3.00,8/1/2043,"1,869,610","1,978,167","1,656,556"
FNMA POOL AU3353,3.00,8/1/2043,"2,088,538","2,209,807","1,850,535"
FNMA POOL AU3374,3.00,8/1/2043,"2,383,083","2,521,454","2,111,515"
FNMA POOL AU4585,3.00,8/1/2043,"74,954","79,307","66,413"
FNMA POOL AU4977,3.00,8/1/2043,"538,476","569,742","477,114"
FNMA POOL AU5161,3.00,8/1/2043,"126,128","133,451","111,755"
FNMA POOL AU6066,3.00,7/1/2043,"1,711,687","1,811,007","1,516,629"
FNMA POOL AU6145,3.00,8/1/2043,"212,825","225,182","188,572"
FNMA POOL AU6155,3.00,8/1/2043,"117,104","123,903","103,759"
FNMA POOL AU6240,4.00,10/1/2043,"144,798","149,470","135,617"
FNMA POOL AU6973,1.00,11/1/2043,"814,243","838,384","824,445"
FNMA POOL AU7007,4.00,11/1/2043,"411,959","447,632","385,839"
FNMA POOL AU7195,3.00,9/1/2043,"26,443","27,980","23,430"
FNMA POOL AU7276,4.00,10/1/2038,"1,298,034","1,404,290","1,215,732"
FNMA POOL AU8150,3.00,8/1/2043,"155,807","164,854","138,052"
FNMA POOL AU9432,5.00,10/1/2043,"18,613","20,321","18,476"
FNMA POOL AU9782,1.00,9/1/2043,"327,109","328,443","325,786"
FNMA POOL AV0022,4.00,11/1/2043,"3,793,378","4,090,155","3,552,858"
FNMA POOL AV0662,4.00,12/1/2043,"335,902","365,076","314,635"
FNMA POOL AV1095,4.50,9/1/2043,"410,525","445,933","398,109"
FNMA POOL AV2334,1.00,1/1/2044,"945,464","973,965","960,262"
FNMA POOL AV2348,4.00,1/1/2044,"898,460","976,710","841,493"
FNMA POOL AV3538,4.00,12/1/2038,"986,379","1,067,653","923,837"
FNMA POOL AV5373,5.00,12/1/2043,"294,345","318,880","292,169"
FNMA POOL AV6610,4.00,4/1/2039,"1,920,866","2,067,370","1,796,660"
FNMA POOL AV6685,4.50,1/1/2044,"168,646","180,604","163,120"
FNMA POOL AV6735,4.50,3/1/2044,"182,523","194,796","176,515"
FNMA POOL AV9206,4.00,3/1/2039,"1,919,075","2,077,255","1,794,985"
FNMA POOL AV9631,1.00,3/1/2044,"502,056","517,700","503,903"
FNMA POOL AW0966,1.00,6/1/2044,"1,418,688","1,463,631","1,448,079"
FNMA POOL AW2234,1.00,5/1/2044,"644,142","662,249","646,319"
FNMA POOL AW6278,1.00,7/1/2044,"777,930","806,437","791,342"
FNMA POOL AX1040,1.00,10/1/2044,"298,455","301,752","298,075"
FNMA POOL AX2377,1.00,9/1/2044,"359,470","373,486","359,055"
FNMA POOL AX2763,4.00,9/1/2044,"8,708","9,133","8,145"
FNMA POOL AX5302,4.00,1/1/2042,"45,709,685","48,167,032","43,044,632"
FNMA POOL AX7770,4.00,2/1/2045,"1,238,516","1,335,245","1,158,431"
FNMA POOL AX9530,3.50,2/1/2045,"613,205","647,906","556,659"
FNMA POOL AY0089,1.00,12/1/2044,"936,011","966,315","953,928"
