0,1,2,3,4,5
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
PRIME SECSRVC BRW/FINANC,6.25,1/15/2028,"33,340,000","32,065,325","32,806,227"
PRIME SECSRVC BRW/FINANC,3.38,8/31/2027,"34,466,000","31,923,930","31,908,623"
PRIME SECSRVC BRW/FINANC,5.75,4/15/2026,"43,412,000","42,930,873","43,077,293"
PRIMERICA INC,2.80,11/19/2031,"10,500,000","10,323,073","8,783,040"
PRIMO WATER HOLDINGS INC,4.38,4/30/2029,"29,682,000","27,088,546","27,320,797"
PRINCIPAL FINANCIAL GRP,5.50,3/15/2053,"7,000,000","6,708,204","6,714,260"
PRINCIPAL FINANCIAL GRP,5.38,3/15/2033,"2,000,000","1,988,256","1,997,260"
PROG HOLDINGS INC,6.00,11/15/2029,"13,100,000","12,136,559","12,446,834"
PROGRESSIVE CORP,3.70,3/15/2052,"2,650,000","2,148,233","1,977,404"
PROGRESSIVE CORP,4.20,3/15/2048,"10,976,000","11,417,659","9,009,430"
PROGRESSIVE CORP,4.95,6/15/2033,"5,000,000","4,966,867","4,949,550"
PROLOGIS LP,5.25,3/15/2054,"7,000,000","6,877,189","6,622,980"
PROLOGIS LP,3.05,3/1/2050,"5,142,000","4,427,185","3,372,329"
PROLOGIS LP,4.38,9/15/2048,"11,984,000","13,119,780","10,049,663"
PROLOGIS LP,4.63,1/15/2033,"2,000,000","1,958,716","1,914,180"
PROTECTIVE LIFE CORP,3.40,1/15/2030,"11,700,000","11,771,619","10,452,546"
PROVIDENT FDG/PFG FIN,6.38,6/15/2025,"575,000","572,452","558,457"
PRUDENTIAL FINANCIAL INC,3.70,3/13/2051,"8,500,000","6,576,148","6,156,805"
PRUDENTIAL FINANCIAL INC,3.94,12/7/2049,"1,705,000","1,368,079","1,293,311"
PRUDENTIAL FINANCIAL INC,3.91,12/7/2047,"4,144,000","4,261,504","3,186,404"
PRUDENTIAL FINANCIAL INC,4.60,5/15/2044,"3,500,000","3,816,858","3,053,645"
PRUDENTIAL FINANCIAL INC,3.00,3/10/2040,"2,000,000","2,084,626","1,478,720"
PRUDENTIAL FINANCIAL INC,5.70,12/14/2036,"2,000,000","2,091,930","2,046,540"
PT PERTAMINA (PERSERO),4.15,2/25/2060,"6,000,000","4,522,792","4,434,375"
PT PERTAMINA (PERSERO),4.18,1/21/2050,"8,200,000","6,355,911","6,324,250"
PT PERTAMINA (PERSERO),6.50,11/7/2048,"13,200,000","13,375,980","14,024,868"
PT PERTAMINA (PERSERO),6.45,5/30/2044,"19,900,000","19,899,907","20,926,094"
PT PERTAMINA (PERSERO),5.63,5/20/2043,"23,400,000","21,829,432","22,465,170"
PT PERTAMINA (PERSERO),6.00,5/3/2042,"30,900,000","29,974,681","31,025,531"
PT PERTAMINA (PERSERO),6.50,5/27/2041,"42,200,000","43,986,725","44,863,875"
PT PERTAMINA (PERSERO),2.30,2/9/2031,"10,000,000","8,477,127","8,303,125"
PT PERTAMINA (PERSERO),3.10,8/27/2030,"17,500,000","15,585,953","15,432,813"
PT PERTAMINA (PERSERO),3.10,1/21/2030,"6,400,000","5,743,996","5,698,000"
PT PERTAMINA (PERSERO),3.65,7/30/2029,"2,200,000","2,057,387","2,044,625"
PT PERTAMINA (PERSERO),1.40,2/9/2026,"56,300,000","53,265,291","52,622,906"
PTC INC,4.00,2/15/2028,"11,300,000","10,757,770","10,643,244"
PTC INC,3.63,2/15/2025,"7,700,000","7,602,631","7,603,827"
PUB SVC NEW HAMP,5.15,1/15/2053,"5,000,000","5,073,999","4,666,850"
PUB SVC NEW HAMP,3.60,7/1/2049,"4,520,000","4,552,473","3,319,081"
PUBLIC SERVICE COLORADO,5.75,5/15/2054,"20,000,000","19,949,805","19,770,000"
PUBLIC SERVICE COLORADO,5.35,5/15/2034,"13,000,000","12,971,056","12,883,520"
PUBLIC SERVICE ELECTRIC,5.45,3/1/2054,"15,000,000","14,911,002","14,804,700"
PUBLIC SERVICE ELECTRIC,5.13,3/15/2053,"10,500,000","10,529,489","9,932,790"
PUBLIC SERVICE ELECTRIC,3.00,3/1/2051,"7,500,000","5,744,964","4,893,225"
PUBLIC SERVICE ELECTRIC,3.15,1/1/2050,"6,338,000","6,368,439","4,322,516"
PUBLIC SERVICE ELECTRIC,4.05,5/1/2048,"38,032,400","38,840,520","30,560,174"
PUBLIC SERVICE ELECTRIC,4.15,11/1/2045,"28,660,000","28,633,355","23,306,025"
PUBLIC SERVICE ELECTRIC,4.05,5/1/2045,"45,786,000","45,286,250","36,748,759"
PUBLIC SERVICE ELECTRIC,5.80,5/1/2037,"6,392,000","7,973,234","6,675,102"
PUBLIC SERVICE ENTERPRIS,5.45,4/1/2034,"20,000,000","19,838,008","19,836,000"
PUBLIC SERVICE ENTERPRIS,6.13,10/15/2033,"20,500,000","20,602,150","21,287,405"
PUBLIC SERVICE ENTERPRIS,2.45,11/15/2031,"15,920,000","15,363,877","13,105,503"
PUG LLC,1.00,3/15/2030,"5,221,539","5,169,324","5,213,393"
