0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
ZHEJIANG SANHUA INTELLIGEN A,"4,000","15,711","10,504"
ZHEJIANG SUPOR CO LTD  A,700,"4,582","4,827"
ZHEJIANG WEIMING ENVIRONME A,"3,900","9,500","11,046"
ZHEJIANG WEIXING NEW BUILD A,"2,300","6,456","4,881"
ZHEJIANG ZHENENG ELECTRIC A,"26,200","15,813","25,637"
ZHEN DING TECHNOLOGY HOLDING,"22,000","67,101","87,820"
ZHONGJI INNOLIGHT CO LTD A,"2,520","26,853","47,819"
ZHONGJIN GOLD CORP A,"4,100","6,178","8,351"
ZHONGSHENG GROUP HOLDINGS,"28,000","83,399","40,956"
ZHONGTAI SECURITIES CO LTD A,"10,900","10,785","8,506"
ZHUZHOU CRRC TIMES ELECTRI H,"18,700","66,452","73,771"
ZIJIN MINING GROUP CO LTD A,"41,200","73,319","99,626"
ZIJIN MINING GROUP CO LTD H,"194,000","321,213","409,499"
ZOMATO LTD,"240,072","390,103","577,411"
ZOOMLION HEAVY INDUSTRY S A,"15,300","14,741","16,172"
ZOZO INC,"3,300","66,632","82,633"
ZTE CORP A,"8,400","39,316","32,335"
ZTE CORP H,"26,400","82,843","58,431"
ZURICH INSURANCE GROUP AG,"4,106","1,925,825","2,189,166"
TOTAL,,"748,925,660","820,461,977"
