0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
COCA COLA CO/THE,5.30,5/13/2054,"15,000,000","14,913,389","14,899,050"
COCA COLA CO/THE,3.00,3/5/2051,"6,000,000","4,624,069","4,049,160"
COCA COLA CO/THE,2.88,5/5/2041,"3,000,000","3,117,008","2,203,800"
COCA COLA CO/THE,2.50,6/1/2040,"21,271,000","17,464,679","14,921,819"
COCA COLA FEMSA SAB CV,1.85,9/1/2032,"6,600,000","5,931,868","5,112,822"
CODELCO INC,6.30,9/8/2053,"58,500,000","57,007,740","57,677,344"
CODELCO INC,3.70,1/30/2050,"11,750,000","9,113,378","8,012,031"
CODELCO INC,4.50,8/1/2047,"18,300,000","15,879,467","14,434,125"
CODELCO INC,4.88,11/4/2044,"8,600,000","7,814,724","7,202,500"
CODELCO INC,5.63,10/18/2043,"33,000,000","32,895,989","30,508,500"
CODELCO INC,4.25,7/17/2042,"25,600,000","22,098,002","20,064,000"
CODELCO INC,6.15,10/24/2036,"11,100,000","11,601,003","11,204,063"
CODELCO INC,6.44,1/26/2036,"63,200,000","63,703,195","64,977,500"
CODELCO INC,5.63,9/21/2035,"11,100,000","11,228,730","10,805,156"
CODELCO INC,5.95,1/8/2034,"68,600,000","68,523,777","68,291,300"
CODELCO INC,5.13,2/2/2033,"50,000,000","49,791,714","47,406,250"
CODELCO INC,3.75,1/15/2031,"14,000,000","12,937,264","12,495,000"
CODELCO INC,3.15,1/14/2030,"21,200,000","19,412,146","18,742,125"
CODELCO INC,3.00,9/30/2029,"15,200,000","13,690,242","13,414,000"
CODELCO INC,3.63,8/1/2027,"27,000,000","25,665,963","25,531,875"
COGENT COMMUNICATIONS GR,3.50,5/1/2026,"11,900,000","11,642,851","11,390,561"
COHERENT CORP,5.00,12/15/2029,"43,380,000","40,453,014","41,073,052"
COINBASE GLOBAL INC,3.63,10/1/2031,"16,570,000","12,191,988","13,274,558"
COINBASE GLOBAL INC,3.38,10/1/2028,"31,430,000","24,500,363","26,941,167"
COLGATE PALMOLIVE CO,3.25,8/15/2032,"2,000,000","1,985,745","1,787,340"
COLUMBIA PIPELINE GROUP,5.80,6/1/2045,"36,350,000","38,263,264","35,392,541"
COMCAST CORP,5.50,5/15/2064,"20,000,000","19,669,677","19,244,600"
COMCAST CORP,2.99,11/1/2063,"34,977,000","33,164,419","20,518,907"
COMCAST CORP,2.94,11/1/2056,"81,606,000","76,611,686","49,233,716"
COMCAST CORP,5.35,5/15/2053,"15,000,000","14,937,821","14,371,500"
COMCAST CORP,4.05,11/1/2052,"3,000,000","3,116,649","2,324,790"
COMCAST CORP,2.89,11/1/2051,"48,688,000","42,338,420","30,399,327"
COMCAST CORP,2.80,1/15/2051,"2,000,000","1,380,623","1,232,720"
COMCAST CORP,3.45,2/1/2050,"5,000,000","4,738,147","3,531,650"
COMCAST CORP,3.97,11/1/2047,"6,501,000","7,314,585","5,067,530"
COMCAST CORP,3.75,4/1/2040,"7,500,000","7,380,169","6,094,650"
COMCAST CORP,3.25,11/1/2039,"99,352,000","99,941,806","76,446,396"
COMCAST CORP,4.40,8/15/2035,"22,000,000","23,488,593","20,356,380"
COMCAST CORP,4.20,8/15/2034,"8,653,000","8,981,156","7,932,119"
COMCAST CORP,5.30,6/1/2034,"30,000,000","30,025,780","30,060,900"
COMCAST CORP,4.25,1/15/2033,"6,257,000","6,618,513","5,848,042"
COMCAST CORP,5.50,11/15/2032,"15,000,000","15,864,339","15,342,000"
COMERICA BANK,1.00,8/25/2033,"16,250,000","13,306,602","14,620,938"
COMISION FEDERAL DE ELEC,6.26,2/15/2052,"46,228,000","39,055,760","39,062,660"
COMISION FEDERAL DE ELEC,4.68,2/9/2051,"7,700,000","5,436,178","5,295,675"
COMISION FEDERAL DE ELEC,5.75,2/14/2042,"6,200,000","5,098,393","5,568,375"
COMISION FEDERAL DE ELEC,3.88,7/26/2033,"20,900,000","16,455,672","16,722,090"
COMISION FEDERAL DE ELEC,3.35,2/9/2031,"24,300,000","19,943,530","20,024,719"
COMISION FEDERAL DE ELEC,4.69,5/15/2029,"45,300,000","41,622,761","42,270,563"
COMMONSPIRIT HEALTH,5.32,12/1/2034,"5,000,000","4,932,973","4,912,450"
COMMONSPIRIT HEALTH,5.21,12/1/2031,"5,000,000","4,948,747","4,929,700"
COMMONWEALTH BANK AUST,2.69,3/11/2031,"13,000,000","11,364,831","10,772,710"
COMMONWEALTH EDISON CO,5.65,6/1/2054,"15,000,000","14,903,234","14,925,000"
