0,1,2,3,4,5
,,Mortgage-Backed Securities,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
JP MORGAN MORTGAGE TRUST,1.00,8/25/2052,"840,741","722,392","726,008"
JP MORGAN MORTGAGE TRUST,1.00,4/25/2052,"3,870,501","3,103,994","3,214,965"
JPMBB COMMERCIAL MORTGAGE SECU,3.58,3/17/2049,"127,000","120,055","122,558"
JPMBB COMMERCIAL MORTGAGE SECU,3.77,12/15/2048,"49,000","46,596","47,629"
JPMBB COMMERCIAL MORTGAGE SECU,3.54,8/15/2048,"15,726","15,326","15,478"
JPMBB COMMERCIAL MORTGAGE SECU,3.80,8/15/2048,0,0,0
JPMBB COMMERCIAL MORTGAGE SECU,3.82,7/15/2048,"51,000","48,268","49,308"
JPMBB COMMERCIAL MORTGAGE SECU,3.49,1/15/2048,"265,000","255,908","262,269"
JPMBB COMMERCIAL MORTGAGE SECU,3.80,9/15/2047,"62,734","61,011","62,401"
JPMDB COMMERCIAL MORTGAGE SECU,3.41,10/15/2050,"63,000","57,479","58,950"
JPMDB COMMERCIAL MORTGAGE SECU,3.14,12/15/2049,"38,000","34,949","34,977"
KSL COMMERCIAL MORTGAGE TRUST,1.00,12/15/2036,"640,000","638,465","641,353"
LBA TRUST,1.00,6/15/2026,"1,740,000","1,735,764","1,731,250"
MCR MORTGAGE TRUST,8.73,6/12/2039,"600,000","599,997","598,180"
MED TRUST,1.00,11/15/2038,"1,277,867","1,244,698","1,276,585"
MORGAN STANLEY BAML TRUST,3.72,12/15/2049,"347,000","323,783","330,304"
MORGAN STANLEY BAML TRUST,3.10,11/15/2049,"305,000","278,010","284,478"
MORGAN STANLEY BAML TRUST,3.06,5/15/2049,"85,104","79,789","82,152"
MORGAN STANLEY BAML TRUST,3.14,5/15/2049,"115,022","110,832","112,701"
MORGAN STANLEY BAML TRUST,3.31,4/15/2048,"127,000","121,079","124,336"
MORGAN STANLEY BAML TRUST,3.75,12/15/2047,"223,000","212,055","216,471"
MORGAN STANLEY CAPITAL I TRUST,2.73,5/15/2054,"312,000","255,995","265,220"
MORGAN STANLEY CAPITAL I TRUST,2.04,7/15/2053,"119,000","95,149","98,755"
MORGAN STANLEY CAPITAL I TRUST,3.26,7/15/2052,"381,000","334,325","346,653"
MORGAN STANLEY CAPITAL I TRUST,3.70,6/15/2052,"1,500,000","1,301,657","1,354,449"
MORGAN STANLEY CAPITAL I TRUST,4.07,3/15/2052,"347,000","320,436","325,832"
MORGAN STANLEY CAPITAL I TRUST,4.14,10/15/2051,"179,000","166,470","170,537"
MORGAN STANLEY CAPITAL I TRUST,1.00,7/15/2051,"2,780,000","2,517,185","2,632,852"
MORGAN STANLEY CAPITAL I TRUST,3.59,12/15/2050,"51,000","46,877","47,729"
MORGAN STANLEY CAPITAL I TRUST,3.60,12/15/2049,"127,000","117,920","118,793"
MORGAN STANLEY CAPITAL I TRUST,2.61,8/15/2049,"12,546","11,983","12,190"
MORGAN STANLEY RESIDENTIAL MOR,1.00,12/25/2068,"1,118,294","1,118,293","1,119,701"
OCEANVIEW MORTGAGE TRUST,1.00,11/25/2052,"1,751,641","1,562,905","1,613,413"
ONE NEW YORK PLAZA TRUST 2020,1.00,1/15/2036,"1,000,000","976,237","957,645"
ONSLOW BAY FINANCIAL LLC,1.00,1/25/2062,"3,254,987","2,853,729","2,892,136"
ONSLOW BAY FINANCIAL LLC,1.00,10/25/2051,"3,320,141","2,604,812","2,677,040"
OPEN TRUST,1.00,10/15/2028,"306,973","306,302","310,686"
ORL TRUST,1.00,10/19/2036,"1,273,507","1,267,474","1,275,731"
PRKCM TRUST,1.00,3/25/2059,"4,361,735","4,361,479","4,371,140"
PRKCM TRUST,1.00,8/25/2056,"1,022,200","787,492","842,774"
"PRP ADVISORS, LLC",1.00,1/25/2054,"323,144","309,813","308,103"
SEQUOIA MORTGAGE TRUST,1.00,1/25/2052,"2,014,700","1,732,442","1,735,075"
TAUBMAN CENTERS COMMERCIAL MOR,1.00,5/15/2037,"2,800,000","2,762,684","2,809,992"
THE 2023 MIC TRUST,1.00,12/5/2038,"1,250,000","1,346,455","1,344,468"
TTAN,1.00,3/15/2038,"2,160,414","2,120,665","2,143,452"
UBS COMMERCIAL MORTGAGE TRUST,3.46,4/15/2052,"2,488,161","2,380,289","2,379,211"
UBS COMMERCIAL MORTGAGE TRUST,3.72,2/15/2051,"40,809","37,304","38,584"
UBS COMMERCIAL MORTGAGE TRUST,3.98,2/15/2051,"76,000","69,943","71,429"
UBS COMMERCIAL MORTGAGE TRUST,3.68,12/15/2050,"286,000","261,183","267,767"
