0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
FORTIVE CORP,"670,365","40,416,544","49,674,104"
FORTREA HOLDINGS INC,"151,237","3,196,276","3,529,874"
FORTUNE BRANDS INNOVATIONS I,"230,269","10,719,121","14,953,722"
FOX CORP CLASS A,"680,630","24,155,700","23,393,279"
FOX CORP CLASS B,"246,315","8,389,435","7,887,019"
FOX FACTORY HOLDING CORP,"70,172","5,060,398","3,381,590"
FRANKLIN ELECTRIC CO INC,"100,089","5,200,422","9,640,578"
FRANKLIN RESOURCES INC,"508,408","13,310,555","11,362,940"
FREEPORT MCMORAN INC,"2,708,494","69,452,725","131,632,896"
FRESHPET INC,"79,253","6,509,982","10,254,548"
FRONTDOOR INC,"162,835","5,691,379","5,502,213"
FRONTIER COMMUNICATIONS PARE,"431,189","9,974,132","11,288,538"
FTAI AVIATION LTD,"147,776","10,162,811","15,254,917"
FTI CONSULTING INC,"58,683","5,164,582","12,647,951"
GAMESTOP CORP CLASS A GB REG,"137,767","4,327,823","3,401,478"
GAP INC/THE,"715,910","10,296,987","17,103,101"
GARTNER INC,"374,640","93,337,743","168,235,838"
GATEWAY CASINOS + ENTERTAINMEN,"23,241","850,000","104,585"
GATX CORP,"69,632","4,487,716","9,216,493"
GE HEALTHCARE TECHNOLOGY,"806,386","55,673,941","62,833,597"
GE VERNOVA INC,"478,888","32,227,532","82,134,160"
GEN DIGITAL INC,"1,076,811","26,234,697","26,898,813"
GENERAC HOLDINGS INC,"100,349","11,258,953","13,268,157"
GENERAL DYNAMICS CORP,"941,948","192,198,821","273,296,793"
GENERAL ELECTRIC CO,"2,728,851","210,902,488","433,805,761"
GENERAL MILLS INC,"2,751,742","142,634,912","174,075,199"
GENERAL MOTORS CO,"5,417,448","204,362,061","251,694,672"
GENPACT LTD,"433,629","16,170,565","13,958,518"
GENTEX CORP,"510,897","13,244,961","17,222,342"
GENUINE PARTS CO,"691,431","69,356,397","95,638,736"
GILEAD SCIENCES INC,"6,567,700","447,597,407","450,609,897"
GITLAB INC CL A,"191,168","9,728,968","9,504,873"
GLACIER BANCORP INC,"196,376","7,284,671","7,328,758"
GLAUKOS CORP,"74,081","5,000,770","8,767,488"
GLOBAL PAYMENTS INC,"449,939","43,845,107","43,509,115"
GLOBALFOUNDRIES INC,"102,099","5,808,962","5,162,127"
GLOBE LIFE INC,"215,691","17,027,438","17,747,063"
GLOBUS MEDICAL INC   A,"193,729","10,363,272","13,268,500"
GODADDY INC   CLASS A,"741,985","56,693,876","103,662,724"
GOLDMAN SACHS GROUP INC,"978,491","290,241,836","442,591,129"
GOODYEAR TIRE + RUBBER CO,"502,996","6,378,601","5,709,006"
GQG PARTNERS INC CDI,"1,072,830","1,285,093","2,027,668"
