0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
JINKOSOLAR HOLDING CO ADR,"61,835","1,744,813","1,281,235"
JINS HOLDINGS INC,"26,300","976,379","640,088"
JINXIN FERTILITY GROUP LTD,"2,982,500","2,768,711","1,062,019"
JIO FINANCIAL SERVICES LTD,"4,596,297","11,575,450","19,741,629"
JIUGUI LIQUOR CO LTD A,"11,800","130,737","70,906"
JIUMAOJIU INTERNATIONAL HOLD,"1,223,000","2,392,884","634,423"
JIZHONG ENERGY RESOURCES A,"8,958,124","9,317,886","8,220,884"
JK CEMENT LTD,"70,987","2,640,356","3,736,327"
JK LAKSHMI CEMENT LTD,"90,543","814,086","959,817"
JK TYRE + INDUSTRIES LTD,"178,912","931,909","922,050"
JM AB,"111,235","2,481,939","2,080,763"
JMDC INC,"41,600","1,188,942","858,844"
JMT NETWORK SERVICES FOREIGN,"873,912","1,079,696","316,725"
JMT NETWORK SERVICES NVDR,"74,400","33,852","26,968"
JNBY DESIGN LTD,"547,500","955,024","1,067,321"
JOHN WOOD GROUP PLC,"1,233,291","3,321,610","3,216,026"
JOHNS LYNG GROUP LTD,"323,546","1,489,279","1,231,658"
JOHNSON ELECTRIC HOLDINGS,"624,075","1,098,421","940,025"
JOHNSON HEALTH TECH CO LTD,"11,000","26,319","30,110"
JOHNSON MATTHEY PLC,"335,053","10,030,414","6,639,528"
JOINCARE PHARMACEUTICAL GR A,"98,100","166,945","150,089"
JOINN LABORATORIES CHINA C A,"37,368","111,351","67,921"
JOINN LABORATORIES CHINA C H,"149,815","709,188","143,917"
JOINTOWN PHARMACEUTICAL A,"285,301","226,855","190,701"
JONJEE HIGH TECH INDUSTRIA A,"27,673","114,833","86,005"
JOSHIN DENKI CO LTD,"35,500","691,652","584,607"
JOYFUL HONDA CO LTD,"87,900","996,311","1,219,652"
JOYY INC ADR,"51,620","2,507,273","1,553,247"
JSE LTD,"38,255","186,314","227,833"
JSW ENERGY LTD,"739,274","4,334,193","6,511,799"
JSW STEEL LTD,"1,617,381","10,506,965","18,067,341"
JTEKT CORP,"967,200","9,389,455","6,731,199"
JUBILANT FOODWORKS LTD,"426,893","2,051,286","2,883,587"
JUBILANT INGREVIA LTD,"115,214","989,019","716,887"
JUBILANT PHARMOVA LTD,"115,760","786,159","1,026,980"
JUDO CAPITAL HOLDINGS LTD,"869,236","715,434","731,455"
JULIUS BAER GROUP LTD,"351,892","16,876,481","19,658,416"
JUMBO INTERACTIVE LTD,"95,688","1,326,907","1,104,926"
JUNEYAO AIRLINES CO LTD A,"78,400","152,670","118,017"
JUPITER WAGONS LTD,"110,334","523,483","911,980"
JUROKU FINANCIAL GROUP INC,"69,400","1,710,227","2,055,770"
JUST EAT TAKEAWAY,"326,939","4,616,292","3,936,719"
