0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
TURVO INTERNATIONAL CO LTD,"1,000","3,861","4,423"
TUYA INC,"398,443","1,448,745","681,347"
TVS MOTOR CO LTD,"376,760","5,145,771","10,685,295"
TXC CORP,"459,000","1,093,117","1,627,095"
TYC BROTHER INDUSTRIAL CO,"83,000","157,159","183,185"
TYNTEK CORPORATION,"64,000","36,217","38,469"
U MING MARINE TRANSPORT CORP,"869,000","1,292,665","1,494,698"
UACJ CORP,"57,400","1,446,429","1,372,030"
UBE CORP,"180,021","3,659,322","3,169,896"
UBISOFT ENTERTAINMENT,"174,393","3,709,599","3,820,375"
UBRIGHT OPTRONICS CORP,"48,000","89,994","93,214"
UBS GROUP AG REG,"9,802,074","283,717,866","288,610,105"
UCB SA,"581,475","51,279,001","86,437,300"
UCHI TECHNOLOGIES BHD,"426,800","358,619","360,077"
UCHIDA YOKO CO LTD,"16,100","654,632","837,728"
ULTRAPAR PARTICIPACOES SA,"1,899,230","6,811,861","7,386,008"
ULTRATECH CEMENT LTD,"173,147","13,566,757","24,227,638"
ULVAC INC,"198,200","11,730,636","12,949,658"
UMICORE,"365,290","9,958,929","5,492,892"
UMM AL QURA CEMENT CO,"35,857","158,876","160,380"
UNI PRESIDENT CHINA HOLDINGS,"2,719,000","2,292,955","2,483,103"
UNI PRESIDENT ENTERPRISES CO,"23,205,010","54,835,803","58,153,058"
UNICHARM CORP,"1,851,740","57,043,989","59,479,924"
UNICREDIT SPA,"4,713,852","82,564,356","174,828,801"
UNID CO LTD,"8,340","487,737","614,973"
UNIGROUP GUOXIN MICROELECT A,"37,434","426,636","269,699"
UNILEVER INDONESIA TBK PT,"8,955,900","3,830,127","1,652,004"
UNILEVER PLC,"5,446,773","270,341,075","299,164,666"
UNIMICRON TECHNOLOGY CORP,"2,041,034","6,663,048","11,324,575"
UNION AUCTION PCL FOREIGN,"72,300","18,567","19,209"
UNION BANK OF INDIA,"4,212,483","5,788,115","6,905,185"
UNION BANK OF TAIWAN,"13,000","6,441","6,552"
UNIPAR CARBOCLORO SA  PREF B,"91,088","1,261,546","800,113"
UNIPOL GRUPPO SPA,"1,005,428","5,701,059","9,999,941"
UNIPRO PJSC,"20,540,000",0,0
UNISEM (M) BERHAD,"268,600","208,627","236,858"
UNISPLENDOUR CORP LTD A,"58,809","192,198","180,033"
UNITED BREWERIES LTD,"99,672","1,915,322","2,374,005"
UNITED CO RUSAL INTERNATIONA,"5,249,931",0,0
UNITED DEVELOPMENT CO,"2,746,914","830,366","841,954"
UNITED ELECTRONICS CO,"65,035","1,755,703","1,638,183"
UNITED ENERGY GROUP LTD,"17,006,000","2,415,079","664,414"
