0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
RWE AG,"17,555","690,135","601,126"
S F HOLDING CO LTD A,"10,900","66,829","53,540"
S OIL CORP,"1,675","96,808","80,921"
SAAB AB B,"8,904","132,079","214,398"
SABIC AGRI NUTRIENTS CO,"8,347","306,643","250,971"
SAFRAN SA,"9,448","1,501,269","1,998,852"
SAGAX AB B,"43,871","931,920","1,123,474"
SAGE GROUP PLC/THE,"30,452","386,272","419,011"
SAHARA INTERNATIONAL PETROCH,"9,838","95,731","76,573"
SAIC MOTOR CORP LTD A,"16,800","34,095","32,046"
SAILUN GROUP CO LTD A,"3,900","6,794","7,514"
SAINSBURY (J) PLC,"61,378","203,176","197,849"
SAL SAUDI LOGISTICS SERVICES,922,"62,631","74,171"
SALMAR ASA,"2,033","98,779","107,307"
SAMHALLSBYGGNADSBOLAGET I NO,"197,828","65,701","100,743"
SAMPO OYJ A SHS,"12,913","516,759","554,965"
SAMSUNG BIOLOGICS CO LTD,655,"362,316","345,939"
SAMSUNG C+T CORP,"2,934","235,285","302,672"
SAMSUNG E+A CO LTD,"5,838","144,793","102,425"
SAMSUNG ELECTRO MECHANICS CO,"2,109","229,644","242,079"
SAMSUNG ELECTRONICS CO LTD,"172,274","9,192,376","10,200,023"
SAMSUNG ELECTRONICS PREF,"29,293","1,277,209","1,353,458"
SAMSUNG FIRE + MARINE INS,"1,105","205,274","312,274"
SAMSUNG HEAVY INDUSTRIES,"23,712","148,094","161,066"
SAMSUNG LIFE INSURANCE CO LT,"3,149","161,811","202,460"
SAMSUNG SDI CO LTD PFD,"2,004","898,427","515,377"
SAMSUNG SDS CO LTD,"1,606","174,347","173,259"
SAMVARDHANA MOTHERSON INTERN,"96,703","122,906","220,699"
SANAN OPTOELECTRONICS CO L A,"9,600","20,758","15,485"
SANDOZ GROUP AG,"11,872","311,041","429,908"
SANDS CHINA LTD,"68,400","226,330","142,628"
SANDVIK AB,"29,018","552,738","581,993"
SANGFOR TECHNOLOGIES INC A,"1,000","14,596","6,954"
SANLAM LTD,"67,517","243,880","299,205"
SANOFI,"32,068","3,384,401","3,091,138"
SANTANDER BANK POLSKA SA,"1,225","105,498","164,916"
SANTOS LTD,"95,170","476,256","486,864"
SANY HEAVY INDUSTRY CO LTD A,"17,200","39,993","39,058"
SAP SE,"29,311","4,132,150","5,953,596"
SAPUTO INC,"8,629","181,809","193,724"
SARTORIUS AG VORZUG,698,"271,590","163,830"
SARTORIUS STEDIM BIOTECH,755,"209,804","124,046"
