0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
OSHKOSH CORP,"132,549","9,471,256","14,341,832"
OTIS WORLDWIDE CORP,"697,178","41,808,661","67,110,392"
OVINTIV INC,"432,916","9,612,179","20,290,773"
OWENS CORNING,"185,479","13,942,562","32,221,419"
P G + E CORP,"6,550,148","105,090,876","114,366,026"
PACCAR INC,"1,174,137","61,786,643","120,866,052"
PACIFIC MULTIFAMILY INVESTORS,"2,547,430,308","2,547,430,308","2,581,484,356"
PACKAGING CORP OF AMERICA,"168,995","16,758,522","30,851,727"
PAGERDUTY INC,"153,638","4,263,045","3,522,925"
PALANTIR TECHNOLOGIES INC A,"3,355,177","73,235,135","84,986,663"
PALO ALTO NETWORKS INC,"561,839","64,650,042","190,469,097"
PAPA JOHN S INTL INC,"56,657","3,657,095","2,661,749"
PARADE TECHNOLOGIES LTD,"101,000","3,398,879","2,608,968"
PARAGON OFFSHORE PLC,"193,566",0,0
PARKER HANNIFIN CORP,"244,395","49,466,807","123,617,448"
PAYCHEX INC,"1,553,490","119,275,486","184,181,774"
PAYCOM SOFTWARE INC,"86,430","20,011,970","12,362,953"
PAYLOCITY HOLDING CORP,"74,090","9,250,529","9,768,770"
PAYPAL HOLDINGS INC,"1,799,847","147,971,367","104,445,233"
PBF ENERGY INC CLASS A,"203,573","8,561,537","9,368,433"
PDL BIOPHARMA INC,"252,971",0,0
PENN ENTERTAINMENT INC,"266,027","8,706,458","5,148,959"
PENSKE AUTOMOTIVE GROUP INC,"37,365","5,623,220","5,568,133"
PENUMBRA INC,"51,779","8,163,013","9,318,667"
PEPSICO INC,"8,877,301","1,204,545,883","1,464,133,254"
PERFORMANCE FOOD GROUP CO,"294,768","13,284,318","19,487,127"
PERMIAN RESOURCES CORP,"1,141,563","18,534,620","18,436,247"
PFIZER INC,"16,751,684","624,675,350","468,712,118"
PHILLIPS 66,"884,175","77,416,531","124,818,985"
PINNACLE FINANCIAL PARTNERS,"141,506","6,810,391","11,326,145"
PINNACLE WEST CAPITAL,"569,931","44,955,963","43,531,330"
PINTEREST INC  CLASS A,"1,048,322","41,007,617","46,199,559"
PLANET FITNESS INC   CL A,"109,116","7,055,041","8,029,855"
PLUG POWER INC,"774,830","12,475,390","1,805,380"
PLUS THERAPEUTICS INC,115,0,0
PNC FINANCIAL SERVICES GROUP,"852,134","106,471,113","132,489,802"
PNM RESOURCES INC,"480,991","22,188,878","17,777,427"
POLARIS INC,"105,922","9,407,154","8,294,791"
POOL CORP,"70,457","13,414,913","21,653,552"
PORTLAND GENERAL ELECTRIC CO,"455,419","21,426,805","19,692,318"
POST HOLDINGS INC,"255,685","20,232,585","26,632,150"
POWER INTEGRATIONS INC,"106,357","4,987,875","7,465,242"
