0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
AVIC INDUSTRY FINANCE HOLD A,"15,100","7,625","4,614"
AVICHINA INDUSTRY + TECH H,"78,000","35,521","35,067"
AVIVA PLC,"78,665","366,893","473,933"
AVOLTA AG,"2,631","114,182","102,183"
AXA SA,"50,348","1,518,643","1,649,572"
AXIATA GROUP BERHAD,"90,500","47,361","50,070"
AXIS BANK LTD,"80,484","1,088,331","1,221,195"
AYALA CORPORATION,"9,810","108,388","97,415"
AYALA LAND INC,"221,300","112,054","107,612"
AZRIELI GROUP LTD,"8,190","449,238","480,460"
B3 SA BRASIL BOLSA BALCAO,"208,825","538,172","384,983"
BACHEM HOLDING AG,910,"81,155","83,496"
BAE SYSTEMS PLC,"88,104","1,145,870","1,470,113"
BAIC BLUEPARK NEW ENERGY   A,"6,400","4,484","7,117"
BAIDU INC CLASS A,"82,400","1,474,699","899,736"
BAJAJ AUTO LTD,"2,619","203,281","298,424"
BAJAJ FINANCE LTD,"10,040","905,797","856,725"
BAJAJ FINSERV LTD,"14,670","306,135","279,396"
BAJAJ HOLDINGS AND INVESTMEN,943,"90,835","96,533"
BALKRISHNA INDUSTRIES LTD,"2,686","83,302","104,010"
BALOISE HOLDING AG   REG,"1,321","207,347","232,564"
BANCO BILBAO VIZCAYA ARGENTA,"164,088","1,280,815","1,644,656"
BANCO BPM SPA,"37,511","212,560","241,777"
BANCO BRADESCO S.A.,"57,791","150,041","116,426"
BANCO BRADESCO SA PREF,"186,998","555,812","416,789"
BANCO BTG PACTUAL SA UNIT,"41,479","262,276","230,827"
BANCO DE CHILE,"1,642,576","169,371","182,734"
BANCO DE CREDITO E INVERSION,"2,606","70,108","73,106"
BANCO DE SABADELL SA,"152,650","321,938","294,567"
BANCO DEL BAJIO SA,"28,761","88,443","87,311"
BANCO DO BRASIL S.A.,"60,996","288,712","293,315"
BANCO SANTANDER CHILE,"2,370,057","108,845","110,980"
BANCO SANTANDER SA,"443,524","1,679,228","2,058,490"
BANCOLOMBIA SA,"8,360","57,674","71,211"
BANCOLOMBIA SA PREF,"17,515","111,938","144,037"
BANDAI NAMCO HOLDINGS INC,"17,300","393,787","337,697"
BANDHAN BANK LTD,"25,581","78,375","62,514"
BANK AL JAZIRA,"15,878","59,737","69,833"
BANK ALBILAD,"22,117","202,196","192,188"
BANK CENTRAL ASIA TBK PT,"1,986,900","1,199,601","1,204,274"
BANK HAPOALIM BM,"34,626","287,035","306,167"
BANK LEUMI LE ISRAEL,"41,416","322,013","337,511"
