0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
PPG INDUSTRIES INC,"438,429","42,741,770","55,193,874"
PPL CORP,"3,526,929","95,654,807","97,519,587"
PREMIER INC CLASS A,"522,208","16,350,791","9,749,623"
PRIMERICA INC,"74,199","7,981,872","17,554,002"
PRINCIPAL FINANCIAL GROUP,"413,609","21,944,110","32,447,643"
PROCORE TECHNOLOGIES INC,"154,954","9,441,714","10,275,004"
PROCTER + GAMBLE CO/THE,"9,144,800","1,039,078,523","1,508,160,416"
PROGRESSIVE CORP,"2,599,170","237,960,322","539,873,601"
PROSPERITY BANCSHARES INC,"156,176","10,103,263","9,548,605"
PRUDENTIAL FINANCIAL INC,"739,522","63,049,951","86,664,656"
PTC INC,"573,927","67,428,048","104,265,318"
PUBLIC SERVICE ENTERPRISE GP,"2,434,837","131,280,509","179,447,487"
PULTEGROUP INC,"867,140","45,318,535","95,472,153"
PURE STORAGE INC   CLASS A,"494,991","11,797,545","31,783,393"
PVH CORP,"121,493","11,360,711","12,862,472"
Q2 HOLDINGS INC,"105,022","6,592,311","6,335,978"
QORVO INC,"179,950","14,032,456","20,881,422"
QUAKER CHEMICAL CORPORATION,"33,212","4,259,685","5,636,077"
QUALCOMM INC,"3,582,968","402,401,841","713,655,644"
QUALYS INC,"188,564","29,924,231","26,889,226"
QUANTA SERVICES INC,"251,278","16,688,424","63,847,231"
QUANTUMSCAPE CORP,"446,606","7,820,315","2,197,302"
QUEST DIAGNOSTICS INC,"571,298","57,204,895","78,199,270"
QUICKSILVER RESOURCES INC,"232,000",0,0
QUIDELORTHO CORP,"95,413","7,729,660","3,169,623"
RADIAN GROUP INC,"321,457","6,702,584","9,997,341"
RALPH LAUREN CORP,"73,655","7,624,831","12,894,048"
RAMBUS INC,"186,262","9,437,233","10,944,762"
RANGE RESOURCES CORP,"420,705","11,634,630","14,106,328"
RAPID7 INC,"107,306","6,215,923","4,638,842"
RAYMOND JAMES FINANCIAL INC,"374,389","24,277,570","46,278,248"
RB GLOBAL INC,"699,403","37,958,166","53,331,172"
RBC BEARINGS INC,"52,315","7,225,088","14,113,543"
REGAL REXNORD CORP,"118,249","9,971,051","15,989,633"
REGENERON PHARMACEUTICALS,"376,929","209,974,377","396,163,702"
REGIONS FINANCIAL CORP,"1,891,609","30,028,667","37,907,852"
REINSURANCE GROUP OF AMERICA,"314,769","48,737,881","64,612,639"
RELIANCE INC,"136,823","16,407,211","39,076,693"
RELIANCE WORLDWIDE CORP LTD,"1,430,269","4,161,426","4,317,548"
REPLIGEN CORP,"93,718","9,406,164","11,814,096"
REPUBLIC SERVICES INC,"977,181","83,445,849","189,905,356"
RESIDEO TECHNOLOGIES INC,"254,371","4,491,613","4,975,502"
