0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
MEGA FIRST CORP BHD,"142,000","118,822","141,774"
MEGA OR HOLDINGS LTD,"31,504","820,202","753,982"
MEGACABLE HOLDINGS CPO,"563,130","1,909,738","1,416,031"
MEGACHIPS CORP,"26,000","543,728","659,456"
MEGAPORT LTD,"271,743","2,176,862","2,036,246"
MEGASTUDYEDU CO LTD,"30,490","1,398,222","1,247,066"
MEGMILK SNOW BRAND CO LTD,"70,600","1,317,398","1,141,562"
MEIDENSHA CORP,"110,300","2,077,760","2,502,779"
MEIHUA HOLDINGS GROUP CO  A,"889,405","1,311,462","1,220,658"
MEIJI HOLDINGS CO LTD,"1,198,014","38,307,532","25,835,575"
MEIKO ELECTRONICS CO LTD,"32,200","1,008,039","1,435,248"
MEINIAN ONEHEALTH HEALTHCA A,"149,259","101,576","77,280"
MEITEC GROUP HOLDINGS INC,"135,900","2,036,205","2,752,484"
MEITU INC,"4,852,000","1,446,845","1,640,690"
MEITUAN CLASS B,"9,204,465","148,629,446","130,980,924"
MELCO INTERNATIONAL DEVELOP.,"1,316,000","1,667,984","884,972"
MELEXIS NV,"37,974","2,271,422","3,272,243"
MELISRON,"43,023","2,552,227","2,845,968"
MELROSE INDUSTRIES PLC,"2,311,389","13,893,344","16,172,919"
MENICON CO LTD,"87,000","2,778,003","714,456"
MERAFE RESOURCES LTD,"8,788",726,712
MERCADOLIBRE INC,"123,457","114,171,879","202,889,245"
MERCARI INC,"170,200","2,822,461","2,113,485"
MERCEDES BENZ GROUP AG,"1,699,611","108,739,001","117,619,364"
MERCK KGAA,"287,892","39,258,624","47,747,863"
MERCURIES + ASSOCIATES HOLDI,"137,000","70,621","70,102"
MERCURY NZ LTD,"1,145,207","3,621,547","4,581,266"
MERDEKA COPPER GOLD TBK PT,"18,011,000","4,199,386","2,617,825"
MERIDA INDUSTRY CO LTD,"397,742","2,527,432","2,654,593"
MERIDIAN ENERGY LTD,"2,125,527","6,146,908","8,146,744"
MERITZ FINANCIAL GROUP INC,"174,342","6,639,531","10,018,521"
MERLIN PROPERTY GROUP LIMITED,3,"72,035",0
MERRY ELECTRONICS CO LTD,"536,406","2,057,165","2,281,774"
MESAIEED PETROCHEMICAL HOLDI,"20,091,463","11,253,421","9,082,820"
METAIR INVESTMENTS LTD,"7,228","4,503","4,354"
METALLURGICAL CORP OF CHIN A,"6,421,561","3,265,525","2,726,651"
METALLURGICAL CORP OF CHIN H,"4,752,425","1,168,719","973,950"
METALURGICA GERDAU SA PREF,"1,911,200","4,171,715","3,664,525"
METCASH LTD,"1,686,949","4,389,217","3,988,299"
METRO INC/CN,"1,064,578","41,247,709","58,964,714"
METRODATA ELECTRONIC PT,"424,200","14,691","14,896"
METROPOLIS HEALTHCARE LTD,"36,773","875,182","872,303"
