0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
GUJARAT FLUOROCHEMICALS LTD,"62,090","2,639,924","2,377,045"
GUJARAT GAS LTD,"314,718","1,712,976","2,372,005"
GUJARAT NARMADA VALLEY FERT,"127,758","1,188,897","1,088,592"
GUJARAT PIAVAV PORT FOREIGN,"404,053","978,956","1,013,725"
GUJARAT STATE FERT + CHEM F,"333,903","856,319","970,631"
GUJARAT STATE PETRONET LTD,"509,684","1,634,068","1,813,496"
GULF ENERGY DEVELOPM FOREIGN,"3,342,730","3,268,290","3,689,095"
GULF ENERGY DEVELOPMENT NVDR,"8,964,300","11,636,475","9,893,158"
GULF INSURANCE GROUP,"57,909","567,617","475,423"
GULF INTERNATIONAL SERVICES,"1,467,120","1,173,168","1,321,657"
GUNGHO ONLINE ENTERTAINMENT,"62,300","951,236","1,050,146"
GUNKUL ENGINEERING   FORGN,"6,437,700","774,406","445,582"
GUNKUL ENGINEERING PCL  NVDR,"1,045,200","71,864","72,344"
GUNMA BANK LTD/THE,"2,072,600","8,815,734","13,232,377"
GUNZE LTD,"25,300","863,275","905,931"
GUOLIAN SECURITIES CO LTD A,"89,000","144,140","117,516"
GUOSEN SECURITIES CO LTD A,"232,070","290,005","276,240"
GUOTAI JUNAN SECURITIES CO A,"312,543","625,140","580,068"
GUOTAI JUNAN SECURITIES CO H,"1,123,031","1,594,024","1,114,784"
GUOYUAN SECURITIES CO LTD A,"187,041","176,279","155,254"
GUSHENGTANG HOLDINGS LTD,"226,100","1,116,793","1,085,996"
GWA GROUP LTD,"436,085","828,154","698,976"
H I S CO LTD,"77,600","1,219,547","784,881"
H LUNDBECK A/S,"439,422","2,414,287","2,454,078"
H WORLD GROUP LTD,"3,367,480","13,112,149","11,214,307"
H.U. GROUP HOLDINGS INC,"98,500","1,730,653","1,438,375"
H2O RETAILING CORP,"171,600","1,578,632","2,541,054"
HAAD THIP PUB CO FOREIGN,"4,500","2,101","1,974"
HACHIJUNI BANK LTD/THE,"2,277,176","10,543,785","14,856,995"
HAESUNG DS CO LTD,"18,136","679,181","601,459"
HAFNIA LTD,"477,868","3,631,340","4,025,805"
HAICHANG OCEAN PARK HOLDINGS,"4,870,861","1,045,426","436,718"
HAIDILAO INTERNATIONAL HOLDI,"3,146,000","10,307,098","5,657,435"
HAIER SMART HOME CO LTD A,"843,005","3,345,693","3,276,989"
HAIER SMART HOME CO LTD H,"5,282,242","15,055,116","17,658,815"
HAINAN DRINDA NEW ENERGY T A,"13,500","111,804","70,969"
HAINAN MEILAN INTERNATIONA H,"334,364","1,216,878","329,339"
HAITIAN INTERNATIONAL HLDGS,"982,056","2,500,795","2,792,721"
HAITONG SECURITIES CO LTD A,"407,996","509,422","478,372"
HAITONG SECURITIES CO LTD H,"5,505,600","4,947,161","2,559,846"
HAKUHODO DY HOLDINGS INC,"360,000","3,726,170","2,629,642"
HALEON PLC,"30,595,491","121,371,635","124,767,948"
