0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
SITEMINDER LTD,"361,970","934,185","1,230,466"
SITRONIX TECHNOLOGY CORP,"191,000","1,197,868","1,521,924"
SIXT SE,"22,663","2,831,891","1,609,173"
SJM HOLDINGS LTD,"4,071,749","3,185,457","1,382,040"
SJVN LTD,"1,050,624","1,656,409","1,658,452"
SK BIOPHARMACEUTICALS CO LTD,"37,299","4,314,500","2,100,040"
SK BIOSCIENCE CO LTD,"37,359","5,531,047","1,427,597"
SK CHEMICALS CO LTD,"18,161","2,488,034","643,844"
SK DISCOVERY CO LTD,"16,695","551,691","460,243"
SK HYNIX INC,"1,809,750","201,364,991","310,938,209"
SK IE TECHNOLOGY CO LTD,"31,313","2,710,824","1,003,199"
SK INC,"102,137","14,949,434","11,746,116"
SK INNOVATION CO LTD,"95,945","10,644,437","8,092,419"
SK NETWORKS CO LTD,"174,920","866,853","611,885"
SK OCEANPLANT CO LTD,"47,032","726,995","480,401"
SK SQUARE CO LTD,"160,302","8,463,563","11,645,634"
SK TELECOM,"615,929","22,115,434","23,044,202"
SKANDINAVISKA ENSKILDA BAN A,"2,931,945","32,738,325","43,328,140"
SKANSKA AB B SHS,"632,222","11,285,646","11,390,587"
SKC CO LTD,"30,672","1,546,106","3,756,902"
SKF AB B SHARES,"640,433","11,797,717","12,869,042"
SKF INDIA LTD,"35,996","1,856,024","2,791,852"
SKP RESOURCES BHD,"376,400","81,334","91,756"
SKSHU PAINT CO LTD A,"18,396","146,227","91,390"
SKY PERFECT JSAT HOLDINGS,"266,300","1,251,207","1,436,968"
SKYCITY ENTERTAINMENT GROUP,"1,396,281","3,066,929","1,242,203"
SKYLARK HOLDINGS CO LTD,"1,001,800","12,850,743","13,324,326"
SKYWORTH GROUP LTD,"2,713,238","1,115,759","1,070,380"
SLC AGRICOLA SA,"294,320","1,137,987","924,644"
SM ENTERTAINMENT CO LTD,"19,103","1,194,678","1,115,793"
SMARTFREN TELECOM TBK PT,"223,296,300","1,381,271","518,188"
SMARTGROUP CORP LTD,"162,403","921,469","916,495"
SMC CORP,"103,032","28,120,418","48,896,411"
SMI HOLDINGS,"1,325,600",0,0
SMITH + NEPHEW PLC,"1,462,799","22,045,246","18,133,219"
SMITHS GROUP PLC,"602,924","12,177,104","12,995,324"
SMS CO LTD,"82,400","1,324,245","1,046,012"
SMURFIT KAPPA GROUP PLC,"454,638","15,929,582","20,287,548"
SNAM SPA,"10,793,154","55,435,795","47,785,623"
SOBHA LIMITED,"8,552",0,"30,183"
SOBHA LTD,"68,544","1,173,723","1,608,354"
SOCIETE BIC SA,"43,342","2,658,434","2,554,870"
