0,1,2,3,4,5
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
WALMART INC,6.20,4/15/2038,"100,000","111,007","111,713"
WALMART INC,6.50,8/15/2037,"200,000","225,207","226,586"
WALMART INC,5.25,9/1/2035,"200,000","205,462","205,542"
WARRIOR MET COAL INC,7.88,12/1/2028,"387,000","391,484","393,935"
WASHINGTON GAS LIGHT CO,3.65,9/15/2049,"173,000","122,086","126,563"
WASHINGTON GAS LIGHT CO,3.80,9/15/2046,"64,000","46,671","48,367"
WASTE CONNECTIONS INC,2.95,1/15/2052,"299,000","187,833","191,213"
WASTE CONNECTIONS INC,3.05,4/1/2050,"173,000","115,684","114,792"
WASTE MANAGEMENT INC,2.95,6/1/2041,"957,000","691,316","692,466"
WEATHERFORD INTERNATIONA,8.63,4/30/2030,"1,247,000","1,268,672","1,293,725"
WELLS FARGO + COMPANY,1.00,4/25/2053,"5,398,000","4,689,275","4,618,313"
WELLS FARGO + COMPANY,1.00,4/4/2051,"693,000","608,577","631,780"
WELLS FARGO + COMPANY,4.75,12/7/2046,"425,000","347,019","359,814"
WELLS FARGO + COMPANY,4.40,6/14/2046,"313,000","244,914","252,660"
WELLS FARGO + COMPANY,4.90,11/17/2045,"177,000","149,511","154,073"
WELLS FARGO + COMPANY,3.90,5/1/2045,"117,000","90,287","92,345"
WELLS FARGO + COMPANY,4.65,11/4/2044,"164,000","133,709","138,537"
WELLS FARGO + COMPANY,5.61,1/15/2044,"217,000","199,955","208,344"
WELLS FARGO + COMPANY,5.38,11/2/2043,"184,000","166,114","172,467"
WELLS FARGO + COMPANY,1.00,4/30/2041,"2,808,000","2,099,863","2,059,612"
WELLS FARGO + COMPANY,1.00,10/23/2034,"1,865,000","1,865,000","1,989,377"
WELLS FARGO + COMPANY,1.00,7/25/2033,"563,000","526,663","541,972"
WELLS FARGO BANK NA,6.60,1/15/2038,"250,000","259,321","274,243"
WELLTOWER OP LLC,6.50,3/15/2041,"400,000","430,796","431,548"
WESTERN MIDSTREAM OPERAT,5.25,2/1/2050,"1,400,000","1,114,870","1,218,196"
WESTERN MIDSTREAM OPERAT,5.30,3/1/2048,"96,000","77,429","82,431"
WESTERN MIDSTREAM OPERAT,5.45,4/1/2044,"579,000","480,579","518,373"
WESTLAKE CORP,3.38,8/15/2061,"500,000","289,776","302,815"
WESTLAKE CORP,4.38,11/15/2047,"45,000","34,225","36,398"
WESTLAKE CORP,5.00,8/15/2046,"69,000","57,376","60,402"
WESTPAC BANKING CORP,2.96,11/16/2040,"457,000","297,713","318,182"
WILLIS NORTH AMERICA INC,5.90,3/5/2054,"2,940,000","2,937,938","2,853,593"
WINDSOR HOLDINGS III LLC,8.50,6/15/2030,"173,000","173,254","180,730"
WISCONSIN ELECTRIC POWER,4.30,10/15/2048,"158,000","129,666","130,157"
WISCONSIN ELECTRIC POWER,5.70,12/1/2036,"15,000","14,849","15,650"
WISCONSIN POWER + LIGHT,3.65,4/1/2050,"173,000","122,915","123,737"
WISCONSIN POWER + LIGHT,6.38,8/15/2037,"13,000","13,466","13,624"
WISCONSIN PUBLIC SERVICE,3.30,9/1/2049,"246,000","168,507","169,974"
WISCONSIN PUBLIC SERVICE,4.75,11/1/2044,"44,000","37,806","39,617"
WISCONSIN PUBLIC SERVICE,3.67,12/1/2042,"21,000","15,569","16,474"
WORLD ACCEPTANCE CORP,7.00,11/1/2026,"416,000","388,015","396,506"
WR GRACE HOLDING LLC,7.38,3/1/2031,"87,000","86,179","88,101"
WW GRAINGER INC,4.20,5/15/2047,"45,000","38,121","37,287"
WW GRAINGER INC,3.75,5/15/2046,"36,000","28,244","27,987"
WW GRAINGER INC,4.60,6/15/2045,"2,300,000","2,065,145","2,059,420"
WYETH LLC,6.00,2/15/2036,"51,000","53,587","54,208"
WYNN MACAU LTD,5.63,8/26/2028,"1,200,000","1,080,341","1,124,700"
WYNN MACAU LTD,5.50,1/15/2026,"1,100,000","1,056,599","1,078,209"
WYNN RESORTS FINANCE LLC,7.13,2/15/2031,"109,000","106,637","113,018"
XCEL ENERGY INC,3.50,12/1/2049,"225,000","153,976","152,561"
XCEL ENERGY INC,6.50,7/1/2036,"30,000","31,048","31,233"
XEROX HOLDINGS CORP,8.88,11/30/2029,"1,134,000","1,086,860","1,081,621"
XEROX HOLDINGS CORP,5.50,8/15/2028,"860,000","773,528","740,314"
