0,1,2,3,4
Rate,Maturity Date,Par Value,Book Value,Market Value
5.20,4/1/2045,"3,170,000","2,735,161","2,781,517"
6.25,10/2/2043,"600,000","541,426","597,582"
5.15,4/1/2038,"300,000","259,259","275,865"
5.00,4/1/2035,"200,000","177,009","187,090"
5.95,4/4/2034,"1,125,000","1,126,283","1,125,731"
3.10,1/12/2032,"448,000","378,891","376,436"
5.60,6/18/2031,"915,000","913,698","909,007"
5.55,7/15/2029,"390,000","391,129","390,101"
3.30,2/15/2026,"649,000","609,376","619,574"
4.13,9/15/2048,"277,000","230,148","235,292"
5.22,12/31/2099,"87,000","75,570","80,038"
5.12,4/1/2053,"73,000","68,677","71,955"
2.94,4/1/2050,"199,000","130,269","133,517"
4.32,4/1/2049,"87,000","73,325","75,310"
5.13,5/15/2052,"784,000","684,209","730,139"
3.70,1/30/2050,"87,000","63,470","64,144"
4.30,3/15/2043,"44,000","35,757","36,588"
4.30,3/15/2042,"539,000","427,689","457,805"
4.75,9/1/2040,"65,000","57,031","58,572"
4.00,6/17/2028,"370,000","331,316","325,465"
3.50,9/1/2028,"855,000","765,928","788,336"
8.00,6/15/2028,"575,000","580,655","605,216"
8.00,2/15/2027,"215,000","216,791","222,293"
2.80,10/1/2050,"3,016,000","1,973,460","1,889,222"
2.60,10/1/2040,"5,965,000","4,148,275","4,102,548"
6.00,11/15/2041,"233,000","232,772","228,333"
5.89,4/4/2054,"325,000","318,008","312,608"
3.38,9/23/2051,"212,000","147,022","137,806"
5.63,4/4/2034,"75,000","74,305","73,857"
6.50,10/6/2033,"538,000","573,596","562,000"
2.63,9/23/2031,"1,023,000","860,598","842,031"
5.37,4/4/2029,"2,505,000","2,505,000","2,492,325"
8.25,1/15/2032,"1,279,000","1,308,976","1,313,213"
6.88,1/15/2029,"110,000","104,990","109,116"
5.95,8/15/2052,"603,000","607,833","581,117"
6.75,12/1/2033,"1,971,000","2,089,843","2,065,056"
3.25,1/15/2032,"4,237,000","3,575,045","3,555,818"
4.00,1/15/2030,"106,000","96,444","96,921"
5.30,1/15/2029,"2,037,000","1,994,890","2,006,160"
3.50,3/1/2029,"78,000","68,556","70,441"
7.63,7/1/2029,"722,000","722,403","736,223"
9.25,12/1/2028,"1,055,000","1,105,387","1,119,745"
4.80,7/8/2044,"2,021,000","1,843,912","1,823,609"
1.00,2/24/2043,"3,847,000","3,006,363","2,901,984"
1.00,4/22/2042,"200,000","142,977","148,162"
6.25,2/1/2041,"447,000","460,499","474,794"
1.00,4/23/2039,"542,000","463,541","478,846"
1.00,10/31/2038,"5,789,000","4,959,870","4,924,123"
6.75,10/1/2037,"1,500,000","1,565,579","1,619,655"
6.45,5/1/2036,"101,000","103,223","107,597"
1.00,4/25/2035,"2,182,000","2,182,000","2,235,503"
1.00,2/24/2033,"207,000","177,459","177,055"
5.25,7/15/2031,"348,000","299,457","316,280"
