0,1,2,3,4,5
,,Mortgage-Backed Securities,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
GNMA II POOL MA4195,3.00,1/20/2047,"32,556,707","33,699,788","28,764,595"
GNMA II POOL MA4320,3.00,3/20/2047,"6,665,417","6,990,391","5,889,048"
GNMA II POOL MA4384,4.50,4/20/2047,"106,600","101,164","103,004"
GNMA II POOL MA4512,4.50,6/20/2047,"1,255,566","1,191,539","1,213,209"
GNMA II POOL MA4651,3.00,8/20/2047,"764,092","677,458","674,206"
GNMA II POOL MA4652,3.50,8/20/2047,"22,932,840","20,706,952","20,805,126"
GNMA II POOL MA4721,4.50,9/20/2047,"417,688","396,387","401,991"
GNMA II POOL MA4780,4.50,10/20/2047,"90,622","86,000","87,564"
GNMA II POOL MA4837,3.50,11/20/2047,"34,248,122","30,898,183","31,070,574"
GNMA II POOL MA4963,4.00,1/20/2048,"7,241,258","7,705,749","6,788,907"
GNMA II POOL MA5020,4.00,2/20/2048,"55,953,385","51,568,387","52,458,059"
GNMA II POOL MA5021,4.50,2/20/2048,"10,074","9,560","9,695"
GNMA II POOL MA5137,4.00,4/20/2048,"11,253,083","10,539,148","10,526,456"
GNMA II POOL MA5265,4.50,6/20/2048,"143,329","136,018","137,932"
GNMA II POOL MA5331,4.50,7/20/2048,"264,912","256,874","254,938"
GNMA II POOL MA5399,4.50,8/20/2048,"636,966","604,476","612,983"
GNMA II POOL MA5466,4.00,9/20/2048,"30,066,539","28,018,583","28,125,101"
GNMA II POOL MA5529,4.50,10/20/2048,"319,166","306,403","307,149"
GNMA II POOL MA5530,5.00,10/20/2048,"2,697,627","2,794,471","2,663,927"
GNMA II POOL MA5596,4.50,11/20/2048,"403,596","383,009","388,400"
GNMA II POOL MA5652,4.50,12/20/2048,"24,537,517","26,218,816","23,613,638"
GNMA II POOL MA5653,5.00,12/20/2048,"4,902,282","5,267,166","4,841,042"
GNMA II POOL MA5711,4.50,1/20/2049,"36,917,654","35,080,134","35,527,642"
GNMA II POOL MA5712,5.00,1/20/2049,"1,802,322","1,937,151","1,779,807"
GNMA II POOL MA5764,4.50,2/20/2049,"511,783","485,676","492,513"
GNMA II POOL MA5818,4.50,3/20/2049,"238,545","226,376","229,563"
GNMA II POOL MA5819,5.00,3/20/2049,"8,444,961","9,034,868","8,339,466"
GNMA II POOL MA5932,4.50,5/20/2049,"146,806","139,317","141,279"
GNMA II POOL MA6041,4.50,7/20/2049,"41,204","39,102","39,653"
GNMA II POOL MA6089,3.00,8/20/2049,"50,451,957","52,750,157","44,317,663"
GNMA II POOL MA6221,4.50,10/20/2049,"132,634","125,868","127,640"
GNMA II POOL MA6341,4.50,12/20/2049,"1,964,445","1,864,220","1,890,480"
GNMA II POOL MA6410,3.50,1/20/2050,"95,650,228","85,050,792","86,543,355"
GNMA II POOL MA6411,4.00,1/20/2050,"15,676,290","14,681,403","14,649,224"
GNMA II POOL MA6412,4.50,1/20/2050,"149,250","141,635","143,630"
GNMA II POOL MA6474,3.00,2/20/2050,"25,517,081","24,096,782","22,372,027"
GNMA II POOL MA6477,4.50,2/20/2050,"2,918,503","2,769,597","2,808,616"
GNMA II POOL MA6542,3.50,3/20/2050,"38,638,991","34,347,653","34,960,167"
GNMA II POOL MA6544,4.50,3/20/2050,"1,411,765","1,339,735","1,358,610"
GNMA II POOL MA6602,4.50,4/20/2050,"723,899","686,964","696,719"
GNMA II POOL MA6659,4.50,5/20/2050,"23,048","21,872","22,180"
GNMA II POOL MA6709,2.50,6/20/2050,"23,575,930","20,695,633","19,925,741"
GNMA II POOL MA6710,3.00,6/20/2050,"27,757,258","28,954,242","24,335,823"
GNMA II POOL MA6713,4.50,6/20/2050,"185,743","176,266","178,749"
GNMA II POOL MA6769,4.50,7/20/2050,"2,544,212","2,414,394","2,448,418"
GNMA II POOL MA6819,2.50,8/20/2050,"21,357,961","18,748,047","18,037,989"
GNMA II POOL MA6823,4.50,8/20/2050,"21,507","20,410","20,697"
GNMA II POOL MA6930,2.00,10/20/2050,"490,495,408","388,542,120","397,358,619"
GNMA II POOL MA6932,3.00,10/20/2050,"33,418,001","31,361,990","29,253,292"
