0,1,2,3
,International Real Estate Investment Trusts (REITs),,
Security Name,Shares,Book Value,Market Value
MORI HILLS REIT INVESTMENT C,279,"276,895","228,251"
MORI TRUST REIT INC,453,"229,278","195,438"
NATIONAL STORAGE REIT,"239,571","350,736","367,994"
NEWRIVER REIT PLC,"58,040","58,808","57,227"
NIPPON ACCOMMODATIONS FUND,84,"370,539","333,681"
NIPPON BUILDING FUND INC,322,"1,358,565","1,126,980"
NIPPON PROLOGIS REIT INC,494,"984,674","770,819"
NIPPON REIT INVESTMENT CORP,74,"180,634","151,809"
NOMURA REAL ESTATE MASTER FU,926,"1,078,298","821,461"
NORTHWEST HEALTHCARE PROPERT,"38,966","187,012","132,701"
NSI NV,"3,259","65,454","67,132"
NTT UD REIT INVESTMENT CORP,252,"236,587","182,193"
ONE REIT INC,44,"77,717","70,078"
ORIX JREIT INC,472,"585,682","467,129"
OUE REAL ESTATE INVESTMENT T,"402,100","69,378","77,141"
PARAGON REIT,"193,700","126,331","122,201"
PARKWAYLIFE REAL ESTATE,"69,700","192,128","180,004"
PICTON PROPERTY INCOME LTD,"99,795","84,376","85,404"
PRECINCT PROPERTIES GROUP,"249,897","176,644","169,786"
PRIMARIS REIT,"17,172","173,019","166,531"
PRIMARY HEALTH PROPERTIES,"244,876","285,260","284,010"
PROLOGIS PROPERTY MEXICO SA,"26,807","112,865","87,639"
PROSPERITY REIT,"251,000","46,029","44,366"
PRS REIT PLC/THE,"96,157","86,033","91,286"
REGION RE LTD,"208,623","286,267","292,591"
REGIONAL REIT LTD,"80,763","19,430","15,926"
RESIDENTIAL SECURE INCOME PL,"35,358","26,265","21,588"
RETAIL ESTATES,"2,211","133,422","146,918"
RIOCAN REAL ESTATE INVST TR,"61,304","864,328","753,112"
SAFESTORE HOLDINGS PLC,"38,426","404,208","373,779"
SAMTY RESIDENTIAL INVESTMENT,77,"60,741","50,453"
SANKEI REAL ESTATE INC,81,"51,379","42,801"
SCENTRE GROUP,"1,090,973","1,933,432","2,273,252"
SCHRODER REAL ESTATE INVESTM,"93,959","50,183","52,973"
SEGRO PLC,"281,742","2,616,838","3,198,938"
SEKISUI HOUSE REIT INC,761,"433,719","374,208"
SHAFTESBURY CAPITAL PLC,"257,718","376,336","453,487"
SHINHAN ALPHA REIT CO LTD,"12,123","64,000","55,485"
SHURGARD SELF STORAGE LTD,"5,453","239,540","210,685"
SIRIUS REAL ESTATE LTD,"245,176","274,682","290,711"
SK REITS CO LTD,"30,425","103,026","106,427"
SMARTCENTRES REAL ESTATE INV,"23,442","416,763","376,723"
