0,1,2,3,4
Rate,Maturity Date,Par Value,Book Value,Market Value
4.25,1/15/2025,"1,080,000","1,058,100","1,067,828"
3.40,4/28/2061,"560,000","381,804","369,639"
4.80,4/21/2060,"560,000","489,758","488,841"
4.55,4/21/2050,"690,000","591,252","592,082"
2.48,1/28/2032,"820,000","680,955","679,034"
3.50,4/21/2030,"1,800,000","1,638,816","1,650,492"
3.50,3/18/2025,"1,560,000","1,536,254","1,537,676"
2.11,3/23/2028,"1,320,000","1,191,638","1,187,974"
7.75,2/15/2029,"600,000","574,357","583,752"
4.75,2/15/2028,"600,000","546,149","557,310"
5.34,5/19/2063,"1,184,000","1,156,296","1,117,424"
5.30,5/19/2053,"1,972,000","1,914,185","1,903,296"
5.11,5/19/2043,"2,164,000","2,126,011","2,057,488"
4.75,5/19/2033,"138,000","134,184","134,452"
5.25,7/1/2030,"409,000","366,425","391,053"
5.00,7/1/2028,"1,679,000","1,594,649","1,616,827"
2.86,1/1/2052,"116,000","72,141","73,943"
2.72,1/1/2042,"433,000","286,335","301,636"
5.05,5/15/2052,"115,000","102,425","100,505"
3.35,6/1/2050,"508,000","344,590","332,994"
3.64,11/1/2046,"13,000","9,062","9,350"
4.65,8/1/2043,"21,000","17,709","18,174"
4.90,2/15/2045,"987,000","760,661","836,877"
4.70,6/15/2044,"2,000,000","1,552,727","1,647,800"
4.30,1/31/2043,"14,000","10,389","11,038"
5.15,6/1/2042,"78,000","63,917","69,121"
6.65,1/15/2037,"29,000","28,872","30,454"
6.24,7/3/2036,"1,165,000","1,164,115","1,163,357"
5.07,7/15/2053,"500,000","483,017","488,147"
3.14,2/15/2051,"500,000","359,123","364,287"
5.65,11/1/2040,"1,000,000","1,032,609","1,041,692"
5.88,1/17/2033,"400,000","406,593","410,488"
5.75,1/17/2028,"800,000","801,625","810,712"
5.63,1/17/2026,"600,000","599,211","600,888"
6.50,11/15/2037,"21,000","22,484","23,007"
5.25,5/15/2053,"299,000","279,296","285,034"
3.00,10/1/2049,"121,000","80,961","80,183"
4.15,6/15/2048,"100,000","80,969","80,721"
3.95,6/1/2047,"173,000","137,268","137,104"
4.75,7/15/2043,"33,000","29,337","29,886"
6.25,5/15/2039,"18,000","18,830","19,285"
4.85,2/15/2034,"325,000","324,388","316,092"
5.00,10/1/2029,"349,000","278,361","298,838"
7.38,9/1/2025,"263,000","260,351","263,573"
9.00,8/1/2029,"335,000","335,000","345,486"
3.30,7/15/2056,"59,000","41,935","42,338"
3.75,11/15/2052,"314,000","252,714","252,569"
2.52,10/15/2050,"232,000","148,320","146,424"
3.15,7/15/2046,"57,000","41,971","42,000"
4.88,10/15/2040,"1,021,000","991,097","994,403"
6.25,1/15/2028,"900,000","860,009","885,591"
3.38,8/31/2027,"1,568,000","1,426,828","1,451,654"
5.75,4/15/2026,"1,624,000","1,600,797","1,611,479"
