0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
CATENA AB,"6,509","240,506","324,522"
CATHAY BIOTECH INC A,86,578,537
CATHAY FINANCIAL HOLDING CO,"340,000","493,802","618,344"
CCR SA,"38,697","96,443","81,094"
CD PROJEKT SA,"2,280","83,367","78,806"
CELCOMDIGI BHD,"118,800","111,602","92,673"
CELLNEX TELECOM SA,"13,365","507,429","435,018"
CELLTRION INC,"5,609","614,842","710,242"
CELLTRION PHARM INC,654,"32,002","42,190"
CEMEX SAB CPO,"541,833","416,195","346,989"
CENCOSUD SA,"41,142","85,695","77,365"
CENOVUS ENERGY INC,"39,282","789,336","771,946"
CENTRAIS ELETRICAS BRAS PR B,"11,527","93,553","83,218"
CENTRAIS ELETRICAS BRASILIER,"41,408","291,690","267,259"
CENTRAL JAPAN RAILWAY CO,"21,800","555,472","470,666"
CENTRICA PLC,"148,240","290,530","252,789"
CEZ AS,"5,987","245,554","225,453"
CG POWER AND INDUSTRIAL SOLU,"21,558","119,643","182,185"
CGI INC,"5,848","602,208","583,582"
CGN POWER CO LTD H,"355,000","90,115","156,416"
CGN PWR CO LTD,"53,800","28,762","34,282"
CHAILEASE HOLDING CO LTD,"54,000","303,000","255,506"
CHANDRA ASRI PACIFIC TBK PT,"280,500","158,554","158,022"
CHANG HWA COMMERCIAL BANK,"190,000","103,633","108,056"
CHANGCHUN HIGH TECH INDUST A,800,"15,274","10,104"
CHANGJIANG SECURITIES CO L A,"5,300","4,316","3,523"
CHANGZHOU XINGYU AUTOMOTIV A,300,"6,118","4,626"
CHAOZHOU THREE CIRCLE GROU A,"3,400","14,820","13,659"
CHAROEN POKPHAND INDONESI PT,"254,200","83,679","78,783"
CHARTWELL RETIREMENT RESIDEN,"44,248","340,690","415,527"
CHECK POINT SOFTWARE TECH,"2,510","338,783","414,150"
CHENG SHIN RUBBER IND CO LTD,"63,000","79,948","96,030"
CHIBA BANK LTD/THE,"14,200","106,872","126,411"
CHINA AIRLINES LTD,"102,000","73,700","74,516"
CHINA BAOAN GROUP A,"5,500","8,137","6,510"
CHINA CITIC BANK CORP LTD H,"326,000","148,874","209,194"
CHINA COAL ENERGY CO H,"76,000","55,356","88,777"
CHINA COMMUNICATIONS SERVI H,"94,000","41,848","50,688"
CHINA CONSTRUCTION BANK A,"18,200","15,454","18,536"
CHINA CONSTRUCTION BANK H,"3,474,000","1,906,598","2,567,433"
CHINA CSSC HOLDINGS LTD A,"10,500","41,442","58,829"
CHINA DEVELOPMENT FINANCIAL,"580,000","220,247","269,963"
