0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
KB FINANCIAL GROUP INC,"13,748","558,203","784,031"
KBC GROUP NV,"6,684","432,753","472,080"
KDDI CORP,"42,900","1,270,448","1,134,506"
KEISEI ELECTRIC RAILWAY CO,"3,200","129,021","102,967"
KEPPEL LTD,"38,000","191,172","181,413"
KERING,"1,997","1,003,100","724,487"
KERRY GROUP PLC A,"4,499","404,865","364,770"
KESKO OYJ B SHS,"8,007","153,909","140,651"
KEYENCE CORP,"5,500","2,272,800","2,412,191"
KEYERA CORP,"7,437","184,820","205,933"
KGHM POLSKA MIEDZ SA,"5,136","138,805","192,087"
KIA CORP,"9,441","566,708","886,830"
KIKKOMAN CORP,"19,200","222,094","222,424"
KIMBERLY CLARK DE MEXICO A,"60,533","132,847","104,775"
KINGDEE INTERNATIONAL SFTWR,"97,000","146,501","90,944"
KINGFISHER PLC,"66,122","191,815","207,959"
KINGNET NETWORK CO LTD A,"5,500","10,741","7,229"
KINGSOFT CORP LTD,"31,600","117,665","91,270"
KINGSPAN GROUP PLC,"4,521","367,793","385,208"
KINROSS GOLD CORP,"37,268","202,805","310,215"
KINTETSU GROUP HOLDINGS CO L,"4,600","143,579","100,144"
KIRIN HOLDINGS CO LTD,"28,600","401,130","368,568"
KLABIN SA  UNIT,"35,443","149,803","136,809"
KNORR BREMSE AG,"1,628","108,052","124,405"
KOBE BUSSAN CO LTD,"4,400","109,953","98,033"
KOC HOLDING AS,"26,645","143,178","184,333"
KOITO MANUFACTURING CO LTD,"6,000","97,403","82,768"
KOJAMO OYJ,"28,123","274,130","289,804"
KOMATSU LTD,"26,300","763,036","763,691"
KOMERCNI BANKA AS,"2,974","92,320","99,584"
KONAMI GROUP CORP,"3,100","184,500","223,163"
KONE OYJ B,"9,742","442,004","481,225"
KONGSBERG GRUPPEN ASA,"2,689","135,422","219,716"
KONINKLIJKE AHOLD DELHAIZE N,"26,921","821,288","796,043"
KONINKLIJKE KPN NV,"113,919","399,419","437,092"
KONINKLIJKE PHILIPS NV,"22,994","492,187","581,348"
KOREA AEROSPACE INDUSTRIES,"2,640","98,612","101,649"
KOREA ELECTRIC POWER CORP,"8,994","120,727","127,870"
KOREA INVESTMENT HOLDINGS CO,"1,679","66,123","85,383"
KOREA ZINC CO LTD,346,"139,925","129,452"
KOREAN AIR LINES CO LTD,"7,028","120,694","118,708"
KOTAK MAHINDRA BANK LTD,"40,447","904,612","874,300"
