0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
CHINA VANKE CO LTD  A,"539,900","820,683","512,514"
CHINA VANKE CO LTD H,"3,087,212","6,885,294","1,838,753"
CHINA WATER AFFAIRS GROUP,"2,092,000","1,510,575","1,345,210"
CHINA YANGTZE POWER CO LTD A,"11,374,017","38,745,526","45,054,558"
CHINA YONGDA AUTOMOBILES SER,"2,131,000","1,258,361","469,493"
CHINA ZHENHUA GROUP SCIENC A,"23,200","216,885","131,971"
CHINA ZHESHANG BANK CO LTD A,"430,500","170,170","162,755"
CHINA ZHONGWANG,"3,594,400","947,713",46
CHINASOFT INTERNATIONAL LTD,"3,736,000","2,318,898","1,966,729"
CHINESE GAMER INTERNATIONAL,"9,000","14,207","16,312"
CHINESE MARITIME TRANSPORT,"67,000","99,179","98,100"
CHIPBOND TECHNOLOGY CORP,"1,123,000","2,338,297","2,322,745"
CHIPMOS TECHNOLOGIES INC,"1,241,788","1,498,998","1,642,117"
CHIPMOS TECHNOLOGIES INC ADR,"6,675","188,603","174,284"
CHIYODA CORP,"257,900","674,816","484,186"
CHOCOLADEFABRIKEN LINDT PC,686,"7,901,173","8,008,266"
CHOCOLADEFABRIKEN LINDT REG,671,"52,723,110","77,509,341"
CHOLAMANDALAM FINANCIAL HOLD,"142,268","1,296,075","2,479,863"
CHOLAMANDALAM INVESTMENT AND,"561,843","4,213,083","9,591,322"
CHONG HONG CONSTRUCTION CO,"379,218","1,167,734","1,279,990"
CHONG KUN DANG PHARMACEUTICA,"24,520","1,689,188","1,743,700"
CHONGQING BREWERY CO A,"21,300","232,850","177,095"
CHONGQING CHANGAN AUTOMOB A,"243,308","489,347","447,568"
CHONGQING CHANGAN AUTOMOBI B,"3,351,137","1,281,295","1,575,258"
CHONGQING FULING ZHACAI A,"33,433","70,756","56,097"
CHONGQING RURAL COMMERCIAL H,"4,952,000","2,354,675","2,429,516"
CHONGQING THREE GORGES A,"249,512","294,514","235,813"
CHONGQING ZHIFEI BIOLOGICA A,"94,752","564,900","363,783"
CHOW TAI FOOK JEWELLERY GROU,"3,033,400","4,331,011","3,283,149"
CHROMA ATE INC,"501,921","2,557,345","4,920,161"
CHUBB LTD,"1,433,061","271,778,965","365,545,200"
CHUBU ELECTRIC POWER CO INC,"3,877,800","49,433,603","45,826,792"
CHUDENKO CORP,"40,000","757,293","800,700"
CHUGAI PHARMACEUTICAL CO LTD,"3,518,405","84,460,589","125,023,020"
CHUGIN FINANCIAL GROUP INC,"327,600","3,441,199","3,434,652"
CHUGOKU ELECTRIC POWER CO,"856,000","8,170,656","5,622,065"
CHUGOKU MARINE PAINTS LTD,"73,700","1,032,105","931,903"
CHULARAT HOSPITAL PCL F,"8,382,800","675,325","593,917"
CHUN YUAN STEEL,"73,000","47,587","45,567"
CHUNBO CO LTD,"7,374","935,917","384,622"
CHUNG HSIN ELECTRIC + MACHIN,"1,257,625","4,805,272","7,288,140"
CHUNG HUNG STEEL CORP,"1,263,000","1,561,499","837,037"
