0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
SPAR GROUP LIMITED/THE,"326,942","2,298,589","2,119,902"
SPAREBANK 1 SMN,"201,932","2,197,072","2,866,040"
SPAREBANK 1 SR BANK ASA,"313,068","3,230,109","3,840,058"
SPARK NEW ZEALAND LTD,"7,295,918","19,194,731","18,494,393"
SPECTRIS PLC,"181,322","5,388,925","6,372,610"
SPIC INDUSTRY FINANCE HOLD A,"645,900","465,335","323,798"
SPIE SA,"250,910","6,732,191","9,084,392"
SPIRAX GROUP PLC,"126,769","12,939,237","13,590,640"
SPIRENT COMMUNICATIONS PLC,"920,343","2,386,621","2,129,159"
SPORTON INTERNATIONAL INC,"102,384","636,428","703,782"
SPORTS GEAR CO LTD,"35,000","98,694","98,716"
SPORTS TOTO BHD,"106,300","35,848","34,926"
SPOTIFY TECHNOLOGY SA,"992,054","181,717,533","311,296,638"
SQUARE ENIX HOLDINGS CO LTD,"129,200","4,206,103","3,880,982"
SRF LTD,"216,926","4,355,588","6,337,245"
SRI TRANG AGRO INDS PCL NVDR,"832,500","392,073","490,012"
SRI TRANG AGRO INDUSTRY FOR,"1,395,820","709,303","821,574"
SRI TRANG GLOVES THAILA NVDR,"900,700","218,338","247,893"
SRISAWAD CORP PCL NVDR,"52,830","51,067","49,668"
SRISAWADCORP PCL   FOREIGN,"1,000,200","1,179,200","940,307"
SSAB AB A SHARES,"233,456","1,440,539","1,288,285"
SSAB AB B SHARES,"1,268,953","7,917,698","6,897,088"
SSE PLC,"1,842,876","37,429,083","41,690,439"
SSP GROUP PLC,"1,312,613","5,100,604","2,457,518"
SSY GROUP LTD,"2,280,888","1,389,931","1,232,854"
ST GALLER KANTONALBANK A REG,"5,287","2,541,685","2,544,669"
ST JAMES S PLACE PLC,"695,184","9,453,583","4,802,930"
ST PHARM CO LTD,"15,414","758,507","957,430"
ST SHINE OPTICAL CO LTD,"86,000","806,447","498,377"
STABILUS SE,"40,272","2,442,778","1,845,156"
STADLER RAIL AG,"92,370","3,747,992","2,626,371"
STANDARD BANK GROUP LTD,"2,479,789","26,760,469","28,629,366"
STANDARD CHARTERED PLC,"4,494,890","48,765,846","40,684,560"
STANDARD CHEMICAL + PHARMA,"2,000","4,365","4,574"
STANDARD FOODS CORP,"666,900","1,124,849","878,830"
STANLEY ELECTRIC CO LTD,"196,300","4,122,408","3,502,380"
STANMORE RESOURCES LTD,"491,471","1,069,191","1,161,931"
STANTEC INC,"216,500","9,204,798","18,121,114"
STAR ENTERTAINMENT GRP LTD/T,"4,342,146","6,303,985","1,420,954"
STAR HEALTH + ALLIED INSURAN,"332,500","2,447,618","2,227,600"
STAR PETROLEUM REFINING PCL,"2,436,300","670,223","541,072"
STARHUB LTD,"1,188,640","1,589,078","1,061,252"
