0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
RINGKJOEBING LANDBOBANK A/S,"50,194","5,162,679","8,411,180"
RINNAI CORP,"588,946","13,753,646","13,400,114"
RIO TINTO LTD,"647,842","45,437,706","51,486,700"
RIO TINTO PLC,"2,438,568","142,730,624","160,325,634"
RISEN ENERGY CO LTD A,"120,900","374,305","200,374"
RITEK CORPORATION,"832,000","217,560","291,084"
RIVERSTONE HOLDINGS LTD,"997,300","837,604","713,806"
RIYAD BANK,"5,016,701","35,810,951","34,834,487"
RIYADH CABLES GROUP CO,"144,570","4,095,604","3,884,384"
RIYADH CEMENT CO,"15,234","109,333","103,344"
RIYUE HEAVY INDUSTRY CO LT A,"111,702","356,314","157,133"
ROCHE HOLDING AG BR,"131,699","43,681,698","40,128,184"
ROCHE HOLDING AG GENUSSCHEIN,"2,842,439","825,984,762","789,214,924"
ROCKWOOL A/S B SHS,"16,241","4,727,193","6,596,119"
ROHM CO LTD,"1,491,304","31,989,204","19,932,262"
ROHTO PHARMACEUTICAL CO LTD,"338,600","4,574,423","7,095,778"
ROJANA INDUS PARK PCL NVDR,"2,081,100","407,663","345,928"
ROLLS ROYCE HOLDINGS PLC,"15,732,922","48,616,172","90,860,534"
ROMI SA,"21,100","42,826","39,773"
RONGSHENG PETROCHEMICAL CO A,"235,892","352,046","312,117"
RORZE CORP,"16,800","1,299,149","3,315,933"
ROSHOW TECHNOLOGY CO LTD A,"247,500","283,419","162,721"
ROSNEFT OIL CO PJSC,"2,918,444",0,0
ROSTELECOM PJSC,"15,740",0,0
ROSTELECOM SPONSORED ADR,"315,161",0,0
ROTORK PLC,"1,456,969","4,720,546","6,203,666"
ROUND ONE CORP,"362,700","1,362,882","1,862,430"
ROYAL BANK OF CANADA,"2,594,540","208,753,993","276,168,196"
ROYAL HOLDINGS CO LTD,"74,300","1,316,488","1,174,593"
ROYAL UNIBREW,"84,723","5,753,381","6,721,188"
RS GROUP PLC,"811,676","10,781,194","7,192,846"
RTL GROUP,"71,443","4,077,419","2,174,585"
RUBIS,"172,732","5,083,236","4,861,448"
RUENTEX DEVELOPMENT CO LTD,"2,141,300","3,607,300","2,877,817"
RUENTEX ENGINEERING + CONSTR,"1,000","5,245","5,626"
RUENTEX INDUSTRIES LTD,"924,186","1,863,037","1,942,899"
RUMO SA,"1,860,500","7,806,522","6,940,305"
RUN LONG CONSTRUCTION CO LTD,"1,274,000","4,459,360","4,417,958"
RUSHYDRO PJSC,"236,428,000",0,3
RWE AG,"1,227,438","51,533,254","42,030,481"
RYMAN HEALTHCARE LTD,"996,970","4,862,167","2,162,713"
RYOHIN KEIKAKU CO LTD,"407,000","5,660,813","6,765,697"
