0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
EVERGY INC,"1,069,875","60,537,999","56,671,279"
EVERSOURCE ENERGY,"1,595,973","108,340,175","90,507,629"
EXACT SCIENCES CORP,"370,630","24,613,407","15,659,134"
EXELIXIS INC,"1,464,672","28,584,231","32,911,180"
EXELON CORP,"4,976,901","160,615,678","172,250,544"
EXLSERVICE HOLDINGS INC,"277,361","8,929,428","8,698,050"
EXPEDIA GROUP INC,"267,452","29,361,531","33,696,301"
EXPEDITORS INTL WASH INC,"796,434","71,351,554","99,386,999"
EXPONENT INC,"97,706","4,646,005","9,293,806"
EXXON MOBIL CORP,"8,675,688","638,743,446","998,745,203"
F5 INC,"298,870","44,171,276","51,474,380"
FACTSET RESEARCH SYSTEMS INC,"181,247","67,931,413","73,997,713"
FAIR ISAAC CORP,"46,248","13,446,248","68,847,550"
FASTENAL CO,"2,835,602","132,476,953","178,189,230"
FEDERAL SIGNAL CORP,"56,842","4,550,216","4,755,971"
FEDEX CORP,"407,772","67,690,621","122,266,358"
FERROGLOBE REP + WRNTY INS TRU,"440,900",0,0
FIDELITY NATIONAL FINANCIAL,"522,591","18,749,209","25,826,497"
FIDELITY NATIONAL INFO SERV,"998,274","89,353,110","75,229,952"
FIFTH THIRD BANCORP,"1,224,312","31,484,019","44,675,154"
FIRST AMERICAN FINANCIAL,"191,706","8,744,135","10,342,595"
FIRST CITIZENS BCSHS   CL A,"26,750","17,352,800","45,036,568"
FIRST FINL BANKSHARES INC,"240,303","6,176,050","7,096,154"
FIRST HAWAIIAN INC,"232,707","6,015,651","4,831,002"
FIRST HORIZON CORP,"958,588","14,940,333","15,116,957"
FIRST MARINER BANCORP INC,"143,653",0,0
FIRST SOLAR INC,"143,393","11,727,990","32,329,404"
FIRSTENERGY CORP,"2,725,062","106,710,357","104,288,123"
FISERV INC,"2,577,575","222,052,238","384,161,778"
FIVE BELOW,"76,269","7,867,395","8,311,036"
FIVE9 INC,"103,238","7,118,045","4,552,797"
FLEX LTD,"850,778","10,616,581","25,089,769"
FLOOR + DECOR HOLDINGS INC A,"138,981","8,227,536","13,816,107"
FLOWERS FOODS INC,"862,454","20,863,603","19,146,479"
FLOWSERVE CORP,"246,226","9,135,671","11,843,487"
FLUOR CORP,"258,228","8,051,409","11,245,847"
FMC CORP,"239,431","17,857,622","13,779,303"
FNB CORP,"635,067","7,605,014","8,687,737"
FOOT LOCKER INC,"142,453","4,268,202","3,549,940"
FORD MOTOR CO,"8,143,773","89,899,972","102,123,206"
FORMFACTOR INC,"148,400","3,457,168","8,982,657"
FORTINET INC,"1,257,475","39,324,158","75,788,122"
