0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
SASA POLYESTER SANAYI,"37,101","73,377","49,659"
SASOL LTD,"21,051","279,645","159,208"
SATELLITE CHEMICAL CO LTD A,"6,900","14,967","17,074"
SAUDI ARABIAN MINING CO,"45,321","487,573","520,063"
SAUDI ARABIAN OIL CO,"119,998","1,053,090","886,007"
SAUDI ARAMCO BASE OIL CO,"2,120","83,760","74,253"
SAUDI AWWAL BANK,"35,989","335,808","370,768"
SAUDI BASIC INDUSTRIES CORP,"30,768","734,455","602,796"
SAUDI ELECTRICITY CO,"30,597","162,977","134,243"
SAUDI IND INVESTMENT GROUP,"12,951","84,522","72,702"
SAUDI INVESTMENT BANK/THE,"24,182","83,911","82,764"
SAUDI KAYAN PETROCHEMICAL CO,"26,366","88,426","56,997"
SAUDI RESEARCH + MEDIA GROUP,"1,309","63,094","72,226"
SAUDI TADAWUL GROUP HOLDING,"1,800","96,070","119,565"
SAUDI TELECOM CO,"69,612","733,149","695,823"
SAVOLA,"9,273","90,233","115,554"
SBI CARDS + PAYMENT SERVICES,"10,023","93,892","87,095"
SBI HOLDINGS INC,"7,900","170,756","199,735"
SBI LIFE INSURANCE CO LTD,"16,554","289,652","296,180"
SCHINDLER HOLDING AG REG,557,"111,109","138,847"
SCHINDLER HOLDING PART CERT,"1,235","272,307","310,331"
SCHNEIDER ELECTRIC SE,"15,288","2,672,536","3,675,138"
SCHRODERS PLC,"27,362","141,032","125,832"
SCOUT24 SE,"1,991","135,940","151,930"
SCREEN HOLDINGS CO LTD,"2,400","291,606","216,337"
SCSK CORP,"5,100","90,697","101,867"
SD GUTHRIE BHD,"77,400","72,046","69,238"
SDIC CAPITAL CO LTD A,"4,400","4,342","3,421"
SDIC POWER HOLDINGS CO LTD A,"15,200","26,106","38,157"
SEB SA,596,"60,941","61,066"
SECOM CO LTD,"6,300","433,252","371,945"
SECURITAS AB B SHS,"13,574","115,114","134,840"
SEEK LTD,"9,682","140,964","138,116"
SEIKO EPSON CORP,"8,400","134,218","130,496"
SEKISUI CHEMICAL CO LTD,"8,900","134,056","123,159"
SEKISUI HOUSE LTD,"17,400","364,784","385,405"
SEMBCORP INDUSTRIES LTD,"25,700","98,314","91,213"
SENDAS DISTRIBUIDORA SA,"46,048","118,188","85,722"
SERES GROUP CO L A,"3,400","19,101","42,638"
SEVEN + I HOLDINGS CO LTD,"64,700","873,861","788,338"
SEVEN GROUP HOLDINGS LTD,"5,291","133,804","133,146"
SEVERN TRENT PLC,"8,600","260,763","258,736"
