0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
BON FAME CO LTD,"6,000","17,910","17,034"
BORA PHARMACEUTICALS CO LTD,"94,510","1,642,899","2,415,079"
BOROUGE,"4,335,956","3,192,797","2,750,572"
BORR DRILLING LTD,"379,252","2,720,279","2,447,018"
BORREGAARD ASA,"179,599","2,548,817","3,245,358"
BOSCH LTD,"13,201","3,536,588","5,395,979"
BOSHIWA INT L,"1,935,000",0,0
BOSIDENG INTL HLDGS LTD,"9,015,177","4,571,160","5,623,405"
BOSS ENERGY LTD,"710,493","1,598,051","1,959,697"
BOUYGUES SA,"357,922","14,469,529","11,496,815"
BOYD GROUP SERVICES INC,"36,400","4,729,382","6,835,763"
BP PLC,"43,308,621","279,600,566","260,199,806"
BP PLC SPONS ADR,"281,712","9,433,913","10,169,803"
BPD JAWA BARAT DAN BANTEN TB,"449,700","28,196","26,639"
BPD JAWA TIMUR TBK PT,"869,400","28,061","27,874"
BPER BANCA SPA,"3,993,228","11,334,396","20,204,704"
BRADESPAR SA  PREF,"580,300","3,005,439","1,933,839"
BRAMBLES LTD,"2,368,955","19,650,303","22,988,136"
BRASKEM SA PREF A,"242,800","928,767","780,710"
BRAVIDA HOLDING AB,"336,339","2,716,730","2,496,298"
BREMBO N.V.,"255,750","2,185,134","2,810,623"
BRENNTAG SE,"262,880","15,623,362","17,738,804"
BREVILLE GROUP LTD,"250,662","3,080,488","4,543,368"
BRF SA,"1,560,228","5,496,496","6,367,959"
BRICKWORKS LTD,"115,267","1,681,844","2,016,906"
BRIDGESTONE CORP,"2,743,044","100,796,686","107,805,074"
BRIGADE ENTERPRISES LTD,"193,055","1,725,861","3,121,784"
BRIGHTCOM GROUP LTD,"2,482,090","1,413,906","279,203"
BRIGHTOIL,"5,263,000",0,1
BRIGHTON BEST INTERNATIONAL,"682,000","744,132","721,081"
BRITANNIA INDUSTRIES LTD,"220,481","11,260,291","14,477,929"
BRITVIC PLC,"431,450","4,141,919","6,441,985"
BROOKFIELD ASSET MGMT A,"624,697","18,917,206","23,776,273"
BROOKFIELD CORP,"2,748,317","83,615,799","114,284,227"
BROOKFIELD INFRASTRUCTURE A,"202,449","8,606,031","6,813,154"
BROTHER INDUSTRIES LTD,"1,249,700","21,807,375","21,993,663"
BRUNELLO CUCINELLI SPA,"58,218","6,531,729","5,833,995"
BRV LOTUS FUND III LP,"100,969,367","101,419,619","129,254,117"
BRXPLGR18M16,435,"9,038","7,822"
BSE LTD,"265,825","6,062,762","8,232,777"
BT GROUP PLC,"23,986,872","51,265,316","42,563,494"
BTG HOTELS GROUP CO LTD A,"96,300","207,084","162,900"
