0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
LEONG HUP INTERNATIONAL BHD,"2,361,100","297,246","310,309"
LEOPALACE21 CORP,"412,700","1,105,375","1,318,719"
LEPU MEDICAL TECHNOLOGY A,"79,488","188,767","161,574"
LEROY SEAFOOD GROUP ASA,"509,401","2,199,853","2,069,701"
LET S GOWEX S.A,"86,288",0,0
LEVIMA ADVANCED MATERIALS  A,"26,700","84,246","50,139"
LEYARD OPTOELECTRONIC CO L A,"142,000","105,628","87,525"
LG CHEM LTD,"78,400","22,941,620","19,678,487"
LG CHEM LTD PREFERENCE,"13,280","2,258,216","2,325,078"
LG CORP,"147,256","9,272,532","8,622,481"
LG DISPLAY CO LTD,"498,342","6,886,144","4,152,548"
LG ELECTRONICS INC,"205,365","15,270,390","16,544,036"
LG ELECTRONICS PREF,"43,579","1,173,536","1,541,578"
LG ENERGY SOLUTION,"50,181","18,395,695","11,902,726"
LG H+H,"15,952","8,536,953","4,004,003"
LG H+H PRF,250,"61,548","27,697"
LG INNOTEK CO LTD,"25,942","4,278,135","5,126,194"
LG UPLUS CORP,"903,140","7,660,737","6,443,034"
LI AUTO INC CLASS A,"1,845,800","25,211,406","16,620,146"
LI NING CO LTD,"3,448,840","14,021,451","7,465,738"
LI PENG ENTERPRISE CO LTD,"894,000","263,642","260,416"
LIAONING PORT CO LTD A,"546,200","112,782","92,020"
LIBERTY GLOBAL LTD A,"539,783","12,784,371","9,408,418"
LIBERTY GLOBAL LTD C,"1,170,212","30,045,031","20,888,284"
LIC HOUSING FINANCE LTD,"767,985","5,544,880","7,338,557"
LIDA HOLDINGS LTD,"43,000","39,954","37,842"
LIEN HWA INDUSTRIAL HOLDINGS,"1,853,798","2,393,375","3,902,810"
LIFCO AB B SHS,"411,778","7,744,964","11,314,963"
LIFE CORP,"80,800","1,725,262","1,979,065"
LIFE HEALTHCARE GROUP HOLDIN,"2,343,691","1,991,075","1,649,642"
LIFESTYLE COMMUNITIES LTD,"195,821","1,641,988","1,625,590"
LIFETECH SCIENTIFIC CORP,"3,222,000","766,230","573,641"
LIG NEX1 CO LTD,"19,697","1,615,000","3,148,093"
LIGACHEM BIOSCIENCES INC,"29,513","1,214,054","1,526,578"
LINDAB INTERNATIONAL AB,"129,441","2,038,332","2,772,116"
LINDE INDIA LTD,"32,734","1,996,773","3,257,910"
LINGSEN PRECISION INDUSTRIES,"163,000","110,094","118,828"
LINGYI ITECH GUANGDONG CO  A,"559,113","404,107","545,263"
LINKLOGIS INC CLASS B,"1,577,500","754,221","438,453"
LINTEC CORP,"79,000","1,399,622","1,677,156"
LION CORP,"1,176,401","18,520,942","9,170,750"
LIONTOWN RESOURCES LTD,"2,518,407","4,343,843","1,522,137"
