0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
CSTONE PHARMACEUTICALS,"678,500","715,922","99,072"
CTBC FINANCIAL HOLDING CO LT,"88,934,939","65,968,482","103,761,769"
CTCI CORP,"1,701,417","2,576,648","2,779,282"
CTEG,"2,456,000",0,0
CTOS DIGITAL BHD,"2,713,300","774,617","851,241"
CTS EVENTIM AG + CO KGAA,"99,192","4,917,296","8,281,497"
CUB ELECPARTS INC,"126,960","701,842","463,750"
CUMMINS INDIA LTD,"248,616","5,486,669","11,827,192"
CURRO HOLDINGS LTD,"35,121","20,123","21,677"
CURVES HOLDINGS CO LTD,"101,800","563,264","495,522"
CURY CONSTRUTORA E INCORPORA,"362,800","1,366,259","1,345,530"
CVC EUROPEAN EQ PTNERS IV(B)LP,"90,492,349","103,542,142","399,773"
CYBERAGENT INC,"690,700","5,698,063","4,326,030"
CYBERARK SOFTWARE LTD/ISRAEL,"485,913","100,410,726","132,858,336"
CYBERLINK CORP,"68,000","206,588","224,281"
CYBOZU INC,"45,400","365,484","564,185"
CYIENT LTD FOREIGN,"139,999","1,899,845","3,084,207"
CYPRUS POPULAR BANK PUBLIC C,"10,584,222",0,11
CYRELA BRAZIL REALTY SA EMP,"708,800","2,819,806","2,405,454"
D IETEREN GROUP,"36,861","6,374,991","7,826,111"
D LINK CORP,"1,149,127","618,640","648,225"
D+O GREEN TECHNOLOGIES BHD,"916,096","880,921","710,742"
DA CIN CONSTRUCTION CO LTD,"137,000","241,336","233,953"
DAAN GENE CO LTD A,"42,852","46,669","29,348"
DABUR INDIA LTD,"824,672","5,148,211","5,940,974"
DADA NEXUS LTD ADR,"118,810","2,029,086","149,702"
DAEDUCK ELECTRONICS CO LTD,"56,891","1,177,918","894,799"
DAEJOO ELECTRONIC MATERIALS,"16,749","1,222,742","1,740,003"
DAESANG CORPORATION,"25,095","392,890","513,203"
DAETWYLER HOLDING AG BR,"12,626","2,071,083","2,371,767"
DAEWOO ENGINEERING + CONSTR,"339,160","1,627,571","916,160"
DAEWOONG PHARMACEUTICAL CO,"8,237","642,707","612,767"
DAI ICHI LIFE HOLDINGS INC,"2,210,379","40,528,121","59,058,981"
DAI NIPPON PRINTING CO LTD,"1,039,507","25,088,385","34,973,343"
DAICEL CORP,"836,463","7,330,750","8,020,942"
DAIDO STEEL CO LTD,"383,100","3,199,823","3,536,711"
DAIEI KANKYO CO LTD,"62,400","958,329","1,059,009"
DAIFUKU CO LTD,"470,600","7,017,825","8,805,898"
DAIHEN CORP,"33,700","1,201,613","1,738,846"
DAIICHI SANKYO CO LTD,"3,369,698","73,327,608","115,717,256"
DAIICHIKOSHO CO LTD,"135,600","2,533,833","1,396,380"
DAIKIN INDUSTRIES LTD,"372,006","40,059,660","51,733,362"
