0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
BRF SA,"21,236","75,145","86,673"
BRIDGESTONE CORP,"16,700","652,180","656,331"
BRILLIANCE CHINA AUTOMOTIVE,"112,000","60,099","117,775"
BRITANNIA INDUSTRIES LTD,"4,169","247,243","273,753"
BROOKFIELD ASSET MGMT A,"9,743","338,766","370,823"
BROOKFIELD CORP,"38,511","1,320,906","1,601,400"
BROTHER INDUSTRIES LTD,"6,800","113,429","119,674"
BRP INC/CA  SUB VOTING,952,"69,416","60,981"
BT GROUP PLC,"184,894","264,153","328,032"
BUDIMEX,483,"51,699","83,743"
BUNZL PLC,"10,067","355,825","383,043"
BUPA ARABIA FOR COOPERATIVE,"2,673","149,769","183,111"
BURBERRY GROUP PLC,"11,196","293,338","124,234"
BUREAU VERITAS SA,"9,176","244,854","254,317"
BY HEALTH CO LTD A,"4,000","10,647","7,459"
BYD CO LTD  A,"3,900","131,815","134,320"
BYD CO LTD H,"37,500","1,179,797","1,114,327"
BYD ELECTRONIC INTL CO LTD,"28,500","134,996","142,365"
C+D INTERNATIONAL INVESTMENT,"26,000","69,482","48,354"
CA IMMOBILIEN ANLAGEN AG,"6,088","199,902","202,008"
CAE INC,"8,820","211,590","163,786"
CAITONG SECURITIES CO LTD A,"10,200","11,056","9,279"
CAIXA SEGURIDADE PARTICIPACO,"25,065","72,564","64,575"
CAIXABANK SA,"108,722","432,851","575,972"
CAMBRICON TECHNOLOGIES A,954,"18,866","26,084"
CAMECO CORP,"12,329","470,933","606,471"
CAN IMPERIAL BK OF COMMERCE,"26,264","1,058,142","1,248,564"
CANADIAN NATL RAILWAY CO,"15,650","1,761,041","1,848,927"
CANADIAN NATURAL RESOURCES,"60,736","1,998,902","2,162,945"
CANADIAN PACIFIC KANSAS CITY,"25,984","2,060,805","2,045,907"
CANARA BANK,"61,117","86,545","87,563"
CANON INC,"29,600","734,909","801,184"
CAPCOM CO LTD,"10,000","210,651","188,549"
CAPGEMINI SE,"4,297","802,257","855,206"
CAPITALAND INVESTMENT LTD/SI,"524,500","1,202,792","1,029,456"
CAPITEC BANK HOLDINGS LTD,"3,128","270,460","450,357"
CAR GROUP LTD,"9,934","183,031","233,863"
CARL ZEISS MEDITEC AG   BR,"1,073","103,458","75,497"
CARLSBERG AS B,"3,183","448,216","382,242"
CARREFOUR SA,"17,572","313,503","248,593"
CASTELLUM AB,"77,044","809,087","941,389"
CATCHER TECHNOLOGY CO LTD,"22,000","124,198","157,329"
