0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
MY EG SERVICES BHD,"7,663,124","1,369,934","1,656,925"
MYCRONIC AB,"148,843","3,233,843","5,742,789"
MYER HOLDINGS LTD,"1,201,568","740,379","662,036"
NABTESCO CORP,"201,600","4,584,562","3,418,910"
NACHI FUJIKOSHI CORP,"28,000","1,022,661","610,967"
NAGACORP LTD,"2,315,285","2,654,225","1,135,851"
NAGAILEBEN CO LTD,"36,400","623,711","598,069"
NAGASE + CO LTD,"204,088","2,958,909","3,995,271"
NAGAWA CO LTD,"13,700","1,432,909","700,075"
NAGOYA RAILROAD CO LTD,"1,158,527","20,025,815","12,628,852"
NAHDI MEDICAL CO,"240,065","10,271,852","8,433,886"
NAK SEALING TECHNOLOGIES COR,"18,000","71,036","71,020"
NAKANISHI INC,"114,700","2,216,661","1,819,686"
NAMCHOW HOLDINGS CO LTD,"35,000","63,530","63,329"
NAMURA SHIPBUILDING CO LTD,"92,300","1,165,979","1,382,263"
NAMYONG TERMINAL PCL NVDR,"857,500","105,369","84,588"
NAN KANG RUBBER TIRE CO LTD,"1,007,000","1,485,924","1,617,210"
NAN PAO RESINS CHEMICAL CO L,"183,000","1,613,149","1,929,206"
NAN YA PLASTICS CORP,"24,195,513","58,987,558","36,768,916"
NAN YA PRINTED CIRCUIT BOARD,"290,000","2,635,206","1,662,685"
NANJI E COMMERCE CO LTD A,"71,041","30,930","25,300"
NANJING HANRUI COBALT CO L A,"17,843","70,341","64,644"
NANJING IRON + STEEL CO A,"382,500","233,400","260,909"
NANJING KING FRIEND BIOCHE A,"41,804","77,264","68,024"
NANKAI ELECTRIC RAILWAY CO,"564,700","11,822,073","9,376,563"
NANOSONICS LTD,"401,673","965,833","802,094"
NANTEX INDUSTRY CO LTD,"541,000","656,935","615,361"
NANTO BANK LTD/THE,"49,300","1,126,078","1,092,594"
NANTONG JIANGHAI CAPACITOR A,"85,400","241,033","154,989"
NANYA TECHNOLOGY CORP,"1,195,478","2,700,082","2,568,465"
NARAYANA HRUDAYALAYA LTD,"167,113","2,046,070","2,414,464"
NARI TECHNOLOGY CO LTD A,"2,158,332","7,186,855","7,378,862"
NASPERS LTD N SHS,"302,220","54,536,624","59,046,378"
NATCO PHARMA LTD,"134,949","1,348,240","1,888,382"
NATIONAL AGRI,"2,048,000",0,0
NATIONAL ALUMINIUM CO LTD,"1,604,352","2,169,229","3,600,338"
NATIONAL AUSTRALIA BANK LTD,"5,342,321","111,893,909","129,264,554"
NATIONAL BANK OF CANADA,"624,020","35,611,059","49,485,624"
NATIONAL CO FOR GLASS IN/THE,"13,414","157,659","153,033"
NATIONAL CO FOR LEARNING + E,"2,637","107,536","112,323"
NATIONAL GAS + INDUSTRIALIZA,"59,342","1,101,733","1,415,692"
NATIONAL GRID PLC,"13,412,926","162,767,612","149,647,234"
