0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
DSM FIRMENICH AG,"4,996","443,012","565,432"
DSV A/S,"4,678","858,549","717,344"
DUBAI ISLAMIC BANK,"101,740","156,074","158,995"
DUKHAN BANK,"64,071","73,928","66,464"
E INK HOLDINGS INC,"30,000","173,976","233,035"
E.ON SE,"62,189","755,328","816,809"
E.SUN FINANCIAL HOLDING CO,"518,000","397,295","455,864"
EAST JAPAN RAILWAY CO,"26,100","486,669","432,323"
EAST MONEY INFORMATION CO A,"34,500","75,025","50,140"
EASTROC BEVERAGE GROUP CO  A,900,"23,243","26,724"
ECLAT TEXTILE COMPANY LTD,"7,000","114,981","114,144"
ECOPRO BM CO LTD,"1,823","415,284","242,360"
ECOPRO CO LTD,"3,510","568,754","229,750"
ECOPRO MATERIALS CO LTD,515,"74,388","34,009"
EDENRED,"6,763","418,834","285,653"
EDP ENERGIAS DE PORTUGAL SA,"85,478","372,844","320,547"
EDP RENOVAVEIS SA,"7,770","131,128","108,674"
EICHER MOTORS LTD,"4,830","236,716","270,668"
EIFFAGE,"1,754","172,674","161,216"
EISAI CO LTD,"6,800","397,242","278,662"
ELBIT SYSTEMS LTD,810,"166,616","141,608"
ELEMENT FLEET MANAGEMENT COR,"12,215","192,593","222,188"
ELIA GROUP SA/NV,757,"83,009","70,950"
ELISA OYJ,"4,092","195,439","187,879"
ELM CO,873,"187,232","199,471"
EMAAR PROPERTIES PJSC,"245,920","480,577","549,018"
EMEMORY TECHNOLOGY INC,"2,000","120,830","158,439"
EMERA INC,"8,325","306,232","277,733"
EMIRATES NBD PJSC,"70,971","319,643","318,819"
EMIRATES TELECOM GROUP CO,"124,533","639,100","545,870"
EMPRESAS CMPC SA,"42,004","74,368","78,764"
EMPRESAS COPEC SA,"12,846","88,984","98,666"
EMPYREAN TECHNOLOGY CO LTD A,"1,600","23,901","16,967"
EMS CHEMIE HOLDING AG REG,193,"143,731","158,184"
ENBRIDGE INC,"60,161","2,117,802","2,139,830"
ENCHEM CO LTD,397,"83,909","64,893"
ENDEAVOUR GROUP LTD/AUSTRALI,"81,158","284,417","273,717"
ENDEAVOUR MINING PLC,"5,735","111,616","122,228"
ENDESA SA,"10,112","203,151","190,036"
ENEL AMERICAS SA,"671,512","76,441","62,319"
ENEL CHILE SA,"902,840","58,156","50,789"
ENEL SPA,"234,609","1,550,850","1,632,866"
