0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
ZHEJIANG NHU CO LTD A,"154,839","415,484","407,204"
ZHEJIANG SANHUA INTELLIGEN A,"96,304","325,107","251,681"
ZHEJIANG SUPOR CO LTD  A,"19,975","151,900","137,073"
ZHEJIANG WEIXING NEW BUILD A,"58,206","154,228","122,938"
ZHEJIANG WOLWO BIO PHARMAC A,"22,500","96,868","62,315"
ZHEJIANG XINAN CHEMICAL A,"135,688","466,791","141,248"
ZHEJIANG YONGTAI TECH A,"28,500","50,969","30,527"
ZHEN DING TECHNOLOGY HOLDING,"3,144,000","10,891,872","12,550,221"
ZHENGZHOU COAL MINING MACH A,"437,496","1,030,975","886,875"
ZHIHU INC  ADR,"94,957","611,012","259,234"
ZHONGAN ONLINE P+C INSURAN H,"1,329,500","3,515,276","2,312,764"
ZHONGJI INNOLIGHT CO LTD A,"39,391","562,316","743,919"
ZHONGSHENG GROUP HOLDINGS,"997,438","3,180,225","1,459,008"
ZHONGTAI SECURITIES CO LTD A,"99,500","90,874","77,275"
ZHONGYU ENERGY HOLDINGS LTD,"1,052,000","846,246","638,693"
ZHOU HEI YA INTERNATIONAL HO,"1,331,500","780,655","295,042"
ZHUHAI HUAFA PROPERTIES CO A,"118,700","139,863","105,681"
ZHUZHOU CRRC TIMES ELECTRI A,"80,032","576,896","541,310"
ZHUZHOU CRRC TIMES ELECTRI H,"822,146","3,484,050","3,243,686"
ZHUZHOU HONGDA ELECTRONICS A,"25,700","89,569","80,259"
ZHUZHOU KIBING GROUP CO LT A,"211,800","235,098","187,117"
ZIBO QIXIANG TENGDA CHEMIC A,"297,420","458,032","228,132"
ZIJIN MINING GROUP CO LTD A,"20,631,739","46,381,907","49,651,823"
ZIJIN MINING GROUP CO LTD H,"11,180,000","19,034,919","23,599,868"
ZINWELL CORPORATION,"269,000","172,314","175,373"
ZIPPY TECHNOLOGY CORP,"31,000","58,663","63,736"
ZOJIRUSHI CORP,"71,700","924,395","689,544"
ZOMATO LTD,"10,134,024","13,697,213","24,374,046"
ZOOMLION HEAVY INDUSTRY   H,"2,952,144","2,134,769","1,909,523"
ZOOMLION HEAVY INDUSTRY S A,"1,393,922","1,684,485","1,466,314"
ZOZO INC,"183,000","3,814,585","4,582,429"
ZTE CORP A,"172,545","699,576","661,035"
ZTE CORP H,"1,238,188","2,997,406","2,740,480"
ZURICH INSURANCE GROUP AG,"508,080","230,517,945","270,889,303"
ZYDUS LIFESCIENCES LTD,"410,115","2,816,977","5,281,912"
ZYDUS WELLNESS LTD,"31,234","723,103","669,032"
TOTAL,,"69,820,353,354","81,038,458,952"
