0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
ALMUNAJEM FOODS CO,"2,713","83,768","75,353"
ALONY HETZ PROPERTIES + INV,"259,255","1,883,539","1,734,239"
ALPARGATAS SA   PREF,"346,300","654,743","568,600"
ALPEK SA DE CV,"466,524","366,461","338,562"
ALPHA DHABI HOLDING PJSC,"6,100,064","40,884,008","19,597,265"
ALPHAMAB ONCOLOGY,"898,000","1,473,248","276,047"
ALPS ALPINE CO LTD,"476,172","5,384,333","4,548,300"
ALROSA PJSC,"5,205,130",0,0
ALS LTD,"818,348","6,624,870","7,657,003"
ALSEA SAB DE CV,"869,900","3,134,005","3,025,659"
ALSTOM,"450,689","16,908,124","7,584,390"
ALTAGAS LTD,"559,626","11,724,403","12,641,553"
ALTEN SA,"145,359","18,143,527","15,968,329"
ALTEOGEN INC,"74,871","8,485,974","15,257,081"
ALTIUM LTD,"191,438","5,717,804","8,697,772"
ALTRON LTD A,394,294,283
ALUMINA LTD,"4,051,398","5,911,379","4,586,207"
ALUMINUM CORP OF CHINA LTD A,"26,205,235","26,375,956","27,386,666"
ALUMINUM CORP OF CHINA LTD H,"9,399,000","4,674,076","6,416,563"
ALUPAR INVESTIMENTO SA UNIT,"159,846","912,856","856,729"
AMADA CO LTD,"596,292","5,674,595","6,587,178"
AMADEUS IT GROUP SA,"2,462,373","170,570,770","163,990,532"
AMANO CORP,"116,900","3,097,138","3,018,809"
AMARA RAJA ENERGY + MOBILITY,"233,535","2,636,018","4,657,845"
AMATA CORP PUBLIC CO LTD FOR,"1,168,942","731,467","713,517"
AMATA CORP PUBLIC COLTD NVDR,"77,400","50,160","47,251"
AMAZING MICROELECTRONIC CORP,"21,000","64,063","63,826"
AMBASSADOR HOTEL/THE,"149,000","321,076","332,984"
AMBER ENTERPRISES INDIA LTD,"27,040","910,862","1,466,270"
AMBEV SA,"6,811,475","17,151,797","13,992,693"
AMBU A/S B,"679,521","14,895,419","13,086,118"
AMBUJA CEMENTS LTD,"1,061,838","4,938,445","8,534,848"
AMCOR PLC CDI,"3,326,441","32,686,644","33,079,087"
AME ELITE CONSORTIUM BHD,"396,900","144,617","135,455"
AMERICA MOVIL SAB DE C SER B,"34,247,200","32,706,718","29,161,317"
AMERICANA RESTAURANTS INTERN,"9,028,481","7,933,787","7,841,273"
AMLOGIC SHANGHAI INC A,"262,643","1,963,274","2,133,996"
AMMAN MINERAL INTERNASIONAL,"17,973,200","11,189,757","12,073,649"
AMMB HOLDINGS BHD,"10,770,637","9,867,438","9,794,645"
AMOREPACIFIC CORP,"49,180","5,774,336","5,977,366"
AMOREPACIFIC CORP PREF,"25,108","2,867,420","855,490"
AMOREPACIFIC GROUP,"51,901","1,734,945","1,219,761"
