0,1,2,3,4
Security Name,Rate,Maturity Date,Par Value,Book Value
MICROSOFT CORP,2.68,6/1/2060,"2,100,000","1,319,495"
MICROSTRATEGY INC,6.13,6/15/2028,"1,458,000","1,381,658"
MIDAMERICAN ENERGY CO,5.30,2/1/2055,"1,719,000","1,696,054"
MIDAMERICAN ENERGY CO,5.85,9/15/2054,"1,364,000","1,409,574"
MIDAMERICAN ENERGY CO,3.15,4/15/2050,"173,000","115,542"
MIDAMERICAN ENERGY CO,4.25,7/15/2049,"130,000","104,913"
MIDAMERICAN ENERGY CO,3.65,8/1/2048,"239,000","176,011"
MIDAMERICAN ENERGY CO,3.95,8/1/2047,"399,000","309,344"
MIDAMERICAN ENERGY CO,4.25,5/1/2046,"508,000","425,903"
MIDAMERICAN ENERGY CO,4.40,10/15/2044,"200,000","168,032"
MIDAMERICAN ENERGY CO,4.80,9/15/2043,"38,000","33,694"
MIDAMERICAN ENERGY CO,5.35,1/15/2034,"136,000","141,594"
MIDCAP FINANCIAL ISSR TR,6.50,5/1/2028,"440,000","402,181"
MILLICOM INTL CELLULAR,7.38,4/2/2032,"1,065,000","1,065,000"
MINERAL RESOURCES LTD,8.50,5/1/2030,"1,000,000","1,004,946"
MINERAL RESOURCES LTD,9.25,10/1/2028,"931,000","971,148"
MINERAL RESOURCES LTD,8.00,11/1/2027,"2,863,000","2,862,218"
MINERAL RESOURCES LTD,8.13,5/1/2027,"738,000","736,688"
MINERALS TECHNOLOGIES IN,5.00,7/1/2028,"10,000","9,134"
MISSISSIPPI POWER CO,3.10,7/30/2051,"217,000","135,951"
MISSISSIPPI POWER CO,4.25,3/15/2042,"44,000","35,490"
MOLINA HEALTHCARE INC,3.88,5/15/2032,"252,000","211,379"
MOLINA HEALTHCARE INC,4.38,6/15/2028,"800,000","741,743"
MOODY S CORPORATION,3.10,11/29/2061,"237,000","154,947"
MOODY S CORPORATION,3.75,2/25/2052,"487,000","387,164"
MOODY S CORPORATION,2.75,8/19/2041,"408,000","293,282"
MORGAN STANLEY,1.00,1/25/2052,"5,750,000","3,804,298"
MORGAN STANLEY,1.00,4/22/2042,"8,849,000","6,826,409"
MORGAN STANLEY,1.00,4/22/2039,"195,000","169,762"
MORGAN STANLEY,1.00,7/22/2038,"227,000","187,715"
MORGAN STANLEY,1.00,1/19/2038,"461,000","446,623"
MORGAN STANLEY,1.00,4/20/2037,"1,101,000","1,018,628"
MORGAN STANLEY,1.00,4/19/2035,"700,000","700,000"
MOTOROLA SOLUTIONS INC,5.50,9/1/2044,"2,277,000","2,140,354"
MOTOROLA SOLUTIONS INC,5.40,4/15/2034,"2,405,000","2,388,194"
MOTOROLA SOLUTIONS INC,5.60,6/1/2032,"347,000","338,468"
MPH ACQUISITION HOLDINGS,5.75,11/1/2028,"266,000","215,357"
MPH ACQUISITION HOLDINGS,5.50,9/1/2028,"2,162,000","1,932,932"
MPLX LP,4.90,4/15/2058,"1,000,000","777,764"
MPLX LP,5.65,3/1/2053,"700,000","621,170"
MPLX LP,4.95,3/14/2052,"1,045,000","868,377"
MPLX LP,5.50,2/15/2049,"1,300,000","1,134,072"
MPLX LP,4.70,4/15/2048,"2,300,000","1,824,791"
MPLX LP,5.20,12/1/2047,"500,000","420,949"
MPLX LP,5.20,3/1/2047,"1,216,000","1,024,185"
MPLX LP,4.50,4/15/2038,"2,544,000","2,177,646"
MPT OPER PARTNERSP/FINL,3.50,3/15/2031,"176,000","120,071"
MPT OPER PARTNERSP/FINL,4.63,8/1/2029,"293,000","221,525"
MPT OPER PARTNERSP/FINL,5.00,10/15/2027,"1,337,000","1,097,343"
MPT OPER PARTNERSP/FINL,5.25,8/1/2026,"787,000","721,942"
MSCI INC,3.25,8/15/2033,"1,085,000","901,987"
MSCI INC,3.88,2/15/2031,"2,885,000","2,607,663"
MSCI INC,4.00,11/15/2029,"397,000","371,397"
