0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
FOSUN INTERNATIONAL LTD,"3,476,027","3,770,585","1,869,944"
FOX WIZEL LTD,"12,060","960,581","817,296"
FOXCONN INDUSTRIAL INTERNE A,"584,500","1,843,083","2,193,683"
FOXCONN TECHNOLOGY CO LTD,"2,925,873","6,229,770","6,430,505"
FOXSEMICON INTEGRATED TECH,"328,200","2,598,256","3,120,998"
FP CORP,"73,272","1,662,498","1,098,680"
FP PARTNER INC,"27,100","1,204,609","492,774"
FRANCO NEVADA CORP,"959,638","84,816,926","113,752,949"
FRAPORT AG FRANKFURT AIRPORT,"60,968","3,773,570","3,149,511"
FRAS LE SA,"1,500","5,133","5,236"
FRASER + NEAVE HOLDINGS BHD,"319,800","2,181,102","2,154,398"
FRASERS GROUP PLC,"225,300","2,146,359","2,513,423"
FREENET AG,"210,797","4,467,610","5,602,879"
FREIGHTWAYS GROUP LTD,"279,296","1,228,684","1,310,455"
FRESENIUS MEDICAL CARE AG,"329,892","18,370,796","12,643,375"
FRESENIUS SE + CO KGAA,"705,431","27,178,534","21,078,565"
FRESNILLO PLC,"302,240","3,189,702","2,147,203"
FROCH ENTERPRISE CO LTD,"21,000","12,211","11,490"
FRONTKEN CORP BHD,"1,884,550","1,116,399","1,781,712"
FRONTLINE PLC,"254,403","6,276,954","6,682,933"
FSN E COMMERCE VENTURES LTD,"1,941,009","3,951,785","4,107,009"
FSP TECHNOLOGY INC,"77,000","150,799","144,309"
FU SHOU YUAN INTERNATIONAL,"1,390,025","1,050,296","868,839"
FUBON FINANCIAL HOLDING CO,"36,630,692","52,871,035","89,540,061"
FUCHS SE,"55,405","1,862,246","1,977,372"
FUCHS SE PREF,"127,071","5,123,365","5,812,542"
FUFENG GROUP LTD,"3,141,999","1,901,113","2,136,978"
FUGRO NV,"206,287","3,692,278","4,987,750"
FUJI CORP/AICHI,"138,400","1,845,730","2,193,104"
FUJI ELECTRIC CO LTD,"245,900","9,615,663","13,990,327"
FUJI KYUKO CO LTD,"51,700","2,328,920","1,025,259"
FUJI MEDIA HOLDINGS INC,"88,200","972,062","1,006,411"
FUJI OIL HOLDINGS INC,"80,300","1,721,775","1,402,980"
FUJI SEAL INTERNATIONAL INC,"63,400","1,224,038","970,359"
FUJI SOFT INC,"146,500","6,058,540","6,611,943"
FUJIAN SUNNER DEVELOPMENT A,"35,849","85,697","66,977"
FUJIFILM HOLDINGS CORP,"5,363,177","83,723,302","125,427,526"
FUJIKURA LTD,"439,400","4,650,749","8,675,482"
FUJIMI INC,"96,600","1,176,309","1,822,596"
FUJIMORI KOGYO CO LTD,"24,800","617,268","653,690"
FUJITEC CO LTD,"119,100","1,771,836","3,180,747"
FUJITSU GENERAL LTD,"93,100","1,645,943","1,207,882"
