0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
PEARSON PLC,"16,677","179,102","208,874"
PEGASUS HAVA TASIMACILIGI AS,"7,878","52,824","54,765"
PEGATRON CORP,"68,000","165,625","219,040"
PEMBINA PIPELINE CORP,"17,541","557,097","650,697"
PENTAIR PLC,"1,657","113,674","127,042"
PEOPLE S INSURANCE CO GROU H,"314,000","110,697","107,785"
PEOPLE.CN CO LTD A,"1,800","9,063","4,952"
PEPKOR HOLDINGS LTD,"60,691","55,479","62,253"
PERNOD RICARD SA,"6,470","1,215,277","878,566"
PERSIMMON PLC,"9,285","128,162","158,686"
PERSISTENT SYSTEMS LTD,"3,530","153,886","179,551"
PETROBRAS  PETROLEO BRAS,"134,927","1,007,112","980,899"
PETROBRAS  PETROLEO BRAS PR,"169,471","1,136,642","1,160,938"
PETROCHINA CO LTD A,"45,400","49,395","64,482"
PETROCHINA CO LTD H,"740,000","551,267","748,777"
PETRONAS CHEMICALS GROUP BHD,"113,000","173,481","151,146"
PETRONAS DAGANGAN BHD,"11,300","54,666","41,775"
PETRONAS GAS BHD,"29,900","110,045","112,945"
PETRONET LNG LTD,"26,467","68,380","104,821"
PGE SA,"36,792","72,496","65,694"
PHARMAESSENTIA CORP,"9,000","97,191","155,357"
PHARMARON BEIJING CO LTD A,"2,700","10,605","6,904"
PHOENIX GROUP HOLDINGS PLC,"28,215","181,016","186,001"
PHOENIX MILLS LTD,"3,560","132,484","153,193"
PI INDUSTRIES LTD,"2,945","121,469","134,161"
PICC HOLDING CO A,"28,200","22,815","19,987"
PICC PROPERTY + CASUALTY H,"268,000","320,125","332,966"
PIDILITE INDUSTRIES LTD,"6,097","195,564","230,971"
PILBARA MINERALS LTD,"73,248","209,892","150,180"
PING AN BANK CO LTD A,"39,400","61,416","55,038"
PING AN INSURANCE GROUP CO A,"21,600","147,636","122,952"
PING AN INSURANCE GROUP CO H,"241,500","1,478,475","1,095,000"
PIOTECH INC A,586,"12,984","9,687"
PIRAEUS FINANCIAL HOLDINGS S,"38,444","139,984","140,335"
PKO BANK POLSKI SA,"30,517","267,674","477,638"
PLATZER FASTIGHETER HOLD B,"9,519","61,604","81,526"
PLDT INC,"2,630","55,632","64,483"
POLY DEVELOPMENTS AND HOLD A,"21,400","40,445","25,800"
POLYCAB INDIA LTD,"1,884","132,686","152,268"
POP MART INTERNATIONAL GROUP,"16,800","54,540","82,307"
PORSCHE AUTOMOBIL HLDG PRF,"3,849","202,005","174,123"
POSCO DX CO LTD,"1,574","70,067","43,852"
