0,1,2,3,4
Security Name,Rate,Maturity Date,Par Value,Book Value
COMMONWEALTH EDISON CO,5.30,2/1/2053,"10,000,000","10,315,672"
COMMONWEALTH EDISON CO,3.85,3/15/2052,"5,000,000","4,125,769"
COMMONWEALTH EDISON CO,2.75,9/1/2051,"10,000,000","9,425,602"
COMMONWEALTH EDISON CO,3.75,8/15/2047,"43,540,000","42,250,377"
COMMONWEALTH EDISON CO,3.65,6/15/2046,"10,676,000","9,907,112"
COMMONWEALTH EDISON CO,3.70,3/1/2045,"15,804,000","15,216,082"
COMMONWEALTH EDISON CO,4.70,1/15/2044,"7,766,000","8,327,794"
COMMONWEALTH EDISON CO,6.45,1/15/2038,"45,300,000","49,174,330"
COMMONWEALTH EDISON CO,5.90,3/15/2036,"3,425,000","3,652,737"
COMMONWEALTH EDISON CO,5.30,6/1/2034,"15,000,000","14,947,017"
COMMSCOPE INC,4.75,9/1/2029,"20,453,000","17,469,927"
COMMSCOPE INC,6.00,3/1/2026,"23,780,000","23,110,155"
COMPASS GROUP DIVERSIFIE,5.00,1/15/2032,"725,000","725,835"
COMPASS GROUP DIVERSIFIE,5.25,4/15/2029,"20,150,000","18,617,272"
COMPASS MINERALS INTERNA,6.75,12/1/2027,"6,750,000","6,745,538"
COMSTOCK RESOURCES INC,5.88,1/15/2030,"43,388,000","39,282,653"
COMSTOCK RESOURCES INC,6.75,3/1/2029,"40,827,000","38,843,797"
CON EDISON CO OF NY INC,5.70,5/15/2054,"10,000,000","9,930,537"
CON EDISON CO OF NY INC,5.90,11/15/2053,"15,000,000","14,865,532"
CON EDISON CO OF NY INC,6.15,11/15/2052,"29,000,000","29,804,322"
CON EDISON CO OF NY INC,3.20,12/1/2051,"14,645,000","12,958,430"
CON EDISON CO OF NY INC,3.95,4/1/2050,"45,942,000","48,369,574"
CON EDISON CO OF NY INC,4.13,5/15/2049,"27,200,000","28,445,467"
CON EDISON CO OF NY INC,4.65,12/1/2048,"22,300,000","22,916,635"
CON EDISON CO OF NY INC,3.88,6/15/2047,"2,000,000","2,094,754"
CON EDISON CO OF NY INC,3.85,6/15/2046,"1,500,000","1,565,388"
CON EDISON CO OF NY INC,4.45,3/15/2044,"2,000,000","2,254,079"
CON EDISON CO OF NY INC,3.95,3/1/2043,"1,500,000","1,593,926"
CON EDISON CO OF NY INC,5.38,5/15/2034,"12,000,000","12,048,340"
CONAIR HOLDINGS LLC,1.00,5/17/2028,"8,448,908","8,250,105"
CONCENTRA ESCROW ISSUER,6.88,7/15/2032,"16,666,000","16,768,301"
CONDUENT BUS SERVICES,6.00,11/1/2029,"8,831,000","7,759,606"
CONNECTICUT LIGHT + PWR,5.25,1/15/2053,"5,000,000","5,154,703"
CONNECTICUT LIGHT + PWR,4.00,4/1/2048,"56,282,000","57,814,428"
CONNECTICUT LIGHT + PWR,4.15,6/1/2045,"25,814,000","26,061,523"
CONNECTICUT LIGHT + PWR,4.30,4/15/2044,"14,830,000","15,035,943"
CONOCOPHILLIPS,4.85,8/15/2048,"1,000,000","1,235,642"
CONOCOPHILLIPS,4.88,10/1/2047,"5,490,000","6,914,904"
CONOCOPHILLIPS,6.50,2/1/2039,"3,000,000","3,428,944"
CONOCOPHILLIPS COMPANY,4.03,3/15/2062,"4,000,000","3,290,394"
CONOCOPHILLIPS COMPANY,5.55,3/15/2054,"15,000,000","14,962,843"
CONOCOPHILLIPS COMPANY,5.30,5/15/2053,"43,000,000","42,811,041"
CONOCOPHILLIPS COMPANY,3.80,3/15/2052,"99,100,000","97,721,119"
CONOCOPHILLIPS COMPANY,4.30,11/15/2044,"1,425,000","1,289,285"
CONOCOPHILLIPS COMPANY,3.76,3/15/2042,"30,660,000","30,438,333"
CONSENSUS CLOUD SOLUTION,6.50,10/15/2028,"3,250,000","2,907,077"
CONSOLIDATED COMMUNICATI,6.50,10/1/2028,"11,150,000","9,668,499"
CONSTELLATION BRANDS INC,5.25,11/15/2048,"13,259,000","14,392,595"
CONSTELLATION BRANDS INC,4.50,5/9/2047,"13,964,000","14,691,557"
CONSTELLATION BRANDS INC,2.25,8/1/2031,"11,500,000","11,069,452"
CONSTELLIUM SE,3.75,4/15/2029,"27,117,000","24,864,510"
CONSTELLIUM SE,5.88,2/15/2026,"2,139,000","2,140,304"
CONSUMERS ENERGY CO,4.20,9/1/2052,"12,137,000","11,185,845"
