0,1,2,3
,CalPERS 2023-2024 Annual Investment Report,,
,Derivatives,,
Security Name,Par Value,Book Value,Market Value
BCP78D5Z2 TRS USD R V 12MFEDL,"63,714,840","63,714,840","63,714,840"
BCP78D624 TRS USD P E,"(500,000)","(96,560,000)","(105,310,000)"
BCP78D624 TRS USD R V 12MFEDL,"96,560,000","96,560,000","96,560,000"
BCP78D640 TRS USD P E,"(56,000)","(28,145,600)","(28,236,320)"
BCP78D640 TRS USD R V 12MFEDL,"28,145,600","28,145,600","28,145,600"
BCP78D681 TRS USD P E,"(102,000)","(33,921,120)","(35,112,480)"
BCP78D681 TRS USD R V 12MFEDL,"33,921,120","33,921,120","33,921,120"
BCP78D6B4 TRS USD P E,"(101,000)","(58,729,480)","(55,853,000)"
BCP78D6B4 TRS USD R V 12MFEDL,"58,729,480","58,729,480","58,729,480"
BCP78D6E8 TRS USD P E,"(179,000)","(80,415,750)","(78,967,640)"
BCP78D6E8 TRS USD R V 12MFEDL,"80,415,750","80,415,750","80,415,750"
BCP78D6H1 TRS USD P E,"(71,000)","(32,202,050)","(32,114,720)"
BCP78D6H1 TRS USD R V 12MFEDL,"32,202,050","32,202,050","32,202,050"
BCP78D6L2 TRS USD P E,"(2,012,000)","(349,665,480)","(398,134,560)"
BCP78D6L2 TRS USD R V 12MFEDL,"349,665,480","349,665,480","349,665,480"
BCP78D6M0 TRS USD P E,"(692,000)","(114,802,800)","(114,131,560)"
BCP78D6M0 TRS USD R V 12MFEDL,"114,802,800","114,802,800","114,802,800"
BCP78D6S7 TRS USD P E,"(845,000)","(26,118,950)","(26,169,650)"
BCP78D6S7 TRS USD R V 12MFEDL,"26,118,950","26,118,950","26,118,950"
BCP78D6V0 TRS USD P E,"(40,000)","(33,933,600)","(33,999,600)"
BCP78D6V0 TRS USD R V 12MFEDL,"33,933,600","33,933,600","33,933,600"
BCP78D6Y4 TRS USD P E,"(250,000)","(44,157,500)","(45,855,000)"
BCP78D6Y4 TRS USD R V 12MFEDL,"44,157,500","44,157,500","44,157,500"
BCP78D715 TRS USD P E,"(650,000)","(69,608,500)","(65,253,500)"
BCP78D715 TRS USD R V 12MFEDL,"69,608,500","69,608,500","69,608,500"
BCP78D749 TRS USD P E,"(963,000)","(64,482,480)","(65,204,730)"
BCP78D749 TRS USD R V 12MFEDL,"64,482,480","64,482,480","64,482,480"
BCP78D772 TRS USD P E,"(170,000)","(29,751,700)","(30,965,500)"
BCP78D772 TRS USD R V 12MFEDL,"29,751,700","29,751,700","29,751,700"
BCP78D7A5 TRS USD P E,"(121,000)","(28,125,240)","(28,017,550)"
BCP78D7A5 TRS USD R V 12MFEDL,"28,125,240","28,125,240","28,125,240"
BCP78D7D9 TRS USD P E,"(868,000)","(171,534,160)","(168,852,040)"
BCP78D7D9 TRS USD R V 12MFEDL,"171,534,160","171,534,160","171,534,160"
BCP78D7G2 TRS USD P E,"(856,000)","(54,433,040)","(54,484,400)"
BCP78D7G2 TRS USD R V 12MFEDL,"54,433,040","54,433,040","54,433,040"
BCP78D7K3 TRS USD P E,"(984,000)","(72,324,000)","(67,453,200)"
BCP78D7K3 TRS USD R V 12MFEDL,"72,324,000","72,324,000","72,324,000"
BCP78D7N7 TRS USD P E,"(564,000)","(32,672,520)","(33,495,960)"
BCP78D7N7 TRS USD R V 12MFEDL,"32,672,520","32,672,520","32,672,520"
BCP78D7R8 TRS USD P E,"(410,000)","(49,933,900)","(50,651,400)"
BCP78D7R8 TRS USD R V 12MFEDL,"49,933,900","49,933,900","49,933,900"
BCP78D7U1 TRS USD P E,"(220,000)","(55,838,200)","(56,064,800)"
