0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
SUZHOU MAXWELL TECHNOLOGIE A,700,"14,466","11,511"
SUZHOU TFC OPTICAL COMMUNI A,"1,260","9,679","15,333"
SUZLON ENERGY LTD,"311,353","144,437","197,369"
SUZUKI MOTOR CORP,"43,700","442,929","502,852"
SVENSKA CELLULOSA AB SCA B,"16,474","219,086","243,527"
SVENSKA HANDELSBANKEN A SHS,"40,196","345,749","383,164"
SWATCH GROUP AG/THE BR,799,"215,916","163,650"
SWATCH GROUP AG/THE REG,"1,460","76,441","59,628"
SWEDBANK AB   A SHARES,"23,025","409,263","474,189"
SWEDISH ORPHAN BIOVITRUM AB,"5,477","107,521","146,671"
SWIRE PACIFIC LTD   CL A,"10,500","72,636","92,797"
SWIRE PROPERTIES LTD,"234,200","499,976","373,165"
SWISS LIFE HOLDING AG REG,830,"522,444","610,169"
SWISS PRIME SITE REG,"16,330","1,540,755","1,548,315"
SWISS RE AG,"8,448","827,656","1,048,244"
SWISSCOM AG REG,767,"454,653","431,470"
SYENSQO SA,"2,056","196,496","184,148"
SYMRISE AG,"3,747","381,358","459,012"
SYNNEX TECHNOLOGY INTL CORP,"51,000","98,000","114,918"
SYSMEX CORP,"15,400","271,854","248,050"
T M G HOLDING,"33,424","38,299","39,590"
T+D HOLDINGS INC,"13,800","221,686","240,938"
TAG IMMOBILIEN AG,"27,371","314,567","401,008"
TAISEI CORP,"4,700","162,399","173,876"
TAISHIN FINANCIAL HOLDING,"424,000","238,575","246,363"
TAIWAN BUSINESS BANK,"248,000","104,561","139,130"
TAIWAN COOPERATIVE FINANCIAL,"382,000","314,931","306,151"
TAIWAN HIGH SPEED RAIL CORP,"63,000","58,752","59,035"
TAIWAN MOBILE CO LTD,"66,000","197,904","217,684"
TAIWAN SEMICONDUCTOR MANUFAC,"888,000","15,487,975","26,441,687"
TAKEDA PHARMACEUTICAL CO LTD,"46,600","1,418,638","1,208,599"
TALANX AG,"1,937","134,194","154,764"
TATA COMMUNICATIONS LTD,"3,941","85,741","87,644"
TATA CONSULTANCY SVCS LTD,"32,844","1,526,999","1,537,735"
TATA CONSUMER PRODUCTS LTD,"21,812","251,332","287,064"
TATA ELXSI LTD,"1,478","157,489","124,096"
TATA MOTORS LTD,"60,745","541,654","721,000"
TATA MOTORS LTD A DVR,"16,150","96,040","128,909"
TATA POWER CO LTD,"50,743","204,146","268,114"
TATA STEEL LTD,"272,851","449,743","569,376"
TAYLOR WIMPEY PLC,"119,297","173,452","214,367"
TBEA CO LTD A,"9,800","20,064","18,707"
