0,1,2,3,4
Security Name,Rate,Maturity Date,Par Value,Book Value
PERMIAN RESOURC OPTG LLC,5.88,7/1/2029,"37,259,000","35,691,702"
PERMIAN RESOURC OPTG LLC,8.00,4/15/2027,"15,561,000","15,603,287"
PERMIAN RESOURC OPTG LLC,7.75,2/15/2026,"12,675,000","12,795,895"
PERMIAN RESOURC OPTG LLC,5.38,1/15/2026,"1,875,000","1,857,251"
PERRIGO FINANCE UNLIMITD,3.90,12/15/2024,"3,250,000","3,216,930"
PERRIGO FINANCE UNLIMITE,4.65,6/15/2030,"29,725,000","27,104,060"
PERRIGO FINANCE UNLIMITE,4.38,3/15/2026,"12,950,000","12,600,738"
PERUSAHAAN LISTRIK NEGAR,4.00,6/30/2050,"11,100,000","8,112,093"
PERUSAHAAN LISTRIK NEGAR,4.88,7/17/2049,"11,000,000","9,156,576"
PERUSAHAAN LISTRIK NEGAR,6.15,5/21/2048,"34,200,000","32,093,307"
PERUSAHAAN LISTRIK NEGAR,5.25,5/15/2047,"2,000,000","1,710,558"
PERUSAHAAN LISTRIK NEGAR,5.25,10/24/2042,"12,300,000","10,615,208"
PERUSAHAAN LISTRIK NEGAR,3.00,6/30/2030,"6,300,000","5,453,329"
PERUSAHAAN LISTRIK NEGAR,3.38,2/5/2030,"35,100,000","31,889,140"
PERUSAHAAN LISTRIK NEGAR,3.88,7/17/2029,"37,800,000","35,059,420"
PERUSAHAAN LISTRIK NEGAR,5.38,1/25/2029,"35,800,000","35,901,622"
PERUSAHAAN LISTRIK NEGAR,5.45,5/21/2028,"40,100,000","40,010,840"
PERUSAHAAN LISTRIK NEGAR,4.13,5/15/2027,"42,903,000","41,464,586"
PETCO HEALTH AND WELLNESS COMP,1.00,3/3/2028,"13,665,000","12,460,920"
PETROLEOS DEL PERU SA,5.63,6/19/2047,"90,800,000","61,548,636"
PETROLEOS DEL PERU SA,4.75,6/19/2032,"28,500,000","22,566,777"
PETROLEOS MEXICANOS,6.95,1/28/2060,"82,900,000","53,605,313"
PETROLEOS MEXICANOS,7.69,1/23/2050,"200,000,000","144,411,475"
PETROLEOS MEXICANOS,6.35,2/12/2048,"55,600,000","34,919,817"
PETROLEOS MEXICANOS,6.75,9/21/2047,"77,000,000","50,458,235"
PETROLEOS MEXICANOS,5.63,1/23/2046,"14,000,000","8,696,525"
PETROLEOS MEXICANOS,6.50,6/2/2041,"15,000,000","10,230,702"
PETROLEOS MEXICANOS,10.00,2/7/2033,"81,800,000","80,208,043"
PETROLEOS MEXICANOS,6.70,2/16/2032,"129,910,000","107,827,003"
PETROLEOS MEXICANOS,6.84,1/23/2030,"20,000,000","17,769,329"
PETROLEOS MEXICANOS,8.75,6/2/2029,"65,000,000","62,847,706"
PETROLEOS MEXICANOS,6.50,1/23/2029,"18,000,000","16,393,818"
PETROLEOS MEXICANOS,6.50,3/13/2027,"36,600,000","34,781,261"
PETROLEOS MEXICANOS,6.49,1/23/2027,"18,600,000","17,604,162"
PETROLIAM NASIONAL BHD,7.63,10/15/2026,"20,200,000","21,427,824"
PETRONAS CAPITAL LTD,3.40,4/28/2061,"62,500,000","45,112,936"
PETRONAS CAPITAL LTD,4.80,4/21/2060,"46,937,000","43,141,553"
PETRONAS CAPITAL LTD,4.55,4/21/2050,"132,426,000","120,524,072"
PETRONAS CAPITAL LTD,4.50,3/18/2045,"89,400,000","80,644,244"
PETRONAS CAPITAL LTD,2.48,1/28/2032,"73,711,000","62,775,016"
PETRONAS CAPITAL LTD,3.50,4/21/2030,"141,700,000","132,352,856"
PETRONAS CAPITAL LTD,3.50,3/18/2025,"58,800,000","58,294,584"
PETRONAS ENERGY CANADA,2.11,3/23/2028,"36,000,000","32,902,726"
PETSMART INC,1.00,2/11/2028,"8,268,756","8,257,486"
PETSMART INC/PETSMART FI,7.75,2/15/2029,"52,738,000","51,785,148"
PETSMART INC/PETSMART FI,4.75,2/15/2028,"51,565,000","49,097,972"
PFIZER INC,4.00,3/15/2049,"13,600,000","13,121,139"
PFIZER INC,2.55,5/28/2040,"6,000,000","5,760,624"
PFIZER INC,7.20,3/15/2039,"18,700,000","20,790,302"
PFIZER INVESTMENT ENTER,5.34,5/19/2063,"67,000,000","65,675,440"
PFIZER INVESTMENT ENTER,5.30,5/19/2053,"58,000,000","58,018,832"
PFIZER INVESTMENT ENTER,5.11,5/19/2043,"116,000,000","113,809,895"
PFIZER INVESTMENT ENTER,4.75,5/19/2033,"10,000,000","9,986,679"
