0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
SG HOLDINGS CO LTD,"9,200","134,307","84,788"
SG MICRO CORP A,"1,000","11,416","11,393"
SGS SA REG,"4,079","372,679","363,143"
SHAANXI COAL INDUSTRY CO L A,"22,900","57,258","81,218"
SHAN XI HUA YANG GROUP NEW A,"9,600","10,944","13,159"
SHANDONG GOLD MINING CO LT A,"6,700","26,262","25,247"
SHANDONG GOLD MINING CO LT H,"26,500","52,125","52,746"
SHANDONG HIMILE MECHANICAL A,"3,000","14,111","15,760"
SHANDONG HUALU HENGSHENG A,"3,700","16,989","13,566"
SHANDONG LINGLONG TYRE CO  A,"1,500","4,383","3,792"
SHANDONG NANSHAN ALUMINUM A,"54,200","23,337","28,420"
SHANDONG WEIGAO GP MEDICAL H,"85,600","83,204","40,786"
SHANGHAI AIKO SOLAR ENERGY A,"4,300","14,070","5,356"
SHANGHAI BAOSIGHT SOFTWARE A,"5,160","27,511","22,675"
SHANGHAI BAOSIGHT SOFTWARE B,"30,600","55,718","49,541"
SHANGHAI BOCHU ELECTRONIC A,562,"14,620","14,274"
SHANGHAI CONSTRUCTION GROU A,"38,500","14,753","11,392"
SHANGHAI ELECTRIC GRP CO L A,"7,500","4,691","3,819"
SHANGHAI ELECTRIC POWER CO A,"6,800","8,590","9,256"
SHANGHAI FOSUN PHARMACEUTI A,"7,300","28,546","22,243"
SHANGHAI INTERNATIONAL POR A,"19,300","13,603","15,353"
SHANGHAI LINGANG HOLDINGS A,"5,000","7,992","6,269"
SHANGHAI M+G STATIONERY IN A,"1,200","6,288","5,166"
SHANGHAI MOONS  ELECTRIC C A,"1,000","9,320","5,537"
SHANGHAI PHARMACEUTICALS A,"2,600","6,266","6,838"
SHANGHAI PHARMACEUTICALS H,"29,600","47,198","44,510"
SHANGHAI PUDONG DEVEL BANK A,"57,500","55,399","65,128"
SHANGHAI PUTAILAI NEW ENER A,"4,900","22,639","9,529"
SHANGHAI RAAS BLOOD PRODUC A,"12,800","12,437","13,776"
SHANGHAI RURAL COMMERCIAL  A,"15,600","12,532","14,428"
SHANGHAI UNITED IMAGING HE A,"1,871","37,616","28,248"
SHANXI COAL INTERNATIONAL  A,"4,800","12,054","9,658"
SHANXI COKING COAL ENERGY A,"16,200","21,395","22,987"
SHANXI LU AN ENVIRONMENTAL A,"7,900","19,320","19,712"
SHANXI MEIJIN ENERGY CO LT A,"12,900","13,188","8,451"
SHANXI TAIGANG STAINLESS A,"9,700","5,509","4,512"
SHANXI XINGHUACUN FEN WINE A,"3,600","125,311","104,482"
SHEDE SPIRITS CO LTD A,"3,100","36,961","24,178"
SHELL PLC,"181,065","5,645,204","6,486,577"
SHENERGY COMPANY LIMITED A,"12,100","10,846","14,704"
SHENGYI TECHNOLOGY CO LTD  A,"4,400","9,285","12,753"
SHENNAN CIRCUITS CO LTD A,700,"6,516","10,190"
