0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
AMBUJA CEMENTS LTD,"21,022","132,569","168,970"
AMCOR PLC,"24,302","229,358","237,674"
AMERICA MOVIL SAB DE C SER B,"659,792","606,717","561,809"
AMERICANA RESTAURANTS INTERN,"113,465","126,372","98,544"
AMLOGIC SHANGHAI INC A,537,"5,641","4,384"
AMMAN MINERAL INTERNASIONAL,"245,100","123,338","164,647"
AMMB HOLDINGS BHD,"65,400","53,208","59,473"
AMOREPACIFIC CORP,"1,050","106,468","127,617"
AMOT INVESTMENTS LTD,"40,333","189,637","163,379"
AMPLIFON SPA,"3,198","100,841","113,929"
AMPOL LTD,"5,446","119,873","117,624"
AMUNDI SA,"1,703","99,298","109,968"
ANA HOLDINGS INC,"4,400","98,586","81,225"
ANEKA TAMBANG TBK,"303,200","38,732","23,145"
ANGEL YEAST CO LTD A,"2,600","12,002","9,994"
ANGLO AMERICAN PLATINUM LTD,"2,298","72,380","75,726"
ANGLO AMERICAN PLC,"35,787","947,162","1,131,863"
ANGLOGOLD ASHANTI PLC,"15,622","262,219","393,348"
ANHEUSER BUSCH INBEV SA/NV,"26,051","1,470,915","1,511,040"
ANHUI CONCH CEMENT CO LTD A,"13,200","47,440","42,855"
ANHUI CONCH CEMENT CO LTD H,"39,000","106,269","92,912"
ANHUI GUJING DISTILLERY CO A,"1,600","60,429","46,478"
ANHUI GUJING DISTILLERY CO B,"5,500","90,245","81,844"
ANHUI JIANGHUAI AUTO GROUP A,"9,400","23,217","20,492"
ANHUI KOUZI DISTILLERY CO  A,"4,400","26,671","23,732"
ANHUI YINGJIA DISTILLERY C A,"4,400","44,419","34,819"
ANJOY FOODS GROUP CO LTD A,900,"16,521","9,204"
ANKER INNOVATIONS TECHNOLO A,650,"5,890","6,370"
ANTA SPORTS PRODUCTS LTD,"45,600","518,971","438,046"
ANTOFAGASTA PLC,"10,840","201,914","289,130"
ANZ GROUP HOLDINGS LTD,"85,997","1,400,730","1,621,911"
AP MOLLER MAERSK A/S A,72,"120,303","122,307"
AP MOLLER MAERSK A/S B,137,"239,039","238,335"
APA GROUP,"36,185","201,576","193,088"
APL APOLLO TUBES LTD,"5,872","114,600","109,521"
APOLLO HOSPITALS ENTERPRISE,"4,295","290,094","318,604"
APTIV PLC,"3,130","319,773","220,415"
ARAB NATIONAL BANK,"32,705","165,445","176,619"
ARABIAN INTERNET + COMMUNICA,669,"59,846","52,142"
ARC RESOURCES LTD,"17,890","283,355","319,140"
ARCA CONTINENTAL SAB DE CV,"18,103","168,776","177,619"
ARCELORMITTAL,"13,146","350,765","301,087"
