0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
WYNN RESORTS LTD,"183,707","18,322,417","16,441,780"
XCEL ENERGY INC,"2,897,617","158,793,207","154,761,724"
XPO INC,"204,546","7,396,558","21,712,567"
XYLEM INC,"416,089","35,873,964","56,434,250"
YETI HOLDINGS INC,"151,726","6,046,580","5,788,352"
YUM  BRANDS INC,"1,199,862","115,299,055","158,933,721"
ZEBRA TECHNOLOGIES CORP CL A,"68,779","11,547,946","21,247,899"
ZIFF DAVIS INC,"235,076","14,982,326","12,940,940"
ZILLOW GROUP INC   A,"125,540","6,019,563","5,654,325"
ZILLOW GROUP INC   C,"178,700","10,432,954","8,289,903"
ZIMMER BIOMET HOLDINGS INC,"377,487","39,368,595","40,968,683"
ZIONS BANCORP NA,"259,028","9,730,786","11,234,054"
ZOETIS INC,"1,433,556","152,651,687","248,521,287"
ZOOM VIDEO COMMUNICATIONS A,"1,182,088","119,116,005","69,967,873"
ZOOMINFO TECHNOLOGIES INC,"509,634","16,283,658","6,508,045"
ZSCALER INC,"152,606","21,192,729","29,329,348"
ZURN ELKAY WATER SOLUTIONS C,"273,065","6,392,755","8,028,206"
TOTAL,,"89,202,627,618","140,618,933,887"
