0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
THE CIGNA GROUP,"1,061,447","254,094,334","350,882,535"
THERMO FISHER SCIENTIFIC INC,"966,700","354,618,456","534,585,113"
THOR INDUSTRIES INC,"98,111","6,797,787","9,168,480"
TIMKEN CO,"123,882","6,231,037","9,926,699"
TJX COMPANIES INC,"3,670,943","233,571,941","404,170,849"
TKO GROUP HOLDINGS INC,"121,652","10,727,025","13,137,203"
TOAST INC CLASS A,"723,075","15,858,132","18,633,660"
TOBIRA THERAPEUTICS IN,"4,344",0,0
TOLL BROTHERS INC,"234,964","12,148,057","27,063,175"
TOPBUILD CORP,"62,673","7,185,699","24,146,041"
TORO CO,"252,024","18,028,519","23,566,770"
TPG INC,"65,868","2,806,561","2,730,229"
TRACTOR SUPPLY COMPANY,"261,095","36,777,774","70,495,650"
TRADE DESK INC/THE  CLASS A,"748,613","27,944,862","73,117,077"
TRADEWEB MARKETS INC CLASS A,"571,236","44,847,384","60,551,016"
TRANSDIGM GROUP INC,"95,969","39,202,137","122,610,959"
TRANSOCEAN LTD,"873,409","5,483,007","4,672,765"
TRANSUNION,"251,952","17,164,940","18,684,783"
TRAVEL   LEISURE CO,"150,324","5,541,851","6,761,595"
TRAVELERS COS INC/THE,"1,092,990","172,582,571","222,248,587"
TREX COMPANY INC,"214,592","10,177,085","15,905,642"
TRIBUNE CO,"2,575,000","23,926",3
TRIMBLE INC,"441,509","17,555,288","24,689,288"
TRINET GROUP INC,"68,415","5,853,984","6,841,507"
TRUIST FINANCIAL CORP,"2,586,391","106,515,708","100,481,339"
TWILIO INC   A,"292,181","39,006,717","16,598,825"
TYLER TECHNOLOGIES INC,"206,212","66,411,889","103,679,269"
TYSON FOODS INC CL A,"1,037,655","59,769,591","59,291,610"
U HAUL HOLDING CO,"69,653","4,014,224","4,299,680"
UBER TECHNOLOGIES INC,"3,676,576","128,516,617","267,213,813"
UBIQUITY INC,"379,900",0,0
UC HLDGS INC,"42,076",0,"163,045"
UFP INDUSTRIES INC,"122,540","6,308,073","13,724,498"
UGI CORP,"403,040","14,866,748","9,229,629"
UIPATH INC   CLASS A,"681,286","14,564,054","8,638,711"
ULTA BEAUTY INC,"92,147","25,017,100","35,556,765"
ULTRAGENYX PHARMACEUTICAL IN,"108,096","7,568,376","4,442,748"
UMB FINANCIAL CORP,"86,699","5,877,697","7,232,433"
UNIFIRST CORP/MA,"35,641","6,059,406","6,113,503"
UNION PACIFIC CORP,"1,338,814","208,371,569","302,920,059"
UNIT CORP,"2,535",0,913
UNITED AIRLINES HOLDINGS INC,"613,167","29,807,934","29,836,872"
