0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
CSX CORP,4.10,11/15/2032,"7,000,000","6,996,472","6,536,880"
CUBESMART LP,2.50,2/15/2032,"3,750,000","3,098,905","3,066,150"
CUBESMART LP,2.00,2/15/2031,"9,100,000","8,985,370","7,359,079"
CUSHMAN + WAKEFIELD US,8.88,9/1/2031,"1,800,000","1,788,629","1,896,102"
CUSHMAN + WAKEFIELD US,6.75,5/15/2028,"14,100,000","13,324,983","13,993,404"
CVR ENERGY INC,8.50,1/15/2029,"6,300,000","6,350,998","6,333,453"
CVR PARTNERS/CVR NITROGE,6.13,6/15/2028,"12,621,000","11,660,626","12,130,548"
CVS HEALTH CORP,6.05,6/1/2054,"25,000,000","24,838,284","24,501,500"
CVS HEALTH CORP,5.88,6/1/2053,"23,500,000","23,468,122","22,507,595"
CVS HEALTH CORP,5.63,2/21/2053,"39,000,000","39,493,249","36,194,340"
CVS HEALTH CORP,5.05,3/25/2048,"108,450,000","102,363,428","93,457,872"
CVS HEALTH CORP,5.13,7/20/2045,"21,272,000","23,587,598","18,705,108"
CVS HEALTH CORP,6.00,6/1/2044,"25,000,000","24,849,844","24,509,750"
CVS HEALTH CORP,2.70,8/21/2040,"25,664,000","25,639,235","17,042,692"
CVS HEALTH CORP,4.13,4/1/2040,"24,050,000","24,564,110","19,409,793"
CVS HEALTH CORP,4.78,3/25/2038,"132,703,000","145,807,536","118,485,201"
CWT TRAVEL GROUP INC,8.50,11/19/2026,"3,600,000","2,456,899","1,022,625"
DAE FUNDING LLC,3.38,3/20/2028,"35,200,000","32,457,526","32,296,000"
DAE FUNDING LLC,1.55,8/1/2024,"45,100,000","44,948,497","44,874,500"
DAE SUKUK DIFC LTD,3.75,2/15/2026,"21,900,000","21,342,445","21,119,813"
DAIMLER TRUCK FINAN NA,5.38,6/25/2034,"11,500,000","11,476,260","11,382,470"
DAIMLER TRUCK FINAN NA,5.50,9/20/2033,"10,000,000","9,946,039","10,046,300"
DAIMLER TRUCK FINAN NA,2.50,12/14/2031,"5,000,000","4,944,560","4,124,100"
DANAHER CORP,2.80,12/10/2051,"10,000,000","7,771,379","6,308,600"
DANAHER CORP,2.60,10/1/2050,"3,500,000","2,888,778","2,136,260"
DARLING INGREDIENTS INC,6.00,6/15/2030,"35,305,000","34,731,775","34,702,344"
DARLING INGREDIENTS INC,5.25,4/15/2027,"16,830,000","16,580,168","16,449,305"
DAVITA INC,3.75,2/15/2031,"44,480,000","37,817,090","37,968,128"
DAVITA INC,4.63,6/1/2030,"88,320,000","79,240,171","79,919,885"
DCP MIDSTREAM OPERATING,5.60,4/1/2044,"13,515,000","12,686,808","12,898,716"
DCP MIDSTREAM OPERATING,6.75,9/15/2037,"6,384,000","6,775,035","6,847,606"
DELEK LOG PART/FINANCE,8.63,3/15/2029,"42,856,000","43,202,635","44,142,966"
DELL INT LLC / EMC CORP,8.35,7/15/2046,"1,280,000","1,554,694","1,619,878"
DELL INT LLC / EMC CORP,3.38,12/15/2041,"25,000,000","24,927,575","18,294,750"
DELL INT LLC / EMC CORP,8.10,7/15/2036,"21,208,000","29,278,575","25,267,635"
DELMARVA PWR + LIGHT CO,4.15,5/15/2045,"36,898,000","36,627,057","29,398,850"
DEUTSCHE BANK NY,1.00,2/10/2034,"52,500,000","51,062,922","53,439,750"
DEUTSCHE BANK NY,1.00,1/7/2033,"26,000,000","19,545,698","21,413,340"
DEUTSCHE BANK NY,1.00,9/18/2031,"39,923,000","39,819,355","35,106,689"
DEUTSCHE BANK NY,1.00,1/18/2029,"8,000,000","8,032,310","8,253,520"
DEUTSCHE TELEKOM INT FIN,9.25,6/1/2032,"19,513,000","23,111,033","24,186,168"
DEVELOPMENT BANK OF KAZA,5.50,4/15/2027,"34,000,000","33,897,569","33,830,000"
DEVELOPMENT BANK OF KAZA,5.75,5/12/2025,"37,500,000","37,604,848","37,368,750"
DH EUROPE FINANCE II,3.25,11/15/2039,"25,450,000","25,815,117","20,110,845"
DIAGEO CAPITAL PLC,5.63,10/5/2033,"19,000,000","18,934,896","19,725,990"
DIAMOND FRGN/DIAMOND FIN,8.50,10/1/2030,"12,913,000","12,943,223","13,541,347"
DIAMONDBACK ENERGY INC,5.75,4/18/2054,"30,000,000","29,809,495","29,067,600"
DIAMONDBACK ENERGY INC,6.25,3/15/2053,"21,500,000","21,788,700","22,194,665"
DIAMONDBACK ENERGY INC,4.25,3/15/2052,"5,500,000","4,285,824","4,262,775"
DIAMONDBACK ENERGY INC,4.40,3/24/2051,"2,500,000","2,034,753","1,992,675"
DIAMONDBACK ENERGY INC,5.40,4/18/2034,"45,000,000","44,483,385","44,543,250"
DIAMONDBACK ENERGY INC,6.25,3/15/2033,"40,000,000","41,383,777","41,841,200"
DICK S SPORTING GOODS,4.10,1/15/2052,"16,000,000","12,770,222","11,271,840"
