0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
POLY PROPERTY GROUP CO LTD,"3,838,000","970,944","727,646"
POLY PROPERTY SERVICES CO H,"268,000","1,916,752","992,036"
POLYCAB INDIA LTD,"56,320","2,044,914","4,551,981"
POLYNOVO LTD,"1,008,575","1,436,396","1,650,268"
POLYPLEX PCL NVDR,"22,500","6,494","7,112"
POLYTRONICS TECHNOLOGY CORP,"26,000","43,375","42,156"
POLYUS PJSC,"155,858",0,0
POONAWALLA FINCORP LTD,"401,205","2,201,659","1,968,358"
POONGSAN CORP,"39,069","1,241,051","1,796,666"
POP MART INTERNATIONAL GROUP,"1,892,600","9,363,538","9,272,300"
POPULAR INC,"165,441","8,855,939","14,629,952"
PORTO SEGURO SA,"771,742","4,398,599","4,300,273"
PORTOBELLO SA,"12,800","14,928","10,785"
PORTON PHARMA SOLUTIONS L A,"29,100","65,449","47,631"
POS MALAYSIA BERHAD,"85,300","8,963","8,408"
POSCO DX CO LTD,"95,107","3,639,902","2,649,730"
POSCO FUTURE M CO LTD,"37,648","3,259,412","7,070,239"
POSCO HOLDINGS INC,"123,314","34,138,554","32,519,579"
POSCO INTERNATIONAL CORP,"61,392","1,453,324","2,916,901"
POSIFLEX TECHNOLOGY INC,"5,000","23,636","26,895"
POSITIVO TECNOLOGIA SA,"116,800","212,283","165,071"
POSTAL SAVINGS BANK OF CHI A,"11,435,700","7,704,175","7,941,435"
POSTAL SAVINGS BANK OF CHI H,"54,431,953","33,679,291","31,931,033"
POSTE ITALIANE SPA,"1,515,911","15,033,656","19,325,575"
POU CHEN,"16,912,000","19,014,725","18,245,765"
POWER + WATER UTILITY CO FOR,"93,887","1,619,186","1,519,069"
POWER ASSETS HOLDINGS LTD,"6,008,562","39,807,160","32,515,529"
POWER CONSTRUCTION CORP OF A,"659,786","533,602","505,181"
POWER CORP OF CANADA,"960,339","25,517,185","26,683,492"
POWER FINANCE CORPORATION,"2,406,450","6,280,776","13,999,841"
POWER GRID CORP OF INDIA LTD,"7,368,160","16,747,140","29,244,196"
POWERCHIP SEMICONDUCTOR MANU,"12,169,000","12,208,726","10,052,840"
POWERTECH TECHNOLOGY INC,"4,281,000","15,906,027","24,808,594"
POYA INTERNATIONAL CO LTD,"124,240","1,632,759","1,884,202"
PP LONDON SUMATRA INDONES PT,"239,600","12,178","11,852"
PP PERSERO TBK PT,"4,265,900","109,636","75,549"
PPB GROUP BERHAD,"1,163,600","4,340,911","3,528,100"
PPC LTD,"47,038","8,513","8,295"
PRADA S.P.A.,"867,569","4,761,624","6,489,774"
PRAIRIESKY ROYALTY LTD,"419,900","7,883,111","7,978,544"
PRAJ INDUSTRIES LTD,"179,811","955,315","1,571,223"
PRECIOUS SHIPPING PCL NVDR,"453,400","120,412","121,080"
