0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
CHAMPION BUILDING MATERIALS,"21,000","7,112","7,638"
CHAMPION IRON LTD,"845,444","2,475,124","3,613,641"
CHANG HWA COMMERCIAL BANK,"10,818,750","6,245,971","6,152,812"
CHANG WAH ELECTROMATERIALS,"647,000","922,934","904,443"
CHANG WAH TECHNOLOGY CO LTD,"24,000","30,297","28,704"
CHANGCHUN HIGH TECH INDUST A,"17,026","324,267","214,014"
CHANGE HOLDINGS INC,"65,500","761,685","489,032"
CHANGJIANG SECURITIES CO L A,"193,771","153,182","128,195"
CHANGZHOU XINGYU AUTOMOTIV A,"26,709","496,498","409,881"
CHAOZHOU THREE CIRCLE GROU A,"109,616","424,290","438,267"
CHAROEN POKPHAND ENTERPRISE,"462,600","1,143,796","1,504,388"
CHAROEN POKPHAND FOOD FORGN,"6,641,400","4,869,610","4,144,371"
CHAROEN POKPHAND FOODS NVDR,"2,022,000","1,200,761","1,261,995"
CHAROEN POKPHAND INDONESI PT,"10,796,400","3,812,055","3,346,132"
CHC RESOURCES CORP,"31,000","63,475","62,876"
CHECK POINT SOFTWARE TECH,"1,158,570","138,284,616","191,164,050"
CHEIL WORLDWIDE INC,"323,362","5,215,016","4,322,488"
CHEMOMETEC A/S,"26,252","2,223,813","1,149,200"
CHEN FULL INTERNATIONAL CO,"257,000","326,266","357,676"
CHENG LOONG CORP,"1,586,000","1,177,441","1,395,752"
CHENG MEI MATERIALS TECHNOLO,"204,000","91,611","87,721"
CHENG SHIN RUBBER IND CO LTD,"7,649,998","10,847,071","11,660,813"
CHENG UEI PRECISION INDUSTRY,"750,000","1,115,375","1,826,377"
CHENGTUN MINING GROUP CO  A,"400,571","538,411","201,360"
CHENGXIN LITHIUM GROUP CO A,"42,800","153,337","78,676"
CHERVON HOLDINGS LTD,"180,400","737,349","420,535"
CHIA CHANG CO LTD,"168,000","238,458","244,687"
CHIA HSIN CEMENT,"35,000","19,411","19,743"
CHIBA BANK LTD/THE,"3,229,200","20,482,540","28,746,826"
CHICONY ELECTRONICS CO LTD,"2,150,960","9,234,335","11,337,780"
CHICONY POWER TECHNOLOGY CO,"493,000","1,839,007","2,074,346"
CHIEN KUO CONSTRUCTION CO,"867,000","663,554","620,021"
CHIN HIN GROUP BHD,"1,859,212","910,311","1,371,506"
CHIN POON INDUSTRIAL CO LTD,"2,748,000","3,757,894","4,150,610"
CHINA AGRITECH INC,"24,300",0,0
CHINA AIRLINES LTD,"4,220,678","2,170,686","3,083,398"
CHINA AUTOMOTIVE ENGINEERI A,"122,500","374,964","283,395"
CHINA BAOAN GROUP A,"90,600","135,485","106,725"
CHINA BILLS FINANCE CORP,"410,000","192,665","197,155"
CHINA BOHAI BANK CO LTD H,"5,922,500","975,117","720,649"
CHINA CINDA ASSET MANAGEME H,"18,323,603","3,861,361","1,525,544"
CHINA CITIC BANK CORP LTD A,"10,117,420","9,244,991","9,284,802"
