0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
ASBURY AUTOMOTIVE GROUP,"37,841","6,907,437","8,622,830"
ASCENT GLOBAL LOGISTICS INC,"1,400",0,0
ASGN INC,"89,258","5,619,537","7,869,880"
ASHLAND INC,"95,231","6,544,214","8,998,398"
ASPEN TECHNOLOGY INC,"110,139","20,931,614","21,876,910"
ASSURANT INC,"278,630","29,108,585","46,322,238"
AT+T INC,"30,593,677","626,648,455","584,645,167"
ATI INC,"172,920","5,723,144","9,588,414"
ATKORE INC,"71,763","7,216,415","9,682,984"
ATMOS ENERGY CORP,"810,355","80,737,332","94,527,911"
AUTODESK INC,"977,043","199,088,097","241,769,373"
AUTOMATIC DATA PROCESSING,"1,777,010","250,599,493","424,154,517"
AUTONATION INC,"50,890","3,330,074","8,110,851"
AUTOZONE INC,"85,034","81,699,240","252,049,279"
AVANTOR INC,"1,179,341","27,641,364","25,002,098"
AVERY DENNISON CORP,"149,961","16,648,028","32,788,981"
AVIENT CORP,"160,115","4,675,240","6,989,035"
AVIS BUDGET GROUP INC,"25,437","2,507,592","2,658,676"
AVNET INC,"449,599","18,448,761","23,149,853"
AXALTA COATING SYSTEMS LTD,"401,700","11,204,094","13,726,135"
AXCELIS TECHNOLOGIES INC,"60,905","8,985,094","8,660,082"
AXION INTERNATIONAL HOLDINGS,"35,000",0,0
AXON ENTERPRISE INC,"121,633","13,348,146","35,789,296"
AZEK CO INC/THE,"270,904","8,648,517","11,413,190"
AZENTA INC,"94,162","4,197,905","4,954,810"
BADGER METER INC,"34,102","5,411,675","6,354,909"
BAKER HUGHES CO,"1,753,384","46,958,289","61,666,870"
BALCHEM CORP,"105,621","9,889,989","16,260,375"
BALL CORP,"626,144","33,973,840","37,581,287"
BANK OF AMERICA CORP,"19,212,595","545,407,044","764,085,192"
BANK OF HAWAII CORP,"64,281","4,064,014","3,677,518"
BANK OF NEW YORK MELLON CORP,"2,019,964","88,039,348","120,975,691"
BANK OZK,"215,675","6,882,926","8,842,682"
BATH + BODY WORKS INC,"393,835","10,866,256","15,379,278"
BAXANO SURGICAL INC,"66,000",0,0
BAXTER INTERNATIONAL INC,"2,475,549","169,082,194","82,807,114"
BEACON ROOFING SUPPLY INC,"95,453","7,881,917","8,638,499"
BECTON DICKINSON AND CO,"1,405,720","324,704,020","328,530,821"
BEIGENE LTD,"762,600","8,509,061","8,419,885"
BELDEN INC,"66,255","5,798,843","6,214,720"
BELLRING BRANDS INC,"250,086","8,411,434","14,289,917"
BENTLEY SYSTEMS INC CLASS B,"782,970","35,571,877","38,647,399"
