0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
FUYAO GLASS INDUSTRY GROUP A,"3,700","19,434","24,392"
FUYAO GLASS INDUSTRY GROUP H,"25,200","118,964","146,377"
GAIL INDIA LTD,"81,211","143,066","213,820"
GALAXY ENTERTAINMENT GROUP L,"61,000","394,507","284,397"
GALAXYCORE INC A,"4,151","8,805","6,918"
GALP ENERGIA SGPS SA,"12,552","187,189","265,286"
GAMUDA BHD,"80,000","74,981","111,585"
GANFENG LITHIUM GROUP CO L A,"3,400","22,935","13,406"
GANFENG LITHIUM GROUP CO L H,"14,600","73,099","28,462"
GARMIN LTD,"1,716","181,186","279,571"
GCL TECHNOLOGY HOLDINGS LTD,"833,000","150,508","123,765"
GD POWER DEVELOPMENT CO  A,"36,900","18,483","30,420"
GEA GROUP AG,"3,765","144,417","156,967"
GEBERIT AG REG,916,"471,071","541,078"
GEELY AUTOMOBILE HOLDINGS LT,"220,000","275,744","247,688"
GENMAB A/S,"1,752","660,918","439,372"
GENSCRIPT BIOTECH CORP,"40,000","94,803","42,626"
GENTING BHD,"76,500","69,414","76,378"
GENTING MALAYSIA BHD,"106,500","58,030","57,568"
GENTING SINGAPORE LTD,"168,200","110,501","107,355"
GERDAU SA PREF,"54,652","226,469","180,845"
GETINGE AB B SHS,"6,419","110,653","109,133"
GETLINK SE,"9,856","161,678","163,201"
GF SECURITIES CO LTD A,"12,000","24,930","20,099"
GF SECURITIES CO LTD H,"35,200","50,379","29,170"
GFL ENVIRONMENTAL INC SUB VT,"5,815","186,945","226,421"
GIANT BIOGENE HOLDING CO LTD,"11,800","54,134","69,297"
GIGABYTE TECHNOLOGY CO LTD,"18,000","175,480","169,505"
GILDAN ACTIVEWEAR INC,"4,394","128,636","166,627"
GINLONG TECHNOLOGIES CO LT A,"1,100","11,459","6,304"
GIVAUDAN REG,264,"884,348","1,251,547"
GJENSIDIGE FORSIKRING ASA,"5,047","80,247","90,441"
GLENCORE PLC,"295,015","1,603,892","1,682,280"
GLOBAL E ONLINE LTD,"2,501","94,022","90,711"
GLOBAL UNICHIP CORP,"3,000","135,419","148,421"
GLOBALWAFERS CO LTD,"10,000","152,755","166,145"
GMR AIRPORTS INFRASTRUCTURE,"87,078","88,444","100,844"
GODREJ CONSUMER PRODUCTS LTD,"14,431","183,104","238,104"
GODREJ PROPERTIES LTD,"4,415","109,337","169,844"
GOERTEK INC  A,"7,100","15,343","19,064"
GOLD FIELDS LTD,"32,711","402,086","489,805"
GOLDWIND SCIENCE + TECHNOL A,"4,400","5,727","4,069"
