0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
AEP TRANSMISSION CO LLC,2.75,8/15/2051,"33,700,000","32,514,552","20,175,516"
AEP TRANSMISSION CO LLC,3.65,4/1/2050,"33,276,000","33,166,558","23,989,001"
AEP TRANSMISSION CO LLC,3.15,9/15/2049,"22,200,000","21,929,570","14,559,648"
AEP TRANSMISSION CO LLC,3.80,6/15/2049,"1,500,000","1,593,901","1,106,070"
AEP TRANSMISSION CO LLC,3.75,12/1/2047,"2,000,000","2,120,028","1,480,560"
AEP TRANSMISSION CO LLC,5.15,4/1/2034,"3,000,000","2,953,063","2,934,660"
AERCAP IRELAND CAP/GLOBA,3.85,10/29/2041,"7,500,000","7,498,656","5,879,250"
AERCAP IRELAND CAP/GLOBA,5.30,1/19/2034,"76,000,000","73,708,923","74,501,280"
AERCAP IRELAND CAP/GLOBA,3.40,10/29/2033,"31,500,000","30,546,374","26,443,620"
AERCAP IRELAND CAP/GLOBA,3.30,1/30/2032,"79,460,000","70,542,236","68,283,156"
AEROPUERTO INTL TOCUMEN,5.13,8/11/2061,"85,800,000","68,651,838","63,277,500"
AEROPUERTO INTL TOCUMEN,4.00,8/11/2041,"9,500,000","7,973,426","7,175,469"
AES CORP/THE,1.00,1/15/2055,"10,400,000","10,434,398","10,551,736"
AETHON UN/AETHIN UN FIN,8.25,2/15/2026,"13,150,000","13,077,771","13,298,464"
AETNA INC,3.88,8/15/2047,"26,781,000","24,690,193","19,421,313"
AETNA INC,4.50,5/15/2042,"12,325,000","12,749,889","10,296,059"
AETNA INC,6.75,12/15/2037,"10,446,000","12,440,137","11,159,148"
AETNA INC,6.63,6/15/2036,"18,278,000","21,384,987","19,370,659"
AFFILIATED MANAGERS GROU,3.30,6/15/2030,"14,150,000","14,226,814","12,625,904"
AFFINITY INTERACTIVE,6.88,12/15/2027,"13,300,000","12,409,455","11,750,284"
AG ISSUER LLC,6.25,3/1/2028,"21,411,000","20,967,201","20,933,321"
AG TTMT ESCROW ISSUER,8.63,9/30/2027,"21,053,000","21,399,723","21,808,803"
AGCO CORP,5.80,3/21/2034,"14,000,000","13,974,300","13,938,960"
AGREE LP,5.63,6/15/2034,"31,500,000","31,161,908","31,186,890"
AGREE LP,2.60,6/15/2033,"27,500,000","27,026,900","21,599,325"
AGREE LP,4.80,10/1/2032,"2,250,000","2,143,883","2,109,780"
AHEAD DB HOLDINGS LLC,1.00,2/1/2031,"7,589,795","7,518,859","7,604,064"
AIR CANADA,3.88,8/15/2026,"1,789,000","1,731,109","1,702,645"
AIR LEASE CORP,2.88,1/15/2032,"14,500,000","12,846,948","12,132,730"
AIR PRODUCTS + CHEMICALS,2.70,5/15/2040,"3,000,000","3,059,176","2,142,840"
AKER BP ASA,3.10,7/15/2031,"11,500,000","11,479,838","9,780,060"
AKER BP ASA,4.00,1/15/2031,"21,100,000","21,517,147","19,164,497"
ALBERTSONS COS/SAFEWAY,4.88,2/15/2030,"28,930,000","27,393,498","27,324,674"
ALBERTSONS COS/SAFEWAY,3.50,3/15/2029,"35,183,000","31,815,151","31,624,591"
ALBERTSONS COS/SAFEWAY,5.88,2/15/2028,"26,113,000","25,783,157","25,801,472"
ALBERTSONS COS/SAFEWAY,6.50,2/15/2028,"8,360,000","8,384,838","8,400,713"
ALBERTSONS COS/SAFEWAY,4.63,1/15/2027,"53,606,000","52,403,635","51,813,415"
ALBERTSONS COS/SAFEWAY,3.25,3/15/2026,"18,729,000","18,132,577","17,965,419"
ALBERTSONS COS/SAFEWAY,7.50,3/15/2026,"946,000","956,443","958,260"
ALCOA NEDERLAND HOLDING,7.13,3/15/2031,"38,173,000","38,740,359","39,234,591"
ALCOA NEDERLAND HOLDING,4.13,3/31/2029,"10,375,000","9,545,115","9,611,608"
ALCOA NEDERLAND HOLDING,6.13,5/15/2028,"10,425,000","10,374,682","10,404,359"
ALCOA NEDERLAND HOLDING,5.50,12/15/2027,"7,400,000","7,289,702","7,291,590"
ALCON FINANCE CORP,5.75,12/6/2052,"18,200,000","18,640,820","18,414,214"
ALCON FINANCE CORP,5.38,12/6/2032,"7,900,000","7,938,350","7,913,430"
ALEXANDRIA REAL ESTATE E,3.55,3/15/2052,"39,500,000","38,011,600","26,496,205"
ALEXANDRIA REAL ESTATE E,3.00,5/18/2051,"12,000,000","11,799,118","7,223,760"
ALEXANDRIA REAL ESTATE E,4.00,2/1/2050,"26,772,000","27,402,758","19,848,493"
ALEXANDRIA REAL ESTATE E,4.85,4/15/2049,"2,192,000","2,313,352","1,854,103"
ALEXANDRIA REAL ESTATE E,2.95,3/15/2034,"24,000,000","23,218,638","19,409,760"
ALEXANDRIA REAL ESTATE E,1.88,2/1/2033,"20,400,000","19,396,797","15,351,408"
ALEXANDRIA REAL ESTATE E,2.00,5/18/2032,"22,000,000","21,952,363","17,228,640"
ALGONQUIN PWR + UTILITY,1.00,1/18/2082,"13,300,000","11,324,080","12,160,456"
