0,1,2,3
,Domestic Real Estate Investment Trusts (REITs),,
Security Name,Shares,Book Value,Market Value
LXP INDUSTRIAL TRUST,"1,352,069","13,952,998","12,330,875"
MEDICAL PROPERTIES TRUST INC,"1,081,155","16,808,406","4,659,818"
MID AMERICA APARTMENT COMM,"211,245","23,284,214","30,125,653"
NATIONAL STORAGE AFFILIATES,"146,509","7,240,573","6,039,102"
NNN REIT INC,"903,298","36,501,578","38,480,495"
OMEGA HEALTHCARE INVESTORS,"1,172,079","37,424,094","40,143,706"
PARK HOTELS + RESORTS INC,"453,813","8,539,420","6,798,122"
PHILLIPS EDISON + COMPANY IN,"203,924","6,814,784","6,670,356"
POTLATCHDELTIC CORP,"151,609","6,617,128","5,971,880"
PROLOGIS INC,"1,895,250","165,466,674","212,856,108"
PUBLIC STORAGE,"809,027","176,364,568","232,716,617"
RAYONIER INC,"293,701","8,963,933","8,543,818"
REALTY INCOME CORP,"3,048,029","186,774,486","160,996,892"
REGENCY CENTERS CORP,"332,980","20,387,003","20,711,370"
REXFORD INDUSTRIAL REALTY IN,"351,939","17,541,041","15,692,970"
RITHM CAPITAL CORP,"990,887","12,108,357","10,810,646"
RYMAN HOSPITALITY PROPERTIES,"118,058","7,879,096","11,789,273"
SABRA HEALTH CARE REIT INC,"1,031,823","16,132,772","15,890,079"
SBA COMMUNICATIONS CORP,"443,135","123,061,987","86,987,401"
SIMON PROPERTY GROUP INC,"609,882","73,011,937","92,580,117"
SL GREEN REALTY CORP,"121,925","7,903,375","6,905,867"
STAG INDUSTRIAL INC,"323,684","10,078,547","11,672,055"
STARWOOD PROPERTY TRUST INC,"523,992","11,499,952","9,924,448"
SUN COMMUNITIES INC,"226,769","28,687,697","27,289,384"
TERRENO REALTY CORP,"138,644","7,238,371","8,204,957"
UDR INC,"691,639","27,193,760","28,461,043"
VENTAS INC,"705,722","37,587,764","36,175,319"
VICI PROPERTIES INC,"2,313,048","65,459,062","66,245,695"
VORNADO REALTY TRUST,"342,051","14,894,013","8,992,642"
WELLTOWER INC,"1,089,835","82,319,185","113,615,325"
WEYERHAEUSER CO,"1,357,064","39,162,072","38,527,155"
WP CAREY INC,"1,047,629","80,700,086","57,671,976"
TOTAL,,"3,109,058,676","3,263,200,285"
