0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
CONCORDIA FINANCIAL GROUP LT,"28,100","128,048","165,288"
CONSTELLATION SOFTWARE INC,574,"1,222,587","1,653,553"
CONTAINER CORP OF INDIA LTD,"9,676","100,422","120,957"
CONTEMPORARY AMPEREX TECHN A,"8,200","265,762","203,170"
CONTINENTAL AG,"3,004","222,922","170,314"
COREM PROPERTY GROUP B SHARE,"94,672","68,689","78,177"
COSAN SA,"43,949","156,437","107,134"
COSCO SHIPPING DEVELOPME A,"44,600","14,771","15,836"
COSCO SHIPPING ENERGY TRAN A,"6,000","11,135","12,890"
COSCO SHIPPING ENERGY TRAN H,"50,000","52,938","64,938"
COSCO SHIPPING HOLDINGS CO A,"31,700","43,123","67,579"
COSCO SHIPPING HOLDINGS CO H,"112,500","115,809","196,832"
COSMOAM+T CO LTD,847,"102,888","88,730"
COUNTRY GARDEN HOLDINGS CO,"425,000","54,755",5
COVESTRO AG,"5,182","270,138","304,349"
COWAY CO LTD,"1,794","55,833","83,672"
CPFL ENERGIA SA,"8,632","60,757","50,865"
CREDICORP LTD,"2,386","335,837","384,933"
CREDIT AGRICOLE SA,"31,204","389,074","426,063"
CRODA INTERNATIONAL PLC,"3,780","249,000","188,647"
CRRC CORP LTD   H,"152,000","75,812","98,122"
CRRC CORP LTD A,"54,500","45,199","56,330"
CSC FINANCIAL CO LTD A,"8,600","29,836","22,772"
CSL LTD,"13,395","2,329,231","2,640,905"
CSPC INNOVATION PHARMACEUT A,"6,760","29,649","23,473"
CSPC PHARMACEUTICAL GROUP LT,"308,000","234,190","245,377"
CTBC FINANCIAL HOLDING CO LT,"641,000","488,486","747,865"
CTS EVENTIM AG + CO KGAA,"1,678","144,661","140,095"
CUMMINS INDIA LTD,"4,891","113,689","232,671"
CYBERARK SOFTWARE LTD/ISRAEL,"1,253","227,511","342,595"
D IETEREN GROUP,563,"93,026","119,533"
DABUR INDIA LTD,"21,536","140,864","155,139"
DAI ICHI LIFE HOLDINGS INC,"25,600","503,069","684,003"
DAI NIPPON PRINTING CO LTD,"6,000","167,033","201,865"
DAIFUKU CO LTD,"8,300","159,951","155,309"
DAIICHI SANKYO CO LTD,"52,000","1,508,074","1,785,702"
DAIKIN INDUSTRIES LTD,"7,300","1,246,756","1,015,175"
DAIMLER TRUCK HOLDING AG,"14,965","517,681","596,160"
DAITO TRUST CONSTRUCT CO LTD,"1,500","168,145","154,653"
DAIWA HOUSE INDUSTRY CO LTD,"15,600","438,216","395,382"
DAIWA SECURITIES GROUP INC,"37,400","219,520","285,278"
DALLAH HEALTHCARE CO,"1,307","49,339","55,393"
