0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
ACCENTURE PLC CL A,"2,075,665","506,724,873","629,777,738"
ACCIONA SA,"37,869","5,338,593","4,476,829"
ACCOR SA,"298,932","12,280,965","12,270,598"
ACCTON TECHNOLOGY CORP,"1,039,000","9,991,534","17,775,311"
ACER INC,"5,267,788","5,194,253","7,607,487"
ACERINOX SA,"360,116","3,615,978","3,740,051"
ACES ELECTRONIC CO LTD,"323,000","452,573","489,854"
ACKERMANS + VAN HAAREN,"41,663","6,422,636","7,211,428"
ACME ELECTRONICS CORPORATION,"104,000","122,777","142,016"
ACOM CO LTD,"728,500","2,165,610","1,852,276"
ACS ACTIVIDADES CONS Y SERV,"457,008","17,163,804","19,729,774"
ACTER GROUP CORP LTD,"172,000","1,100,982","1,399,697"
ACTRON TECHNOLOGY CORP,"2,000","14,023","14,056"
ACWA POWER CO,"587,038","39,762,277","55,424,048"
ADANI ENERGY SOLUTIONS LTD,"507,570","10,125,110","6,070,785"
ADANI ENTERPRISES LTD,"474,071","10,038,395","18,064,007"
ADANI GREEN ENERGY LTD,"670,219","10,414,034","14,378,289"
ADANI PORTS AND SPECIAL ECON,"1,271,219","12,759,926","22,533,565"
ADANI POWER LTD,"1,888,940","8,008,939","16,278,135"
ADANI TOTAL GAS LTD,"405,307","5,802,265","4,355,038"
ADANI WILMAR LTD,"224,988","1,751,873","896,048"
ADARO MINERALS INDONESIA TBK,"263,800","22,777","21,265"
ADASTRIA CO LTD,"45,400","987,344","1,025,918"
ADCOCK INGRAM HOLDINGS LTD,253,857,833
ADDCN TECHNOLOGY CO LTD,"12,000","74,089","74,164"
ADDLIFE AB B,"180,853","5,891,586","2,144,923"
ADDSINO CO LTD  A,"48,700","51,186","39,089"
ADDTECH AB B SHARES,"389,213","5,217,135","9,680,544"
ADECCO GROUP AG REG,"284,265","14,055,368","9,433,347"
ADEKA CORP,"183,227","2,856,212","3,688,284"
ADHI KARYA PERSERO TBK PT,"986,600","16,123","11,869"
ADIDAS AG,"276,883","55,090,726","66,175,609"
ADIMMUNE CORP,"503,000","923,006","442,663"
ADITYA BIRLA CAPITAL LTD,"825,916","1,525,079","2,364,435"
ADITYA BIRLA FASHION AND RET,"610,956","1,854,282","2,287,063"
ADLINK TECHNOLOGY INC,"22,000","42,568","55,540"
ADMIRAL GROUP PLC,"1,379,201","43,127,244","45,593,074"
ADNOC DRILLING CO PJSC,"9,288,627","10,125,541","10,368,646"
ADNOC LOGISTICS + SERVICES,"1,803,238","1,994,006","2,057,056"
ADP,"54,924","7,343,418","6,687,162"
ADVANCED CERAMIC X CORP,"77,000","633,335","488,945"
ADVANCED ENERGY SOLUTION HOL,"31,000","1,077,691","602,962"
