0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
SOOCHOW SECURITIES CO LTD A,"12,100","13,628","9,825"
SOUTH32 LTD,"129,207","286,623","315,825"
SOUTHWEST SECURITIES CO LT A,"10,000","5,707","4,927"
SPARK NEW ZEALAND LTD,"51,397","149,716","130,286"
SPIRAX GROUP PLC,"2,013","247,476","215,785"
SPRING AIRLINES CO LTD A,"2,900","22,197","22,482"
SRF LTD,"5,994","176,802","175,106"
SSE PLC,"33,176","664,370","750,476"
STANDARD BANK GROUP LTD,"47,724","479,872","550,969"
STANDARD CHARTERED PLC,"65,498","573,232","592,819"
STANTEC INC,"3,385","235,624","283,322"
STARPOWER SEMICONDUCTOR LT A,700,"13,494","8,296"
STATE BANK OF INDIA,"63,944","499,848","651,000"
STELLANTIS NV,"61,807","1,130,514","1,223,484"
STMICROELECTRONICS NV,"18,140","843,791","716,713"
STORA ENSO OYJ R SHS,"16,565","207,996","226,446"
STORAGEVAULT CANADA INC,"43,645","146,100","148,636"
STRAUMANN HOLDING AG REG,"3,045","454,612","377,152"
SUBARU CORP,"17,400","344,173","368,855"
SUMBER ALFARIA TRIJAYA TBK P,"692,000","128,646","116,214"
SUMCO CORP,"11,500","156,927","165,537"
SUMITOMO CORP,"29,500","631,696","736,675"
SUMITOMO ELECTRIC INDUSTRIES,"21,400","274,155","332,920"
SUMITOMO METAL MINING CO LTD,"6,600","205,218","200,142"
SUMITOMO MITSUI FINANCIAL GR,"35,200","1,674,556","2,346,885"
SUMITOMO MITSUI TRUST HOLDIN,"18,700","361,385","426,638"
SUMITOMO REALTY + DEVELOPMEN,"78,500","2,203,581","2,303,857"
SUN HUNG KAI PROPERTIES,"298,000","3,334,398","2,578,310"
SUN LIFE FINANCIAL INC,"16,619","815,660","814,706"
SUN PHARMACEUTICAL INDUS,"35,609","531,489","649,449"
SUNCOR ENERGY INC,"36,040","1,238,978","1,373,542"
SUNCORP GROUP LTD,"35,241","306,639","409,757"
SUNDARAM FINANCE LTD,"2,392","123,554","134,589"
SUNGROW POWER SUPPLY CO LT A,"4,480","43,487","38,246"
SUNNY OPTICAL TECH,"24,800","209,741","153,265"
SUNRESIN NEW MATERIALS CO  A,"1,200","9,854","6,897"
SUNTORY BEVERAGE + FOOD LTD,"4,000","130,238","141,912"
SUNWODA ELECTRONIC CO LTD A,"4,900","10,971","10,230"
SUPCON TECHNOLOGY CO LTD A,"2,237","15,399","11,607"
SUPREME INDUSTRIES LTD,"2,241","120,146","160,062"
SUZANO SA,"28,238","291,886","289,830"
SUZHOU DONGSHAN PRECISION A,"4,100","10,633","11,680"
