0,1,2,3
,CalPERS 2023-2024 Annual Investment Report,,
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
CONMED CORP,"43,123","3,892,613","2,989,288"
CONOCOPHILLIPS,"2,120,446","139,934,962","242,536,613"
CONSOLIDATED EDISON INC,"1,694,749","136,299,573","151,544,456"
CONSTELLATION BRANDS INC A,"656,803","135,491,905","168,982,276"
CONSTELLATION ENERGY,"548,775","32,138,472","109,903,178"
CONTRA ABIOMED INC,"97,042",0,0
CONTRA ADURO BIOTECH I,"30,532",0,0
CONTRA GTX INC DEL,851,0,0
CONTRA INNOCOLL HLDGS PLC,"18,300",0,0
COOPER COS INC/THE,"737,294","49,575,888","64,365,766"
COOPER STD HLDGS INC,"73,200",0,0
COPART INC,"1,672,756","34,833,610","90,596,548"
CORE + MAIN INC CLASS A,"285,428","14,554,419","13,968,849"
COREBRIDGE FINANCIAL INC,"422,423","11,164,710","12,300,970"
CORINTHIAN COLLEGES INC,"214,600",0,0
CORNING INC,"3,669,135","112,143,721","142,545,895"
CORPAY INC,"137,634","28,562,592","36,667,080"
CORTEVA INC,"1,234,060","44,527,711","66,565,248"
COSTAR GROUP INC,"688,954","38,145,929","51,079,080"
COSTCO WHOLESALE CORP,"1,278,908","448,073,622","1,087,059,011"
COTERRA ENERGY INC,"1,390,467","27,119,315","37,083,755"
COTY INC CL A,"515,180","5,878,855","5,162,128"
COUPANG INC,"2,108,799","40,501,536","44,179,366"
CRANE CO,"96,028","4,523,300","13,922,140"
CRANE NXT CO,"93,420","2,108,144","5,737,867"
CREDIT ACCEPTANCE CORP,"33,105","12,786,227","17,038,481"
CRH PLC,"1,731,243","72,076,101","129,062,799"
CROCS INC,"111,516","5,691,580","16,274,649"
CROWDSTRIKE HOLDINGS INC   A,"382,900","61,695,660","146,723,457"
CROWN HOLDINGS INC,"208,055","13,183,640","15,477,243"
CSX CORP,"3,422,777","70,461,516","114,491,966"
CULLEN/FROST BANKERS INC,"108,314","9,187,431","11,007,955"
CUMMINS INC,"256,346","40,813,691","70,989,938"
CURTISS WRIGHT CORP,"119,697","17,609,426","32,435,493"
CVS HEALTH CORP,"2,664,181","179,455,819","157,346,795"
CWT TRAVEL CLASS B LLC UNITS,"51,627","726,966","110,998"
CYTOKINETICS INC,"179,737","9,584,355","9,738,153"
DANAHER CORP,"1,475,897","214,963,189","368,753,016"
DARDEN RESTAURANTS INC,"527,528","72,665,580","79,825,537"
DARLING INGREDIENTS INC,"227,610","7,057,259","8,364,756"
DATADOG INC   CLASS A,"506,117","51,582,127","65,638,330"
DAVITA INC,"113,165","7,521,728","15,681,290"
