0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
INDOSAT TBK PT,"2,287,500","1,340,452","1,494,762"
INDRA SISTEMAS SA,"617,804","9,641,407","12,785,764"
INDRAPRASTHA GAS LTD,"577,076","3,213,133","3,486,240"
INDUS TOWERS LTD,"1,945,644","7,490,999","8,756,758"
INDUSTRIA DE DISENO TEXTIL,"2,226,796","65,645,411","110,642,944"
INDUSTRIAL BANK CO LTD  A,"30,771,676","81,938,772","74,264,905"
INDUSTRIAL BANK OF KOREA,"594,232","5,997,377","6,052,435"
INDUSTRIAL SECURITIES CO A,"373,228","303,861","258,688"
INDUSTRIAS PENOLES SAB DE CV,"182,276","2,556,596","2,369,976"
INDUSTRIES QATAR,"6,830,175","25,157,463","24,011,601"
INDUSTRIVARDEN AB A SHS,"384,344","10,100,339","13,087,099"
INDUSTRIVARDEN AB C SHS,"443,287","12,580,816","14,968,550"
INDUTRADE AB,"452,342","10,913,919","11,600,950"
INFIBEAM AVENUES LTD,"2,280,254","977,478","844,155"
INFICON HOLDING AG REG,"3,481","3,096,344","5,291,619"
INFINEON TECHNOLOGIES AG,"1,756,328","31,854,694","64,574,358"
INFO EDGE INDIA LTD,"116,778","5,853,961","9,503,441"
INFOCOM CORP,"33,100","771,713","1,246,961"
INFOMART CORP,"334,400","1,127,824","642,359"
INFOMEDIA LTD,"602,999","678,889","676,561"
INFORE ENVIRONMENT TECHNOL A,"400,900","316,060","232,276"
INFORMA PLC,"2,504,930","22,400,919","27,100,374"
INFORTREND TECHNOLOGY INC,"194,000","169,415","194,649"
INFOSYS LTD,"17,030,156","204,074,048","319,975,979"
INFRASTRUTTURE WIRELESS ITAL,"1,745,255","20,044,341","18,237,159"
INFRATIL LTD,"1,149,710","6,110,340","7,846,449"
INFRONEER HOLDINGS INC,"349,560","3,087,563","2,834,775"
ING GROEP NV,"12,987,570","200,448,133","222,183,785"
INGENIC SEMICONDUCTOR CO  A,"19,100","183,265","145,039"
INGHAMS GROUP LTD,"690,206","1,720,100","1,668,658"
INNER MONGOLIA BAOTOU STE A,"2,011,439","472,107","385,750"
INNER MONGOLIA DIAN TOU EN A,"374,800","998,225","1,083,203"
INNER MONGOLIA ERDOS RESOU A,"7,346,673","12,810,005","9,982,262"
INNER MONGOLIA ERODS RESOU B,"939,980","1,311,960","783,944"
INNER MONGOLIA JUNZHENG EN A,"546,700","317,229","276,315"
INNER MONGOLIA YILI INDUS A,"1,449,358","6,601,511","5,129,733"
INNER MONGOLIA YUAN XING A,"147,700","161,685","139,793"
INNOCARE PHARMA LTD,"1,103,000","1,868,760","680,954"
INNOCEAN WORLDWIDE INC,"52,069","1,137,795","811,234"
INNODISK CORP,"90,000","856,718","837,816"
INNOLUX CORP,"13,311,241","5,394,819","5,888,024"
INNOVENT BIOLOGICS INC,"2,542,500","11,218,066","11,984,136"
