0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
BHARAT ELECTRONICS LTD,"6,213,060","9,732,308","22,790,848"
BHARAT FORGE LTD,"388,049","3,918,787","7,773,104"
BHARAT HEAVY ELECTRICALS,"1,961,539","2,976,577","7,077,001"
BHARAT PETROLEUM CORP LTD,"5,404,188","18,148,111","19,698,431"
BHARTI AIRTEL   PARTLY PAID,"262,690","1,540,809","3,285,402"
BHARTI AIRTEL LTD,"10,651,770","120,113,480","184,460,362"
BHARTI HEXACOM LTD,"2,706","18,518","36,243"
BHP GROUP LTD,"8,607,312","231,235,957","245,341,463"
BIC CAMERA INC,"271,700","2,701,955","2,589,316"
BID CORP LTD,"560,192","12,054,384","13,036,312"
BIDVEST GROUP LTD,"593,497","7,662,732","9,245,487"
BIG SHOPPING CENTERS 2004 LT,"22,607","2,569,896","2,177,166"
BILIBILI INC CLASS Z,"440,284","17,708,169","7,156,351"
BILLERUD AB,"363,698","3,801,285","3,369,043"
BIMB HOLDINGS BHD,"1,727,000","936,893","911,562"
BINDAWOOD HOLDING CO,"697,334","1,715,564","1,375,486"
BIOCON LTD,"698,915","2,855,707","2,942,763"
BIOMERIEUX,"213,875","25,387,406","20,343,331"
BIONEER CORP,"35,469","1,161,083","757,567"
BIONTECH SE ADR,"50,746","10,774,493","4,077,949"
BIRLASOFT LTD,"272,548","1,136,268","2,256,237"
BIZLINK HOLDING INC,"220,035","1,708,108","2,536,673"
BKW AG,"89,611","13,692,990","14,290,292"
BLOOMAGE BIOTECHNOLOGY COR A,"11,800","125,096","91,431"
BLUE BIRD TBK PT,"138,500","13,541","12,560"
BLUE DART EXPRESS LTD,"8,682","878,218","829,968"
BLUE MOON GROUP HOLDINGS LTD,"1,518,000","1,039,390","402,494"
BLUE STAR LTD,"198,210","1,788,578","3,885,299"
BLUESCOPE STEEL LTD,"918,067","10,376,362","12,526,539"
BML INC,"31,800","690,091","568,749"
BNK FINANCIAL GROUP INC,"557,279","3,989,341","3,429,110"
BNP PARIBAS,"2,263,783","144,898,464","144,436,174"
BOC AVIATION LTD,"384,100","2,799,504","2,755,068"
BOC HONG KONG HOLDINGS LTD,"17,048,445","61,964,578","52,516,216"
BODYCOTE PLC,"350,114","2,680,788","3,018,409"
BOE TECHNOLOGY GROUP CO LT A,"1,419,397","829,399","795,162"
BOE TECHNOLOGY GROUP CO LT B,"1,988,100","735,541","649,340"
BOE VARITRONIX LTD,"566,000","918,041","345,079"
BOLIDEN AB,"480,892","11,652,574","15,398,611"
BOLLORE SE,"1,591,199","7,601,095","9,347,156"
BOLSA MEXICANA DE VALORES SA,"840,300","1,615,872","1,423,697"
BOMBARDIER INC B,"151,900","7,206,934","9,738,887"
