0,1,2,3,4,5
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
FED HM LN PC POOL RA6847,3.00,1/1/2052,"999,161","1,020,536","859,072"
FED HM LN PC POOL RA6848,3.00,1/1/2052,"2,297,225","2,338,854","1,963,000"
FED HM LN PC POOL RA6849,3.00,1/1/2052,"7,282,883","7,413,813","6,230,909"
FED HM LN PC POOL RA7007,2.00,3/1/2052,"44,211,109","42,517,799","34,824,417"
FED HM LN PC POOL RA7200,2.50,4/1/2052,"7,005,238","5,663,218","5,790,128"
FED HM LN PC POOL RB0713,2.00,12/1/2041,"37,728,336","37,022,860","31,769,415"
FED HM LN PC POOL RB5100,2.00,2/1/2041,"55,641,488","57,367,295","46,696,191"
FED HM LN PC POOL RB5111,2.00,5/1/2041,"74,529,481","75,663,337","62,478,873"
FED HM LN PC POOL RB5153,2.00,4/1/2042,"51,033,389","46,346,866","42,460,849"
FED HM LN PC POOL RJ0019,7.00,10/1/2053,"20,699,038","21,331,880","21,437,960"
FED HM LN PC POOL RJ0103,6.50,10/1/2053,"62,573,927","62,916,256","64,525,328"
FED HM LN PC POOL RJ0107,6.50,10/1/2053,"19,510,931","19,640,730","20,185,545"
FED HM LN PC POOL RJ0108,6.50,10/1/2053,"45,850,884","45,724,153","46,841,384"
FED HM LN PC POOL RJ0112,6.50,10/1/2053,"46,763,450","46,719,771","47,808,036"
FED HM LN PC POOL RJ0195,6.50,11/1/2053,"89,935,675","89,880,652","92,740,368"
FED HM LN PC POOL RJ0199,6.50,11/1/2053,"58,150,268","58,112,533","60,160,886"
FED HM LN PC POOL RJ0204,7.00,11/1/2053,"11,514,280","12,053,533","12,027,923"
FED HM LN PC POOL RJ0512,6.50,12/1/2053,"23,673,181","24,191,508","24,201,985"
FED HM LN PC POOL RJ0513,6.50,12/1/2053,"48,625,637","50,047,118","49,711,819"
FED HM LN PC POOL RJ0532,7.00,12/1/2053,"55,939,869","58,594,483","58,435,306"
FED HM LN PC POOL RJ0659,6.50,1/1/2054,"48,174,593","50,077,037","49,840,290"
FED HM LN PC POOL RJ0848,6.50,2/1/2054,"49,299,273","51,102,376","50,836,697"
FED HM LN PC POOL RJ0852,6.50,2/1/2054,"42,593,730","44,286,048","44,066,462"
FED HM LN PC POOL RJ0858,6.50,2/1/2054,"41,798,959","42,937,058","42,732,650"
FED HM LN PC POOL RJ0860,7.00,2/1/2054,"16,628,613","17,417,754","17,370,403"
FED HM LN PC POOL RJ0864,7.00,2/1/2054,"12,693,649","13,332,381","13,289,522"
FED HM LN PC POOL RJ0867,7.00,2/1/2054,"35,861,612","37,136,789","37,141,813"
FED HM LN PC POOL RJ1092,7.00,3/1/2054,"15,408,360","16,139,606","16,095,716"
FED HM LN PC POOL RJ1095,7.00,3/1/2054,"11,882,527","12,461,033","12,432,892"
FED HM LN PC POOL RJ1545,7.00,5/1/2054,"16,694,732","17,444,580","17,465,112"
FED HM LN PC POOL RJ1800,7.00,6/1/2054,"9,949,434","10,450,744","10,433,819"
FED HM LN PC POOL RJ1803,7.00,6/1/2054,"18,226,140","18,802,589","18,793,932"
FED HM LN PC POOL SB8504,2.50,10/1/2035,"69,636,512","63,588,504","63,625,659"
FED HM LN PC POOL SB8511,2.00,5/1/2036,"60,713,653","54,584,752","53,818,615"
FED HM LN PC POOL SC0396,3.00,5/1/2040,"30,508,176","27,938,869","27,199,921"
FED HM LN PC POOL SD0007,3.00,3/1/2049,"195,194,215","197,791,467","170,301,016"
FED HM LN PC POOL SD0018,3.00,6/1/2049,"43,999,252","46,065,719","38,388,009"
FED HM LN PC POOL SD0039,4.00,2/1/2046,"3,938,652","4,311,945","3,709,013"
FED HM LN PC POOL SD0120,3.00,10/1/2049,"11,312,100","11,576,454","9,947,682"
FED HM LN PC POOL SD0121,3.00,10/1/2049,"8,417,018","8,592,601","7,370,669"
FED HM LN PC POOL SD0145,3.00,8/1/2047,"50,234,305","52,707,621","43,882,797"
FED HM LN PC POOL SD0526,1.50,1/1/2051,"25,301,563","19,556,789","19,098,981"
FED HM LN PC POOL SD0563,2.50,3/1/2051,"28,093,083","29,112,824","23,088,278"
FED HM LN PC POOL SD0704,2.50,10/1/2051,"46,581,469","37,904,717","38,918,164"
FED HM LN PC POOL SD0792,2.00,12/1/2051,"52,222,031","50,904,230","41,247,605"
FED HM LN PC POOL SD0793,2.00,12/1/2051,"20,416,798","19,901,589","16,126,222"
FED HM LN PC POOL SD0833,2.00,1/1/2052,"79,030,401","77,211,790","62,531,316"
FED HM LN PC POOL SD0851,2.50,1/1/2052,"39,522,468","39,590,679","32,603,107"
FED HM LN PC POOL SD0852,2.50,2/1/2052,"117,794,098","117,963,553","97,171,398"
