0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
AHNLAB INC,"11,333","627,156","497,287"
AI HOLDINGS CORP,"59,900","746,498","884,760"
AIA ENGINEERING LTD,"64,002","2,750,089","3,207,192"
AIA GROUP LTD,"25,947,569","209,883,323","176,143,294"
AICA KOGYO CO LTD,"92,100","2,535,124","2,002,780"
AICHI FINANCIAL GROUP INC,"76,100","1,263,110","1,270,699"
AIDA ENGINEERING LTD,"92,000","635,114","521,025"
AIER EYE HOSPITAL GROUP CO A,"368,610","789,669","521,051"
AIFUL CORP,"502,300","1,234,008","1,189,708"
AIMA TECHNOLOGY GROUP CO L A,"80,692","401,032","302,063"
AIN HOLDINGS INC,"48,800","1,811,786","1,816,580"
AIR ARABIA PJSC,"4,302,223","2,683,684","2,694,014"
AIR CHINA LTD A,"389,826","450,591","394,052"
AIR CHINA LTD H,"2,239,076","1,749,453","1,041,044"
AIR FRANCE KLM,"210,102","2,739,433","1,852,762"
AIR LIQUIDE SA,"979,662","111,827,710","169,336,706"
AIR NEW ZEALAND LTD,"3,135,197","1,668,565","1,012,529"
AIR WATER INC,"754,500","10,280,851","10,203,996"
AIRBUS SE,"1,123,170","126,792,688","154,394,876"
AIRPORT CITY LTD,"115,581","1,720,761","1,631,298"
AIRPORTS OF THAILAND PC NVDR,"13,366,991","27,574,722","21,035,322"
AIRPORTS OF THAILAND PCL FOR,"4,720,640","9,666,694","7,428,761"
AIRTAC INTERNATIONAL GROUP,"199,815","5,509,798","6,085,330"
AIRTEL AFRICA PLC,"2,035,996","3,542,999","3,091,061"
AISIN CORP,"993,183","32,570,434","32,371,369"
AIXTRON SE,"190,702","3,513,456","3,747,447"
AJ BELL PLC,"561,562","2,671,537","2,694,297"
AJANTA PHARMA LTD,"67,324","1,204,037","1,846,610"
AJIN INDUSTRIAL CO LTD,"360,382","1,199,758","918,954"
AJINOMOTO CO INC,"1,502,956","31,665,446","52,705,301"
AK MEDICAL HOLDINGS LTD,"550,000","968,122","303,624"
AKER ASA A SHARES,"40,839","2,706,026","2,358,870"
AKER BP ASA,"555,145","13,183,828","14,192,159"
AKER CARBON CAPTURE ASA,"4,119,858","11,226,829","2,576,967"
AKESO INC,"958,000","4,876,998","4,632,093"
AKR CORPORINDO TBK PT,"12,397,600","1,147,975","1,226,574"
AKZO NOBEL N.V.,"308,688","23,226,854","18,785,362"
AL BABTAIN POWER + TELECOMMU,"99,737","1,022,335","1,019,542"
AL DAWAA MEDICAL SERVICES CO,"47,776","999,658","1,110,477"
AL HAMMADI HOLDING,"116,856","1,190,049","1,448,396"
AL HASSAN G.I. SHAKER CO,"76,907","607,496","616,019"
AL MASANE AL KOBRA MINING CO,"63,783","945,430","1,094,900"
